split,piece_id,md5,piece_sha256,family_id,bars,track_count,relation_stratum
treated,treated:5cb8dbbbdfe237fd23a76991fb4b16dc6b7870542b51a8b99e1fc2e1bd70b40e,9a7434f30cbc817e424f2785fbff5009,5ebb1f988ee7b2aea2c3335cb431b89321a7a65493184cc708d6c25c8d40dc84,5cb8dbbbdfe237fd23a76991fb4b16dc6b7870542b51a8b99e1fc2e1bd70b40e,46,14,structurally_nonexact
treated,treated:72df01fd51869fb7d61fcb1b08279357683665f4820f46cf1e8d39f0c51a10d2,56f0f4ba28d43dec2554716f5768a7d8,6419a90904ce1f4a24bb18e46a8b0114b3e9d26bff51eae97fd8c4da76ae219e,72df01fd51869fb7d61fcb1b08279357683665f4820f46cf1e8d39f0c51a10d2,39,8,structurally_nonexact
treated,treated:af80c96b67bac694871e2ee137e34474eae51f20da705dd91c1c7e4f81d8a239,0775ab92a8696370925528761743c8c8,35dd89684f5303303e37a0ae79513e8819a5c29812719a543c8da0623a0af3d6,af80c96b67bac694871e2ee137e34474eae51f20da705dd91c1c7e4f81d8a239,96,9,canonical_event_exact
treated,treated:d028afe54ee02ea9f16784ccfa6fc2aef5c4052aa9989bbff9f54b91fdeccf75,1263a863cd06ef80d54b5fb21061b803,17cdb062bc06f278928845fd93de050135af98fb286b45000fb4ce19a63d1b1d,d028afe54ee02ea9f16784ccfa6fc2aef5c4052aa9989bbff9f54b91fdeccf75,88,11,structurally_nonexact
treated,treated:50736ba4afca3efae5d447165294e05f40f2ecfd4c8d701e94a6f160688b7371,2d614eb9f23483e269207ff8918902a8,4202584d96c85f00ae03d86aa54426951c2c6a6ebae40ecb89af386b5d934886,50736ba4afca3efae5d447165294e05f40f2ecfd4c8d701e94a6f160688b7371,21,3,structurally_nonexact
treated,treated:64eed8ee7d9de87c21539bac85f4c220a8fa9712140e3f197c2eca5bf250b365,898b8fb8f6dc28754f3a8c8a08db6f9a,01b3e96844411305989389a7125334c8d68d4d7d033e3a5b5fe176cebbbc4194,64eed8ee7d9de87c21539bac85f4c220a8fa9712140e3f197c2eca5bf250b365,76,1,structurally_nonexact
treated,treated:858553f3e83296f334d9fbdddcef5a84d9be43bce884c883cf703073447b69c7,0dd1cf706e435a0eb73849d4fc9545dc,20af89e625139caa575deee62f12e8b63338bb9fdca776d10a64695be76d46b5,858553f3e83296f334d9fbdddcef5a84d9be43bce884c883cf703073447b69c7,45,1,structurally_nonexact
treated,treated:8ed9eeb073270d68232ce12bcb09db4b30d7a0a1f785abfde5b0f843f71493fd,b4d6faaf9045e33465362fa527edb093,7a5da06b1220f5ac76b8bd13d7157d9e5b0707aab2272d2f83925238099567cc,8ed9eeb073270d68232ce12bcb09db4b30d7a0a1f785abfde5b0f843f71493fd,63,13,structurally_nonexact
treated,treated:d77e7d504aa1f336a671cad2962d71beae861b5be90fead008ad9b5aa5d430d5,d771005d0c3546bb08872cc0e807e819,00172769a15e4626b358b85eb23dac2f519aab40ce750a26ecd4464d02441e94,d77e7d504aa1f336a671cad2962d71beae861b5be90fead008ad9b5aa5d430d5,83,9,structurally_nonexact
treated,treated:f3a1fc268cb37f3186221532477ff5732ba50ba0d475577bbe4da327c6169645,8802b14bf446e133c709f4834f0b2103,072a5212313049a996f5f6b1902d77b53e187b817c440cee4e20e83a975aecb0,f3a1fc268cb37f3186221532477ff5732ba50ba0d475577bbe4da327c6169645,17,5,structurally_nonexact
treated,treated:236aec5a6209466c2f70ed48d2b5a17fb66a34be40ed444a3218642013fdfcc0,679f2638775256da00b8568135cc44be,25783f90a696f00d276ab02a11845ed1d0f108178777528d760dd08bf3229ffd,236aec5a6209466c2f70ed48d2b5a17fb66a34be40ed444a3218642013fdfcc0,109,23,structurally_nonexact
treated,treated:01f842cb9712f8a080fede99079022752a4fd370fe30490be165ccbf5c3d02bf,40114f00606830e2c3f0da5e2767deec,3a0086735381609750e1eb3f531841d806851cc3bb22b273daa470d6a934c546,01f842cb9712f8a080fede99079022752a4fd370fe30490be165ccbf5c3d02bf,54,6,structurally_nonexact
treated,treated:9070dd7721a144a4c4337c3dc5e31df424489a0b76ebb254aa3380e42670c614,ded8d95e9c0073adbff668d2999c6e91,dc47fb60b2734a58fedefb14265015b21ffd2772d195f927459e4881c0e52068,9070dd7721a144a4c4337c3dc5e31df424489a0b76ebb254aa3380e42670c614,124,14,structurally_nonexact
treated,treated:7671e3ff2ac4524dc6a9b9912b6861564301e47e30ea4c312fe9b762eb576151,93baba33e96c5f6f702fa16d3db65f35,4887f5a69e2104e60f438c1361c3098050e86c30f96d2b0418f8036e046dfa2c,7671e3ff2ac4524dc6a9b9912b6861564301e47e30ea4c312fe9b762eb576151,150,12,canonical_event_exact
treated,treated:e48a5a16bc1fab01a2f4717e3fe1f1c935f08477a03ac4838e8353e959115443,67551a9c37c6fe61c3daa3b1c8b73d64,2f9ee15d05efdce3c0935f67a4d28703a8e9ab11dd546db47321ff10845211da,e48a5a16bc1fab01a2f4717e3fe1f1c935f08477a03ac4838e8353e959115443,158,23,structurally_nonexact
treated,treated:9337c3f1927a543a7ca7947d5613305c27142ddc2bb6800fe532eda55126e713,681efc0ee7e41714c359c7a123d98396,068b0006b567ff6c37ae92920ae3ca1d80e8b794714280c9f85327940ac01ba1,9337c3f1927a543a7ca7947d5613305c27142ddc2bb6800fe532eda55126e713,112,26,structurally_nonexact
treated,treated:fa428c094715701545c06901e4ac98cefef6c17eaa41a5539c9bfd112a74fa07,affbacddc795ea294eaebb9daf3d37db,5db84852ded6665c31ade4704636d356064c4f9d5265c61ee6b54fd11e4469f5,fa428c094715701545c06901e4ac98cefef6c17eaa41a5539c9bfd112a74fa07,310,26,structurally_nonexact
treated,treated:804b36b05ed2b38e6e1580fb7e03d86a18aa140686b36d02ec7ac9f4cbb999b1,3556a5eb0a8ef6171a907614d03a8a80,0830e0ea9c3f0638d9a5d18c80834872157822c7453290181c35f90e000557ad,804b36b05ed2b38e6e1580fb7e03d86a18aa140686b36d02ec7ac9f4cbb999b1,175,12,structurally_nonexact
treated,treated:5d1069dd174ee46ac665d340357ca53a0342bfbd4fea65135048de6ab3c285c2,76b8e1663a99fed195f5f110c3fa2363,8170434f30e915826858d806c4d4652f3c17a58496ade9e3b73e9e0e3e163c85,5d1069dd174ee46ac665d340357ca53a0342bfbd4fea65135048de6ab3c285c2,180,23,structurally_nonexact
treated,treated:6e2e607b52ee3a1fb075b8cbfafc52a43ea52d3c50a40092566f246425793305,8d773d62404c258fa69b5aba5cf719a2,201b7760b1024077257f712c589b28c5c10011ae2f2d75f1ab4b5b264f199af3,6e2e607b52ee3a1fb075b8cbfafc52a43ea52d3c50a40092566f246425793305,64,16,structurally_nonexact
treated,treated:30f0d98f967d959af63b073307500629635051e8760bf19f5ce7e3e942efd6e4,67b7b023580754ebeb42baa877f36277,26bd8823e7e24da39e07107805ec401230eca503d637ef555901c8fe92aa3712,30f0d98f967d959af63b073307500629635051e8760bf19f5ce7e3e942efd6e4,93,41,structurally_nonexact
treated,treated:bde9b3af1aaee5fdac30ddccb617383526c2399a4dbe53ba932124d65e8af549,06aa56a2a776e3ff49c32961898e9630,4ff7080e9a053cbaa0c6cdd71ccb35370951e8768f28e060ac298f48a6aab881,bde9b3af1aaee5fdac30ddccb617383526c2399a4dbe53ba932124d65e8af549,189,1,structurally_nonexact
treated,treated:f558368b4af30e27eab2fc171669043c2441ce898f17e9b89dfe425ede2e2a3e,9b2f1593ce0f7ff1da8d4e1fa8ad34d3,52602ab038d1da71c09b0b3845fd2d95ce395b6bf43ada0d0fb20b8749acd256,f558368b4af30e27eab2fc171669043c2441ce898f17e9b89dfe425ede2e2a3e,89,6,structurally_nonexact
treated,treated:e1c6dd3d2817b0404dea1d80cb10a59df9d09ea53326cbad4935d1d3c467f6bf,74ff74a2ecc66c4dbbab01d18bb005c5,74072372da4de09aba8f576fff4fababe36d636a29c72cf1d2de7a577f084348,e1c6dd3d2817b0404dea1d80cb10a59df9d09ea53326cbad4935d1d3c467f6bf,69,9,structurally_nonexact
treated,treated:8e31ab10ae50bfcf8f8785865fb3fa9d384894de7cc377abda1ee55c3bf651f4,ac27562c768031294cf36270dbdf6c8a,41c83a43957e178801db4d5db9e9274fc6e41d81393bc1cb50159effc86e4d87,8e31ab10ae50bfcf8f8785865fb3fa9d384894de7cc377abda1ee55c3bf651f4,33,5,structurally_nonexact
treated,treated:fa0b1eed9164c6320d5933030c9123d45f20f2a4ba717eb7d1d914deca3eea3b,23a1b64eb20ba3d5e33305360b7c869b,55b2fd54497fc288e597bdb933e36bd16d0ccee306aff9c512846ea15ea5ebb1,fa0b1eed9164c6320d5933030c9123d45f20f2a4ba717eb7d1d914deca3eea3b,75,10,structurally_nonexact
treated,treated:e92052b775183b8d482bcc470c40305e5c9be771a94ba15e17dceb8914bce953,77a1430bdf52a327e717167a1cadb235,5a882903d1f20e9458614f40245f5efd424c0e9d8a86db1b5442dbf300d15ef2,e92052b775183b8d482bcc470c40305e5c9be771a94ba15e17dceb8914bce953,70,15,structurally_nonexact
treated,treated:aea0c5e4cb592d173efa5a85ca3899cd201e954923867ab53d5309027097c9d2,92166753660fcd621b719ac0884f07b0,1f2efc0d5f93f1acff2e04b44fb242ddedd9b54fc7a7fae4eddb251b7f0ca30d,aea0c5e4cb592d173efa5a85ca3899cd201e954923867ab53d5309027097c9d2,121,12,structurally_nonexact
treated,treated:5e9a2ee057c6f01b08dda6a99586b00d8c6c892c26b22503aeaf7d683a5b2aed,a5bb10af05031a67d03c8336b5d415da,34e8c846526d7b2869e1dcff2419e3706f2c14c14b320b3e2d24dd23e71c878b,5e9a2ee057c6f01b08dda6a99586b00d8c6c892c26b22503aeaf7d683a5b2aed,124,1,structurally_nonexact
treated,treated:7b05d323b45f2bfc0777fb558c55b2fd7ae10100e145827ca2eba84fe471e992,7562e2118300c0626f85c2e4aee62e5b,3f0adc8cb37bdf082da63678e89092f34f3f0c096013b55a91a2cbfc7eceec97,7b05d323b45f2bfc0777fb558c55b2fd7ae10100e145827ca2eba84fe471e992,46,12,structurally_nonexact
treated,treated:e02cb7e8dd51cae906a51eae9b7d809564d7f748eecf79d971f4a25cfcad6e4d,6f5454c9609649a43879e3f70a14c8b6,8dc7bf2b1fbe4e79118b8ed9c60913f20bd90ae16c960fb6471282b952c6fa56,e02cb7e8dd51cae906a51eae9b7d809564d7f748eecf79d971f4a25cfcad6e4d,83,7,structurally_nonexact
treated,treated:fbdb731b38873b995ca18dfd3000a2d9977df47b37237a4f860467ea878240b7,7e4982a94d9fd1ef91004050de2e9748,2e653d65dd9f591d1e35cf1973feff73659b76cb6d444345008fc9715135751c,fbdb731b38873b995ca18dfd3000a2d9977df47b37237a4f860467ea878240b7,103,1,structurally_nonexact
treated,treated:2cc925953d71a6d8f395e1414db08d38d37e5c82f4e12f80b1e9ca2261c13180,42e80df40a97133527bdee5d5225a200,461fee6f1c157395ed88ec3153d58a391e1f4273f13db885c36488af0ff8998a,2cc925953d71a6d8f395e1414db08d38d37e5c82f4e12f80b1e9ca2261c13180,87,9,structurally_nonexact
treated,treated:9f54d8ee6fcb78ea4ffe23d98a8f26228f50127ed0fd0af91b7f3c67884251fb,607e60e48cf920f198c66096fb4afa91,5e615e637b44cbea4b27d40bc3df00c7afe16b7d119574c2926eee18230a4afe,9f54d8ee6fcb78ea4ffe23d98a8f26228f50127ed0fd0af91b7f3c67884251fb,70,1,structurally_nonexact
treated,treated:fd4f07d115ce303885fc9e5670f3f499efac51ea48f062c4cf69300a44c89aad,6a907abcfb243de54f0e6f8d02e98b31,07124de7d2aa39148c0831ab6a7a96aaa28bacf15a328bb35936a2cdf48e2d62,fd4f07d115ce303885fc9e5670f3f499efac51ea48f062c4cf69300a44c89aad,19,1,structurally_nonexact
treated,treated:1357ea9a1040a4b4085ee17c87e3908e240b8242447b5014b3f1ee75f3998bd0,c7a44e9fdab7755524df322e2ef91dcb,3b371e5d78520fcadf5a6b47a6a80153c0f2d85148e08a6715885ab2ef930110,1357ea9a1040a4b4085ee17c87e3908e240b8242447b5014b3f1ee75f3998bd0,129,2,structurally_nonexact
treated,treated:2384b6ccdf19829600903c6125fa0ceb71d16bc9b61e2d0231f8361c9da8ea89,dca145bffdb2d6718776db7f43542325,b1edc8d44cc5cb37bfdb081177c98a0642ccd2913dfed51a2180fb6e4ab77188,2384b6ccdf19829600903c6125fa0ceb71d16bc9b61e2d0231f8361c9da8ea89,83,10,structurally_nonexact
treated,treated:bd1247b45419400f97eece56f684ff0f5bd10e45d606787a00cad79151cb1e58,2fdc7437ac8f0bb1978a324632bc4aa3,593488bbff3da55bd133c12e51463008523a117150d0eef1dbbcd9a0b2960b2b,bd1247b45419400f97eece56f684ff0f5bd10e45d606787a00cad79151cb1e58,93,17,structurally_nonexact
treated,treated:98cbf55df4be33e39fc7da772ee6dcf19cd4e98fe2f656a20f25125a98361987,b16089783149cd5ee7e1acc8b4b54c42,b8ae9e1c6e4c385738c0b2b00c01b08791947cd726319e2b80a2b02f7b3d9113,98cbf55df4be33e39fc7da772ee6dcf19cd4e98fe2f656a20f25125a98361987,196,1,structurally_nonexact
treated,treated:c29be418a6a3ee010bab403bd1aa35e8ccce534ff537e21bc8af7ea9801332f3,5d46426d3c5d632a958e40aa5fc06184,712379fa10abf76f4caf7c8112d8090e2b670ab680abccb7c24da5bb5e1c53a0,c29be418a6a3ee010bab403bd1aa35e8ccce534ff537e21bc8af7ea9801332f3,55,17,structurally_nonexact
treated,treated:3c26dcede2a40445966314dc2084b16e942fc1f68951b73734d399f04b565027,4ec389205dfa73817c24c70a1a603e93,0576dd2c581991b13a9e9e2e41091f01e68ade4cda68c5521394d1e498fe5aa8,3c26dcede2a40445966314dc2084b16e942fc1f68951b73734d399f04b565027,52,1,structurally_nonexact
treated,treated:7ea995b095017e43fabe199f14959c43b173a50515ede32c6b958f6bb78e0616,521fa520498ef8bccbb4086b856f233e,2e2fffc5345fc6243ab4646ae9c14a0acc0516f8966418ae6c0a5e73e75e8102,7ea995b095017e43fabe199f14959c43b173a50515ede32c6b958f6bb78e0616,81,1,structurally_nonexact
treated,treated:aa2d890d7cf196c8f4431e74be13d4a4ed14283d0bdd65a4340a963bc1156f5b,92f258cf435d0b5d6cfaa530f57dd8f9,b9920f54423da376cbcb295b7b64b30a8b751056e53b27f5dccea7a733e8adc6,aa2d890d7cf196c8f4431e74be13d4a4ed14283d0bdd65a4340a963bc1156f5b,246,1,structurally_nonexact
treated,treated:95530f7bad51c881fbaccddd0fd02f311879522f75b829d0e59ad6639f6ffee3,4590d9ca71a8475d29761b541c3bf8d9,97b967bae9d0699d2549ddffc269c002a10e8d20696e8cefa0a2bda7531fefff,95530f7bad51c881fbaccddd0fd02f311879522f75b829d0e59ad6639f6ffee3,91,10,structurally_nonexact
treated,treated:a89ff9071ea08ec791408479837cdbc4aa7f701dceb9134003552b11aa5197f0,2a73f1674165a092b19aa518d2467338,22615243d421f42e11dfdbd977c34610e1658b48c4001fc2095983b75a52c9ed,a89ff9071ea08ec791408479837cdbc4aa7f701dceb9134003552b11aa5197f0,105,1,structurally_nonexact
treated,treated:017a270f101f2928a2877fc9d93c351f0470ad14d1916ad6b86aa84d4b39ddc9,340316c5dfe87b620eb66545bbbc0f8b,6a21fafdcb13db6e9202c81a30bf44cc3b28564656ad20de94eca342fa1dfdfc,017a270f101f2928a2877fc9d93c351f0470ad14d1916ad6b86aa84d4b39ddc9,89,7,structurally_nonexact
treated,treated:26349d65cef404e37a324dece36750c6898c4b06f359a399922a5824b31880b7,e2894306238f9e6934596a232cd45290,1f77d1d4cd5ba36527a86eb13bdbe79959f966cac8fd2caf280df2ea2e205f7f,26349d65cef404e37a324dece36750c6898c4b06f359a399922a5824b31880b7,99,18,structurally_nonexact
treated,treated:2b3ccdcf4f13c152c6c2dbbe841c1f72186bd9b61a25e415ea9a4aeed390cecb,d06a3874e74fc91c8aaec429cca0b753,999a335bafec3433e79e67adc97c89543b000b3e58287f0a03d7cb6d18dbe63e,2b3ccdcf4f13c152c6c2dbbe841c1f72186bd9b61a25e415ea9a4aeed390cecb,219,19,structurally_nonexact
treated,treated:f3b1c8080892e933b587adf15b8fc2e0c8d70ec791c93c71ad549b783f2025a2,7386d91917998a1910394d9e23a76b12,13eb5e763764dbae6f6424eaee448eca60be3803c959ce394e092cc6c5d5bcef,f3b1c8080892e933b587adf15b8fc2e0c8d70ec791c93c71ad549b783f2025a2,124,1,structurally_nonexact
treated,treated:d386aff23a904a462e70e06b6c62637e3b63cf4435da4729331ea5a0ef416813,25bf0f1ee10db1d5c70bd41cbfcb5d9a,4cff3b00966964c8b1e7936afaba05cc1b212ce1efcbb9290bd994fc93c2e173,d386aff23a904a462e70e06b6c62637e3b63cf4435da4729331ea5a0ef416813,387,8,structurally_nonexact
treated,treated:010dcbe8bf554c1ec3d2fce0de60e1f061c671b254513f4a68215baa5beb7174,7435270d9d3fe6ec927c88ed9da44765,4b16172301de04c47e513ed46c043f6f8d08df6dcd119cd76e69165c6cfc4439,010dcbe8bf554c1ec3d2fce0de60e1f061c671b254513f4a68215baa5beb7174,57,16,structurally_nonexact
treated,treated:52821d5fb017c6069aa7f1940ae4c4249beea7c7a1be4605dbfb868be0064a04,d266798f4c494d0ec9c6bb70196ab9fe,10fa08603ffd5f857a76ff65c0f800392584daf44b8779c77a45d75ae682d9c6,52821d5fb017c6069aa7f1940ae4c4249beea7c7a1be4605dbfb868be0064a04,67,26,structurally_nonexact
treated,treated:938df85bb838103a942cdf8c1b62a9933593ba1507febb836905d3022740ddec,6a067af03b9a79a2aef57d27ba101d62,40b4120b891de292cb0db85c38849f961314428a1b629a5aa5f82bef2880cf81,938df85bb838103a942cdf8c1b62a9933593ba1507febb836905d3022740ddec,26,6,structurally_nonexact
treated,treated:5f0da363de5869f37a6555b0cda428b6af2c24eed6b5b5251a10f7fc27a098c1,a3dfc229f243095db6826e45b6265ff8,2e54bb3dc9d0c44be684fca93d4311aa06c0d37efc841afc9daa79cf675f9958,5f0da363de5869f37a6555b0cda428b6af2c24eed6b5b5251a10f7fc27a098c1,59,19,structurally_nonexact
treated,treated:43715b51a8c3693f2e33b9020f55805ae005f6a902af70264726141e42ef7ac9,fbed4ad29028af558aa16c9bced3ee6d,734c13ea6e637463d6f948903cb6c6120b29cda014a1ec5d7d3153a7c42f0118,43715b51a8c3693f2e33b9020f55805ae005f6a902af70264726141e42ef7ac9,70,20,structurally_nonexact
treated,treated:bd22dc8cb233e5101371756516c555b093fa03d1fc0d40d92135a946ed86eb79,3f9009b70f10bf4eee35367b66f1468a,066579a97b6fb8d2bfb568b69c164da75f7445d43fa9124f3bd5d612ad59e64e,bd22dc8cb233e5101371756516c555b093fa03d1fc0d40d92135a946ed86eb79,102,1,structurally_nonexact
treated,treated:64bcafc35e94764ef1e6d9ec645629af3086b1fff29eceb9f29adaac87829765,45c1d72cc80a311d2d966064eebf3d95,5de496f1e247939154c4578ab94d59e7149c16cad805dce2452205eb50045b07,64bcafc35e94764ef1e6d9ec645629af3086b1fff29eceb9f29adaac87829765,106,1,structurally_nonexact
treated,treated:b13ecb2003fb39cfd2874bcfa33d8f5f90c1453153e2a35d24f6c484ad4b10ac,385239fd7a03062819d05a48650cbf89,528d0674a83143cf4ca531eb88892b94dfadd2e063fa15fc17bbcb646b98d52d,b13ecb2003fb39cfd2874bcfa33d8f5f90c1453153e2a35d24f6c484ad4b10ac,28,1,structurally_nonexact
treated,treated:51b83d0e9d94f7af490cbf775e424dd7dc59287bd981adb1d7c02f52d86e9895,ee032c0c37581d43e026cba219e2af75,7c1bbaee137a595aba63a5c8303af1f7e993bef44b55c6e0eb5fe11fef901c88,51b83d0e9d94f7af490cbf775e424dd7dc59287bd981adb1d7c02f52d86e9895,87,17,structurally_nonexact
treated,treated:018dbb20a14f36b41f9eb7a0f98a9bfb65989df649822696cf13391d590838ba,083d35e56977bee94a4a9a54bf40245e,4d2992bfb0d324a9c02bf7d38410d0ae30933e974d8e2912e8e56691da48f414,018dbb20a14f36b41f9eb7a0f98a9bfb65989df649822696cf13391d590838ba,127,1,canonical_event_exact
treated,treated:8df56d4695b87de5b4768e4e89c7f0efa12c65a61a382563dc5906a56766a0a3,4dc8d5c4a28c316c11bda8955069b2bb,0f6c92a84ac1f03c7d0b5dc381df0928560c808eea6605f0d2f9b6762118de21,8df56d4695b87de5b4768e4e89c7f0efa12c65a61a382563dc5906a56766a0a3,79,9,structurally_nonexact
treated,treated:8485e8e11adbf0b553058691f4bb140170c0360abbf5effba49b270de9089867,826d5801ea405c7c98e3184b606095ec,0ef1c8a1588a0bc01b65fa1ceb737e5be104628ef071381997fb2684cc565aa1,8485e8e11adbf0b553058691f4bb140170c0360abbf5effba49b270de9089867,117,29,structurally_nonexact
treated,treated:f940e58eaaacf99e1b2d0ebfdb8ddb3c7b2ee4d2905d5876327d931f5275ea83,e776a2010e3dca154cae93983bae562f,1c54bf4a8f7473e782a317d0fdb9bebdb94e3973beb8db99c26a41dea2387ead,f940e58eaaacf99e1b2d0ebfdb8ddb3c7b2ee4d2905d5876327d931f5275ea83,100,15,structurally_nonexact
treated,treated:5bce6379ba3d353c05125221faefebdf5414bb228dae09e1357a1325b9e80b68,6b4cb2e7158c4dc7236b46390eaff739,51edeb2ce8e44c3bfb94e4124e5d82f806d7ee48477a482d633c7209864290c8,5bce6379ba3d353c05125221faefebdf5414bb228dae09e1357a1325b9e80b68,92,17,structurally_nonexact
treated,treated:281ee65123a7b870af7f30e827a6ad8f08184cf5803c58adfdeda12b5951d8fd,1c0d759c0fc7c45cb9eec4417b3c0147,588cc53fb66f48f706964f065a750c83db048e2a2134179d2c94af8ee3372070,281ee65123a7b870af7f30e827a6ad8f08184cf5803c58adfdeda12b5951d8fd,81,11,structurally_nonexact
treated,treated:1eea4d28d3edae2fea5c5b84b779d7db438d64222632144892b3d6dd7c4a8d3b,8d55923997c49f30a1e34a78f6b9c50c,1419a2adb694ef082853e384fca89e50fd42d9293e25482202233ea55b460c77,1eea4d28d3edae2fea5c5b84b779d7db438d64222632144892b3d6dd7c4a8d3b,78,1,structurally_nonexact
treated,treated:659040279d72c7544b21d3cc34ec216b948da79d2fab4dafb36b1974ccbcc8ea,44436eb3bd802686017e293ad06469e4,0785b9b5426a837e6b3de13bb9ca5918628d7777e7d9d955da852c9314de65d2,659040279d72c7544b21d3cc34ec216b948da79d2fab4dafb36b1974ccbcc8ea,143,6,structurally_nonexact
treated,treated:627f34af01bb391ee32e2ab95f017982527a2f808a4153138bb65bd87e174474,2fedd382209e2597bb35b2e71da085b3,1f39b7d040202cd66d7852f682558a82c93d2b51368f701a0eb5336c90bb5152,627f34af01bb391ee32e2ab95f017982527a2f808a4153138bb65bd87e174474,164,1,structurally_nonexact
treated,treated:053f896e4f57d5dd99d8df3fd955474d03fee7a45f88831b85adbcb2274981ba,ca5a059e5dc85690a2f2a4d2a6fe88c2,0639bfed0c90305d1ee9da428a197a6c03562ecfa9c816bbf60c4b2229c75d64,053f896e4f57d5dd99d8df3fd955474d03fee7a45f88831b85adbcb2274981ba,79,8,structurally_nonexact
treated,treated:85b761fb601f92dad6ab35d5245eef78e856e6800d1568315d3668ee9e798e30,b5b8d29c055df56cd67e1289bd91c988,171e090845d93c63eda761e5e67bfc7131fd0ea09a8636c6de66e35876aefcb0,85b761fb601f92dad6ab35d5245eef78e856e6800d1568315d3668ee9e798e30,48,18,structurally_nonexact
treated,treated:f43dcc273ee9fb623e6b0aa65ec1e5c6f4ae25ae74fd6c4f84762c9327344361,b99a6ccc16a4639315dafdd02e4b9a21,33544f8763a229b8be4b7931e255204dae69215b89af784b5e9903ecce40caef,f43dcc273ee9fb623e6b0aa65ec1e5c6f4ae25ae74fd6c4f84762c9327344361,114,1,structurally_nonexact
treated,treated:cd76f4c6e1108833050a430b168b39feab96ed6b0b7bf428841886d0de5faf07,fbf567d39dc7c46b4988af4b4fbd42d2,8e072b94a591f9874597acb87b4cbfb72ebb546c9a6e077a898df57c4554fec5,cd76f4c6e1108833050a430b168b39feab96ed6b0b7bf428841886d0de5faf07,126,10,structurally_nonexact
