model,seed,condition,cohort,family_id,nll,token_count
transformer_s,0,clean,treated,family_f60bd4cc83d02add,0.8371460777238363,8558
transformer_s,0,clean,treated,family_39f58e2fd604c61e,1.053423285484314,61
transformer_s,0,clean,treated,family_101bf32d18499c7d,0.6339740935281867,1918
transformer_s,0,clean,treated,family_e97b637c75aac2b5,1.1758837699890137,156
transformer_s,0,clean,treated,family_e2c30beb0d4abeae,1.205774678162035,12995
transformer_s,0,clean,treated,family_581cf690b70ed77f,1.0163080051954703,3028
transformer_s,0,clean,treated,family_9ccd2f467361ebab,1.0935657340564695,1789
transformer_s,0,clean,treated,family_6342008bae187399,0.5366310997750581,8256
transformer_s,0,clean,treated,family_8661140073b6a2ab,0.9504141211509705,266
transformer_s,0,clean,treated,family_1a8ff9e18d3eabea,0.7159185354356412,1890
transformer_s,0,clean,treated,family_b324bd83d2be3825,0.8022249966722739,8479
transformer_s,0,clean,treated,family_23e85181dd747797,0.7663254800336115,725
transformer_s,0,clean,treated,family_b3ba3218de08f591,1.3652213780765494,9580
transformer_s,0,clean,treated,family_38ddaabf01adae92,0.5487296004756987,6949
transformer_s,0,clean,treated,family_5405158fe7a3977d,0.703198350232745,945
transformer_s,0,clean,treated,family_e4e4467ef74cc720,0.6616862416267395,336
transformer_s,0,clean,treated,family_4f1b63b3eef9f7d0,1.1271900542101956,1037
transformer_s,0,clean,treated,family_7a300c986fbfa9f2,0.8869234737993656,522
transformer_s,0,clean,treated,family_6f0024d47bda9a44,1.1291092266016851,463
transformer_s,0,clean,treated,family_746d1e0c3274827f,0.5287628347237104,1191
transformer_s,0,clean,treated,family_6a42731481dda124,0.9715109223369303,1084
transformer_s,0,clean,treated,family_0ecded087f80d73b,1.4976364513290166,15697
transformer_s,0,clean,treated,family_5facacfb4d33d062,0.7372640309019577,5721
transformer_s,0,clean,treated,family_5cc4efa05e4dc250,0.7719305753707886,251
transformer_s,0,clean,treated,family_4731a6d05dff34ce,1.1338437243152113,17077
transformer_s,0,clean,treated,family_c3ae851031cec2bb,0.988036439593038,5610
transformer_s,0,clean,treated,family_30fbd9977a220042,0.7761919318756552,48674
transformer_s,0,clean,treated,family_e3c89d0945320ec5,0.8379151135917724,508
transformer_s,0,clean,treated,family_f99e7467cfd91d72,1.2341630865523887,639
transformer_s,0,clean,treated,family_0a0ff01b239a934a,1.074458946657673,3294
transformer_s,0,clean,treated,family_5ebcadebe538bd59,0.5722759366035461,166
transformer_s,0,clean,treated,family_2fe71bb032cb85fe,0.6274947034261463,533
transformer_s,0,clean,treated,family_e0f7e5849dbe9388,0.8798670436891227,6626
transformer_s,0,clean,treated,family_c3abd4306e03adf2,0.9072829113626888,3859
transformer_s,0,clean,treated,family_83b27a32aa56f9dc,0.5046515168671122,1559
transformer_s,0,clean,treated,family_fa3341292470541d,1.1063255728349177,2535
transformer_s,0,clean,treated,family_15b8f6d235825863,0.6182204965692367,548
transformer_s,0,clean,treated,family_a95aeca85317a04d,0.8169661130277195,10236
transformer_s,0,clean,treated,family_3dffb074803c8f80,0.5356756595249688,7309
transformer_s,0,clean,treated,family_1cfa4116628ae42e,0.8650501701566908,1026
transformer_s,0,clean,treated,family_f53ae103dc0def58,1.008778086193929,1238
transformer_s,0,clean,treated,family_3db848c291e71542,0.5792062424279593,1287
transformer_s,0,clean,treated,family_76f3986b08ecfc19,0.9334963994454712,3583
transformer_s,0,clean,treated,family_121eefce620403f7,0.7737297733739048,13214
transformer_s,0,clean,treated,family_8aff46e64d1c8360,1.0924194815667232,20977
transformer_s,0,clean,treated,family_debbecc1e7f77f3e,0.8264324572268326,4952
transformer_s,0,clean,treated,family_f19aa9a5e722eb61,0.4867272772033138,1779
transformer_s,0,clean,treated,family_d0b38ee50d018148,0.9441727272406754,1815
transformer_s,0,clean,treated,family_aad2d66dec95dc7a,0.6315616028074132,1036
transformer_s,0,clean,treated,family_59add5a121b9a616,0.7400863274704986,985
transformer_s,0,clean,treated,family_c2d4ffa1539bdafe,1.1034413154737872,12091
transformer_s,0,clean,treated,family_58a5b18cf3751bf1,0.7437764123893547,1157
transformer_s,0,clean,treated,family_8f08581ca21b6c6f,0.6009330572939965,638
transformer_s,0,clean,treated,family_5d6a15b20dff7233,0.6884534302157391,5203
transformer_s,0,clean,treated,family_eacebc389812585f,0.48358191177248955,1312
transformer_s,0,clean,treated,family_3bd7e5ca43f02666,0.47052089653419377,578
transformer_s,0,clean,treated,family_da2cbb03fa208ffc,0.6440414149185707,377
transformer_s,0,clean,treated,family_5fe0b889b5279fed,0.6516164231656086,15281
transformer_s,0,clean,treated,family_58c32a6b58cc329f,0.5767101167903399,654
transformer_s,0,clean,treated,family_d4c8efafc098f593,1.0908737557941508,4931
transformer_s,0,clean,treated,family_853b6705e7d7e7a9,0.7213357074275019,6166
transformer_s,0,clean,treated,family_7c104874587dddcc,1.046355797788451,1558
transformer_s,0,clean,treated,family_2eec85a0fe915e64,1.1967175839769788,3893
transformer_s,0,clean,treated,family_08157e0ead630e5c,0.7982487009792794,1189
transformer_s,0,clean,treated,family_67cf34a836b9cd6c,1.3540891827391024,12275
transformer_s,0,clean,treated,family_a03ac5414952d229,0.9418487794687936,3188
transformer_s,0,clean,treated,family_4da27be0a15493fc,1.2931096685635037,5109
transformer_s,0,clean,control,family_8353c8bc6b1abe91,1.6719411611557007,86
transformer_s,0,clean,control,family_a21b0655ee8718e3,0.7778422236442566,281
transformer_s,0,clean,control,family_828011733ff46fcc,1.0019846444714804,1492
transformer_s,0,clean,control,family_c352cf53fe360f50,0.9671720337608586,92
transformer_s,0,clean,control,family_581b417d448220ce,0.9542792042096456,543
transformer_s,0,clean,control,family_c5e7a2f4ebdc9ce7,0.7322582700191939,4997
transformer_s,0,clean,control,family_942d0bbb1f3057b7,1.2643525687167183,23970
transformer_s,0,clean,control,family_e8f2414f825f028e,1.295269108391198,1957
transformer_s,0,clean,control,family_d9eece89cdccb42e,1.3108105244203465,24928
transformer_s,0,clean,control,family_159334980be342ce,1.1323576221194014,2226
transformer_s,0,clean,control,family_5cc3056db91c371f,0.6447648023075353,9706
transformer_s,0,clean,control,family_cac05bc962cb19ae,1.0927654807887028,14644
transformer_s,0,clean,control,family_91b28d898f74de65,1.085684720304811,794
transformer_s,0,clean,control,family_0ed7b687c2bbe731,0.7551210840419432,2249
transformer_s,0,clean,control,family_c09c42656e829799,0.6417405221015502,2076
transformer_s,0,clean,control,family_5029829bbea32071,0.7120554808633668,8400
transformer_s,0,clean,control,family_b524f58169d7a062,0.7397236195296264,2361
transformer_s,0,clean,control,family_e449d968e1ca6e62,0.6418540279717855,20104
transformer_s,0,clean,control,family_f176b8796acaf1a3,0.9998278077211223,3217
transformer_s,0,clean,control,family_2aacce96c1e48e02,1.5506160915066873,13053
transformer_s,0,clean,control,family_95e00157e6b24668,0.5229044365965076,22913
transformer_s,0,clean,control,family_c83ce9a767947dac,1.2825530680887243,11280
transformer_s,0,clean,control,family_c00a93f90020b6fe,1.4194901549181052,18996
transformer_s,0,clean,control,family_4388b443af85145b,0.8980563282966614,226
transformer_s,0,clean,control,family_090556d6964926b6,0.6301573645549865,5102
transformer_s,0,clean,control,family_517a76fa41613984,0.6934613858684973,997
transformer_s,0,clean,control,family_d5117873cfa5f4e7,0.9804642200469971,331
transformer_s,0,clean,control,family_5c4b107ad8b67511,0.7036698837319942,5289
transformer_s,0,clean,control,family_6b39589c59910bc9,0.654818454355789,2157
transformer_s,0,clean,control,family_09e71dae304bced8,1.1312700510025024,557
transformer_s,0,clean,control,family_7ab40688290292cb,0.6916008277334204,7005
transformer_s,0,clean,control,family_c9287c1de390bb4b,0.7528390555955562,3615
transformer_s,0,clean,control,family_b82550e1d139176a,0.5266617547348247,3531
transformer_s,0,clean,control,family_5ead6639536180b8,1.0954354964638482,4469
transformer_s,0,clean,control,family_c200a4f65bbc5209,0.3655427275308357,3148
transformer_s,0,clean,control,family_104496edebed4f61,0.7781120603559596,6866
transformer_s,0,clean,control,family_843833735eeb7063,1.1238913512707587,4592
transformer_s,0,clean,control,family_9c25f8a3328ce8da,0.6581618056652394,940
transformer_s,0,clean,control,family_8adb1a64e2eed3ab,0.9273690700238505,11819
transformer_s,0,clean,control,family_1f464d80218f494a,0.9994553474236432,638
transformer_s,0,clean,control,family_cb2f86c88344d124,0.8076269314511374,1566
transformer_s,0,clean,control,family_7d2361899b55eee8,1.2200318865553603,2465
transformer_s,0,clean,control,family_056399865754201e,0.8754852282571363,2886
transformer_s,0,clean,control,family_048732487ed12eba,1.1839920234756096,7537
transformer_s,0,clean,control,family_1d8665cf98427374,0.7105411291122437,266
transformer_s,0,clean,control,family_7b7a14e1daaa4e52,0.7870105501064404,8124
transformer_s,0,clean,control,family_ace63736575276fd,0.5574638461223757,1980
transformer_s,0,clean,control,family_471c422daeefac7a,0.9556583762168884,381
transformer_s,0,clean,control,family_484de8ba061636e2,1.0025944387700056,2354
transformer_s,0,clean,control,family_a8edfe7c17d49498,0.4210778811079933,748
transformer_s,0,clean,control,family_fc41e434d5d7e595,1.0482499145180566,3704
transformer_s,0,clean,control,family_309d1ff512e1e9a9,0.5335980456599434,1439
transformer_s,0,clean,control,family_d16673229b6e8db9,0.8752411462925536,10437
transformer_s,0,clean,control,family_9e8b2eb6ec3ec445,0.8299658913262852,1146
transformer_s,0,clean,control,family_50f05ec6e42283bd,0.8275445747066499,11034
transformer_s,0,clean,control,family_341df9602a2ccf1e,0.9665379843826908,373
transformer_s,0,clean,control,family_352e44896c06757b,0.9064392832396742,6341
transformer_s,0,clean,control,family_0b0978005887e1a2,0.5090367150394571,407
transformer_s,0,clean,control,family_e0804d88b4e3c086,1.082571316029313,9756
transformer_s,0,clean,control,family_7136d870073b72bf,1.361379851921051,5497
transformer_s,0,clean,control,family_90e53f43974a85ff,0.9894844338498635,4898
transformer_s,0,clean,control,family_ba0bab377b74f9bc,0.351084413747451,8758
transformer_s,0,clean,control,family_dd7fe974853169e3,0.815717756730591,3385
transformer_s,0,clean,control,family_89e820583b7bf692,0.8205016814024552,14375
transformer_s,0,clean,control,family_c3c5b7b46ed5cca4,0.6812995199549059,5387
transformer_s,0,clean,control,family_13478cc2fa596f00,1.0991242808413644,2595
transformer_s,0,clean,control,family_4b791b52cdbf0c94,0.8182595018560768,2122
transformer_s,0,clean,control,family_24beda513cb73140,1.1636018418590688,1554
transformer_s,0,clean,control,family_bd2e09f5164640ac,1.0086347653408243,2574
transformer_s,0,clean,control,family_d90c907b60f5db7e,1.1904827440631987,14722
transformer_s,0,clean,control,family_0a1d834f1fc5ec9d,1.1781244277954102,608
transformer_s,0,clean,control,family_bd36f067059fa430,1.0484694843338456,619
transformer_s,0,clean,control,family_9d3263359149060b,0.8624779979330497,10380
transformer_s,0,clean,control,family_701911482f478840,0.8785934448242188,96
transformer_s,0,clean,control,family_a69d52c7adca6131,0.3982024911788214,1297
transformer_s,0,clean,control,family_0907d69883a983d5,1.0872930666486988,911
transformer_s,0,clean,control,family_6aa82ca2608dc1b1,0.8440000685811043,10000
transformer_s,0,clean,control,family_0b7d7d5455b615a1,0.6515804500321248,7247
transformer_s,0,clean,control,family_6ff7124bfcd14a0c,0.5011772451945293,810
transformer_s,0,clean,control,family_b8051512c4e658bb,1.0966538068159182,2128
transformer_s,0,clean,control,family_419159423badc2ef,0.8483440047418127,1907
transformer_s,0,clean,control,family_330ff47988f3581a,0.9354240535148548,7116
transformer_s,0,clean,control,family_c2708c9ff73ceb82,0.7340179106056165,6921
transformer_s,0,clean,control,family_ddb1afd90e017414,0.9903800611420231,4344
transformer_s,0,clean,control,family_354a6fa9839f5265,0.807583122882444,4446
transformer_s,0,clean,control,family_25637fe768f1ed97,0.42126885460012237,1647
transformer_s,0,clean,control,family_c8d9a7933734de14,0.8758827579251334,1815
transformer_s,0,clean,control,family_5dfcdbc50b497fa3,0.7604298703759962,12979
transformer_s,0,clean,control,family_cb79ab953eb3a23e,1.1949992749430964,2723
transformer_s,0,clean,control,family_4cbe524347d5770f,0.745167822286021,4096
transformer_s,0,clean,control,family_584bf061d2625f25,0.6729148553478912,4361
transformer_s,0,clean,control,family_56890c17b9133ef4,0.6885438561439514,251
transformer_s,0,clean,control,family_205aeeeda178f7ca,0.3109482522912775,2640
transformer_s,0,clean,control,family_3179470752a6d838,1.5951402187347412,56
transformer_s,0,clean,control,family_7659084f070baf14,0.945262019365894,7232
transformer_s,0,clean,control,family_2210ee0a2c3ccbc9,1.1987710069168773,16261
transformer_s,0,clean,control,family_d20f6f896d965906,0.6198179836144629,7863
transformer_s,0,clean,control,family_9ba17784e54ec105,1.0265115614046103,1228
transformer_s,0,clean,control,family_28cc6a5379f62efc,0.7804139165204967,2684
transformer_s,0,clean,control,family_cd85f816dfda97e0,1.2349759553444133,3596
transformer_s,0,clean,control,family_6c5d60bd118ca08d,0.45528440535121084,23809
transformer_s,0,clean,control,family_a6b3f3bba1c3ea38,0.7790649406520482,9452
transformer_s,0,clean,control,family_46ccb6e3625b0d26,0.9733657429565736,995
transformer_s,0,clean,control,family_b6c76ee6e1fbdad4,0.5121967889462168,13925
transformer_s,0,clean,control,family_eb5f13fb7b1698a7,1.0423368921021954,8836
transformer_s,0,clean,control,family_0928b40aaefe1e43,0.6819373836620248,417
transformer_s,0,clean,control,family_e8cb312f6947fae2,1.703822374343872,51
transformer_s,0,clean,control,family_50833a4ebce7122c,1.0792541373511513,3890
transformer_s,0,clean,control,family_e52a55fe95cda992,1.3058035373687744,216
transformer_s,0,clean,control,family_65e575b20c174fd7,1.6446671725312756,17522
transformer_s,0,clean,control,family_c4cc5f62a0ab31c3,0.7765119758350696,9258
transformer_s,0,clean,control,family_a6fc375b5cc488f5,1.25487361785194,6370
transformer_s,0,clean,control,family_6d128cd3979417a4,0.11266000249464139,1157
transformer_s,0,clean,control,family_01bdfbf40b1dfff5,0.38687954193086344,4638
transformer_s,0,clean,control,family_b55c602531d8b111,0.8309807001937007,7458
transformer_s,0,clean,control,family_150827bde0e3f90f,0.7814931839976644,11061
transformer_s,0,clean,control,family_41293800444fbe3e,0.7545205091971617,10400
transformer_s,0,clean,control,family_0ffae0bc1065eadf,1.4793551671017868,14488
transformer_s,0,clean,control,family_483585a89e5ae17f,0.3940043970110388,4656
transformer_s,0,clean,control,family_0c5e308d08929fa4,0.6155492962503726,815
transformer_s,0,clean,control,family_07575db7931c72ea,0.6037129163742065,391
transformer_s,0,clean,control,family_efb0835b02015240,0.9807767271995544,191
transformer_s,0,clean,control,family_94692368e418ed72,1.0090942161993575,3258
transformer_s,0,clean,control,family_46e2de939a29fd34,0.626900926941917,252
transformer_s,0,clean,control,family_39754d1db81a7bf4,0.7860632502840926,746
transformer_s,0,clean,control,family_b964a57ffbddf6a6,0.8818351116824714,3212
transformer_s,0,clean,control,family_71b144025f52e59c,1.5200959825320186,17312
transformer_s,0,clean,control,family_4bf6d11e259630c1,1.1558892875665123,1218
transformer_s,0,clean,control,family_a164057d15ea429a,1.1587102628707173,2677
transformer_s,0,clean,control,family_24dfe3f15bbe835d,1.1028785807294301,2414
transformer_s,0,clean,control,family_cb2cf90a481fb793,0.7798973615883159,588
transformer_s,0,clean,control,family_c874ed8859d535ca,0.5994957657906742,10358
transformer_s,0,clean,control,family_9d706bbe5906e6bc,0.8193469839331544,810
transformer_s,0,clean,control,family_bb5eaea47e3db521,0.7092889897275896,13562
transformer_s,0,clean,control,family_2e23a957596c94a1,0.7854403853905897,10960
transformer_s,0,clean,control,family_190ff6b8b86c31bd,1.088760152029521,1318
transformer_s,0,clean,control,family_1dbac5e5dc15225e,0.8449084159285466,22265
transformer_s,0,clean,control,family_d12ec1205e2b38f3,1.1762069233229486,10659
transformer_s,0,clean,control,family_fe64b9392ac59945,1.0770103612773843,939
transformer_s,0,clean,control,family_cb8273cf04ee6422,0.6198695827696415,593
transformer_s,0,clean,control,family_52fcc2a430ac1dfe,0.8411644384168095,10770
transformer_s,0,clean,control,family_d73cd491d1cc376e,1.1879473648477885,48634
transformer_s,0,clean,control,family_896e6058475d85c2,0.2517024949193001,402
transformer_s,0,clean,control,family_dc605f4c0311b69b,0.7692326903343201,271
transformer_s,0,clean,control,family_9d9014958e229b26,0.8493097424507141,418
transformer_s,0,clean,control,family_8cba6a895a1eda02,0.5931447227329802,3410
transformer_s,0,clean,control,family_f139578e4dab698a,0.5236588699847988,7782
transformer_s,0,clean,control,family_6d75ac5f58d11f18,0.5489428793841538,8966
transformer_s,0,clean,control,family_5990a7393b1bfc0a,0.6714325271039733,6494
transformer_s,0,clean,control,family_284fbbf34df3f7e8,1.0758665396943448,1854
transformer_s,0,clean,control,family_b49585225cf5c0d6,0.9492770991219662,857
transformer_s,0,clean,control,family_f5c26ed350b4ab73,0.6311210461780161,6393
transformer_s,0,clean,control,family_bfddaa9b983612cd,1.0752078429163396,8674
transformer_s,0,clean,control,family_d1efa3da7bf90eef,0.7690928779840469,2500
transformer_s,0,clean,control,family_e27845ea1d3c17f5,0.919490950658386,3281
transformer_s,0,clean,control,family_b7f94b3542a0da7d,0.8384820222854614,41
transformer_s,0,clean,control,family_73ee2da564c3d39b,0.6977404631308439,12830
transformer_s,0,clean,control,family_7b40d80764230547,0.7932421028308827,4101
transformer_s,0,clean,control,family_d14815f8add032f5,0.5110013522114991,9640
transformer_s,0,clean,control,family_998e2240a156ecdd,0.5662222905442094,9584
transformer_s,0,clean,control,family_38899c6e7a885c05,0.9629718661308289,186
transformer_s,0,clean,control,family_fcc0832c532eec68,0.7656573305947335,3903
transformer_s,0,clean,control,family_a6a06fcf0eb60a8c,0.6839187821021633,1181
transformer_s,0,clean,control,family_70cece08fb91854c,1.33525627575573,48390
transformer_s,0,clean,control,family_4b94b213c3d4fa08,0.9253136973020808,503
transformer_s,0,clean,control,family_0a7cb9ca8662c54b,0.8373643183769219,12892
transformer_s,0,clean,control,family_f38ebbcef90914e9,0.45564982295036316,356
transformer_s,0,clean,control,family_fc2ade3f73bf052f,1.0390118687690613,2004
transformer_s,0,clean,control,family_2e9be0de8753a286,0.8877185583114624,502
transformer_s,0,clean,control,family_b0b662377a329d27,0.7315217640624583,987
transformer_s,0,clean,control,family_28e240b156c54585,0.9466336965560913,356
transformer_s,0,clean,control,family_b285992ddbc1ba24,1.1176320101110022,12262
transformer_s,0,clean,control,family_941fe9b7f6e42836,1.3046838818655007,29811
transformer_s,0,clean,control,family_7e5d0f85c7938ae7,1.3810021662263836,1702
transformer_s,0,clean,control,family_ade1acf63d403dff,1.1548338063639842,2717
transformer_s,0,clean,control,family_eb75a33dade5cdeb,0.7509630079761924,6022
transformer_s,0,clean,control,family_236c05b0b6b045cb,0.8846956399374162,1618
transformer_s,0,clean,control,family_707a4103f358feb3,0.8212324873570725,669
transformer_s,0,clean,control,family_21b728ec668b432d,0.12897427380084991,96
transformer_s,0,clean,control,family_7df5e4cd2001efeb,0.6867571971582159,849
transformer_s,0,clean,control,family_5cdee57343206eb1,0.6867912281700157,8476
transformer_s,0,clean,control,family_fbb60f07539bf74a,0.8565857702981954,708
transformer_s,0,clean,control,family_52d508d06e660fb2,0.878082457610539,945
transformer_s,0,clean,control,family_24c49b2dbbea0ff6,0.8183185705605519,10036
transformer_s,0,clean,control,family_a3988b9597f6817f,0.6002049443837674,4073
transformer_s,0,clean,control,family_4a8fbe9c547e5ce4,1.2130652442360745,12548
transformer_s,0,clean,control,family_51048182ed7b4454,0.48226484656333923,216
transformer_s,0,clean,control,family_7224c63d7d5f2b96,0.5122818350791931,186
transformer_s,0,clean,control,family_643cfac776d5dea8,0.5382063984870911,181
transformer_s,0,clean,control,family_619fe82eb42ec462,0.32737351486651206,12040
transformer_s,0,clean,control,family_9b1625bc030f3790,1.0015550406790321,4835
transformer_s,0,clean,control,family_edc93bd478511702,0.6623801877642252,10375
transformer_s,0,clean,control,family_7acbab6855200014,0.9906154870986938,276
transformer_s,0,clean,control,family_db6f9992bb16df2a,0.7307850201021541,660
transformer_s,0,clean,control,family_b2aa288c70165e5f,0.8414760528087277,2812
transformer_s,0,clean,control,family_cc532019d574a61c,0.7489148085248564,6995
transformer_s,0,clean,control,family_b16072295921a493,0.9462048278844103,940
transformer_s,0,clean,control,family_b4b1c2ecb31b907a,0.6993598847285561,966
transformer_s,0,clean,control,family_0d4a945b85bbaaba,0.9614716127336814,15485
transformer_s,0,clean,control,family_97b8d4d98ee960bf,0.8851791984847561,3868
transformer_s,0,clean,control,family_f7a86802e4f557fd,0.566622297858586,3384
transformer_s,0,clean,control,family_e0c21fc7c10d2034,0.7263374002898028,3347
transformer_s,0,clean,control,family_d5bc4e01b0b8bac6,0.5971758922153543,4396
transformer_s,0,clean,control,family_57eac865a7f36b7c,0.6525305647194861,1754
transformer_s,0,clean,control,family_96a402e381d595c2,0.7922510945677359,1495
transformer_s,0,clean,control,family_0753f5ee1792042c,0.6536264645529317,910
transformer_s,0,clean,control,family_f170aad69aff7478,1.4059727517137095,5656
transformer_s,0,clean,control,family_731071db0d9fbdbe,0.5908130914100094,4216
transformer_s,0,clean,control,family_4582dbaeae746fdb,0.8044805824198096,9071
transformer_s,0,clean,control,family_37f5f4cedb55aeea,0.7799494451729664,3601
transformer_s,0,clean,control,family_f5b2bdc32c7d9391,0.6911795478922969,5862
transformer_s,0,clean,control,family_5c7b977277b847b2,0.8008336951833894,518
transformer_s,0,clean,control,family_c35a6abc1d407f4a,0.8219345269432987,3154
transformer_s,0,clean,control,family_e7af2e4cd0151c75,1.089218737518234,3792
transformer_s,0,clean,control,family_16c1d42e507896a8,1.1814754256370912,849
transformer_s,0,clean,control,family_b387fed6ef4479f5,0.5343123618344261,14431
transformer_s,0,clean,control,family_5d24c227f0462f74,0.482490119823856,7073
transformer_s,0,clean,control,family_37347c6729a17ba5,1.1503557972750573,3180
transformer_s,0,clean,control,family_31b6d88b207ec253,0.6260260707829814,1201
transformer_s,0,clean,control,family_4694d2838960b723,0.4683380436816419,7224
transformer_s,0,clean,control,family_e0952099c8a720c3,1.0994156832901476,7552
transformer_s,0,clean,control,family_c59f3ed95a508878,0.4772181510925293,256
transformer_s,0,clean,control,family_4cb23b14e3d36b0d,0.6721575456933262,4574
transformer_s,0,clean,control,family_aebb5b803b4c0278,0.5244851056486368,544
transformer_s,0,clean,control,family_71e38421debc9320,0.6983495354652405,412
transformer_s,0,clean,control,family_d4e91cd391597bfb,0.6940906022926504,1257
transformer_s,0,clean,control,family_a458e18ffb59cdc5,0.5945756419476133,337
transformer_s,0,clean,control,family_47ba9ddc476931a4,1.0373588500409092,5519
transformer_s,0,clean,control,family_f95fe97783adac95,0.788139064202741,3121
transformer_s,0,clean,control,family_dc0b5179722e8fe5,1.1372162642111199,3488
transformer_s,0,clean,control,family_e4b55ba694cc08da,0.748407906769122,1204
transformer_s,0,clean,control,family_85905b5b7536d21a,1.2525507046641369,10856
transformer_s,0,clean,control,family_19989c971f68ce4b,0.9783257920498799,2029
transformer_s,0,clean,control,family_59bfc8c37fa36b20,1.0461149309258984,739
transformer_s,0,clean,control,family_f84e475cf4f80566,0.608436995425637,7902
transformer_s,0,clean,control,family_4dadeb8474fe8ff9,0.7043776969248642,3715
transformer_s,0,clean,control,family_907fa6edb24e0ed3,0.7822530243393023,7658
transformer_s,0,clean,control,family_0d0b16856dabcffa,0.4971413012354694,2631
transformer_s,0,clean,control,family_e5b3c0aff0dd05ec,0.8478911001474198,9510
transformer_s,0,clean,control,family_eefe9fe6b23e51c4,0.9986615463218006,8105
transformer_s,0,clean,control,family_b673e0fc724a479d,0.7357552508563312,6731
transformer_s,0,clean,control,family_e07911eb7022fd85,0.7731505726411376,3392
transformer_s,0,clean,control,family_b207295fbdf40272,2.1134431969305,161
transformer_s,0,clean,control,family_de9c72ef62ac72df,0.660437167115032,11873
transformer_s,0,clean,control,family_aa86dc70aa03289b,0.8427075487088845,3517
transformer_s,0,clean,control,family_2f904d1499c3c221,0.7490250245109888,3793
transformer_s,0,clean,control,family_7ea59bf5d40f5c4f,0.6169490140635695,1899
transformer_s,0,clean,control,family_1ed29ad6679ffb57,0.6577356398942213,5771
transformer_s,0,clean,control,family_cedb480383e32e92,1.332273136402799,20130
transformer_s,0,clean,control,family_c676713b17e94995,0.9135355589132008,5956
transformer_s,0,clean,control,family_ab81517fb265a914,0.5560806537379368,4820
transformer_s,0,clean,control,family_a3a83feb27470fd8,0.8766929377680239,2760
transformer_s,0,clean,control,family_8da1a87adf970316,0.8331393301028471,2600
transformer_s,0,clean,control,family_48362ee4e66fbdca,1.1076756603061313,11084
transformer_s,0,clean,control,family_16727aa87b392f1f,0.7212144747758523,624
transformer_s,0,clean,control,family_8b45b52019b254b0,0.5844333913427506,5746
transformer_s,0,clean,control,family_ec04895340d4fdc3,0.9653947856655014,8431
transformer_s,0,clean,control,family_73822ea66fa7eeb0,1.0549943252795004,865
transformer_s,0,clean,control,family_e8b54594efd4b9e6,0.6373375263556329,4626
transformer_s,0,clean,control,family_7cc11ff05363ef06,1.5835633415208816,4714
transformer_s,0,clean,control,family_ab3d2680525ee608,0.86684480494548,2013
transformer_s,0,clean,control,family_11328ccfc215dfa8,1.4914730184316987,18363
