model,condition,family_id,metric,value
transformer_l,same_family_donor,family_76f3986b08ecfc19,family_reference_longest_normalized_span,0.10833333333333332
transformer_l,clean,family_5aaa5f6f546aa704,family_reference_longest_normalized_span,0.05833333333333333
transformer_l,unrelated_donor,family_5aaa5f6f546aa704,family_reference_longest_normalized_span,0.06458333333333334
transformer_l,same_family_donor,family_5aaa5f6f546aa704,family_reference_longest_normalized_span,0.059895833333333336
transformer_l,clean,family_38ddaabf01adae92,family_reference_longest_normalized_span,0.16718750000000002
transformer_l,unrelated_donor,family_38ddaabf01adae92,family_reference_longest_normalized_span,0.16041666666666668
transformer_l,same_family_donor,family_38ddaabf01adae92,family_reference_longest_normalized_span,0.17604166666666665
transformer_l,clean,family_5cc4efa05e4dc250,family_reference_longest_normalized_span,0.034895833333333334
transformer_l,unrelated_donor,family_5cc4efa05e4dc250,family_reference_longest_normalized_span,0.036458333333333336
transformer_l,same_family_donor,family_5cc4efa05e4dc250,family_reference_longest_normalized_span,0.03697916666666667
transformer_l,clean,family_3db848c291e71542,family_reference_longest_normalized_span,0.11666666666666665
transformer_l,unrelated_donor,family_3db848c291e71542,family_reference_longest_normalized_span,0.12343749999999999
transformer_l,same_family_donor,family_3db848c291e71542,family_reference_longest_normalized_span,0.15156250000000002
transformer_l,clean,family_4731a6d05dff34ce,family_reference_longest_normalized_span,0.05416666666666666
transformer_l,unrelated_donor,family_4731a6d05dff34ce,family_reference_longest_normalized_span,0.05104166666666667
transformer_l,same_family_donor,family_4731a6d05dff34ce,family_reference_longest_normalized_span,0.10213254593175854
transformer_l,clean,family_1a8ff9e18d3eabea,family_reference_longest_normalized_span,0.11875000000000001
transformer_l,unrelated_donor,family_1a8ff9e18d3eabea,family_reference_longest_normalized_span,0.1125
transformer_l,same_family_donor,family_1a8ff9e18d3eabea,family_reference_longest_normalized_span,0.10416666666666667
transformer_l,clean,family_774f10d6c3d75980,family_reference_longest_normalized_span,0.12031249999999999
transformer_l,unrelated_donor,family_774f10d6c3d75980,family_reference_longest_normalized_span,0.096875
transformer_l,same_family_donor,family_774f10d6c3d75980,family_reference_longest_normalized_span,0.10104166666666665
transformer_l,clean,family_7a300c986fbfa9f2,family_reference_longest_normalized_span,0.06458333333333334
transformer_l,unrelated_donor,family_7a300c986fbfa9f2,family_reference_longest_normalized_span,0.060937500000000006
transformer_l,same_family_donor,family_7a300c986fbfa9f2,family_reference_longest_normalized_span,0.05833333333333333
transformer_l,clean,family_d1a92696717aa9c2,family_reference_longest_normalized_span,0.09531250000000001
transformer_l,unrelated_donor,family_d1a92696717aa9c2,family_reference_longest_normalized_span,0.09791666666666665
transformer_l,same_family_donor,family_d1a92696717aa9c2,family_reference_longest_normalized_span,0.10104166666666665
transformer_l,clean,family_2fe71bb032cb85fe,family_reference_longest_normalized_span,0.15364583333333334
transformer_l,unrelated_donor,family_2fe71bb032cb85fe,family_reference_longest_normalized_span,0.14270833333333335
transformer_l,same_family_donor,family_2fe71bb032cb85fe,family_reference_longest_normalized_span,0.14531249999999998
transformer_l,clean,family_348b29b5f47eda18,family_reference_longest_normalized_span,0.05625
transformer_l,unrelated_donor,family_348b29b5f47eda18,family_reference_longest_normalized_span,0.05364583333333334
transformer_l,same_family_donor,family_348b29b5f47eda18,family_reference_longest_normalized_span,0.056249999999999994
transformer_l,clean,family_fa3341292470541d,family_reference_longest_normalized_span,0.06614583333333333
transformer_l,unrelated_donor,family_fa3341292470541d,family_reference_longest_normalized_span,0.065625
transformer_l,same_family_donor,family_fa3341292470541d,family_reference_longest_normalized_span,0.0796875
transformer_l,clean,family_f99e7467cfd91d72,family_reference_longest_normalized_span,0.04010416666666667
transformer_l,unrelated_donor,family_f99e7467cfd91d72,family_reference_longest_normalized_span,0.0375
transformer_l,same_family_donor,family_f99e7467cfd91d72,family_reference_longest_normalized_span,0.03958333333333334
transformer_l,clean,family_776fb0c74fb6af96,family_reference_longest_normalized_span,0.07291666666666667
transformer_l,unrelated_donor,family_776fb0c74fb6af96,family_reference_longest_normalized_span,0.07395833333333333
transformer_l,same_family_donor,family_776fb0c74fb6af96,family_reference_longest_normalized_span,0.08020833333333333
transformer_l,clean,family_56b1bf9100abf79a,family_reference_longest_normalized_span,0.109375
transformer_l,unrelated_donor,family_56b1bf9100abf79a,family_reference_longest_normalized_span,0.11302083333333333
transformer_l,same_family_donor,family_56b1bf9100abf79a,family_reference_longest_normalized_span,0.16770833333333335
transformer_l,clean,family_f53ae103dc0def58,family_reference_longest_normalized_span,0.065625
transformer_l,unrelated_donor,family_f53ae103dc0def58,family_reference_longest_normalized_span,0.057291666666666664
transformer_l,same_family_donor,family_f53ae103dc0def58,family_reference_longest_normalized_span,0.05833333333333333
transformer_l,clean,family_c2d4ffa1539bdafe,family_reference_longest_normalized_span,0.06510416666666667
transformer_l,unrelated_donor,family_c2d4ffa1539bdafe,family_reference_longest_normalized_span,0.08750000000000001
transformer_l,same_family_donor,family_c2d4ffa1539bdafe,family_reference_longest_normalized_span,0.08125
transformer_l,clean,family_328dc279bafe7f69,family_reference_longest_normalized_span,0.05833333333333333
transformer_l,unrelated_donor,family_328dc279bafe7f69,family_reference_longest_normalized_span,0.057291666666666664
transformer_l,same_family_donor,family_328dc279bafe7f69,family_reference_longest_normalized_span,0.05520833333333334
transformer_l,clean,family_de67cf52f9a2ce89,family_reference_longest_normalized_span,0.0375
transformer_l,unrelated_donor,family_de67cf52f9a2ce89,family_reference_longest_normalized_span,0.03333333333333333
transformer_l,same_family_donor,family_de67cf52f9a2ce89,family_reference_longest_normalized_span,0.035937500000000004
transformer_l,clean,family_581cf690b70ed77f,family_reference_longest_normalized_span,0.0828125
transformer_l,unrelated_donor,family_581cf690b70ed77f,family_reference_longest_normalized_span,0.10625
transformer_l,same_family_donor,family_581cf690b70ed77f,family_reference_longest_normalized_span,0.09114583333333333
transformer_l,clean,family_5ebcadebe538bd59,family_reference_longest_normalized_span,0.03125
transformer_l,unrelated_donor,family_5ebcadebe538bd59,family_reference_longest_normalized_span,0.03125
transformer_l,same_family_donor,family_5ebcadebe538bd59,family_reference_longest_normalized_span,0.03125
transformer_l,clean,family_5fe0b889b5279fed,family_reference_longest_normalized_span,0.1421875
transformer_l,unrelated_donor,family_5fe0b889b5279fed,family_reference_longest_normalized_span,0.11093750000000001
transformer_l,same_family_donor,family_5fe0b889b5279fed,family_reference_longest_normalized_span,0.2270833333333333
transformer_l,clean,family_8aff46e64d1c8360,family_reference_longest_normalized_span,0.08437499999999999
transformer_l,unrelated_donor,family_8aff46e64d1c8360,family_reference_longest_normalized_span,0.08125
transformer_l,same_family_donor,family_8aff46e64d1c8360,family_reference_longest_normalized_span,0.09427083333333335
transformer_l,clean,family_c3abd4306e03adf2,family_reference_longest_normalized_span,0.08020833333333334
transformer_l,unrelated_donor,family_c3abd4306e03adf2,family_reference_longest_normalized_span,0.08541666666666665
transformer_l,same_family_donor,family_c3abd4306e03adf2,family_reference_longest_normalized_span,0.07864583333333332
transformer_l,clean,family_f77d449f1658a159,family_reference_longest_normalized_span,0.05104166666666667
transformer_l,unrelated_donor,family_f77d449f1658a159,family_reference_longest_normalized_span,0.04739583333333334
transformer_l,same_family_donor,family_f77d449f1658a159,family_reference_longest_normalized_span,0.052083333333333336
transformer_l,clean,family_121eefce620403f7,family_reference_longest_normalized_span,0.09270833333333334
transformer_l,unrelated_donor,family_121eefce620403f7,family_reference_longest_normalized_span,0.08854166666666667
transformer_l,same_family_donor,family_121eefce620403f7,family_reference_longest_normalized_span,0.09531250000000001
transformer_l,clean,family_439fc19617b55d44,family_reference_longest_normalized_span,0.10989583333333335
transformer_l,unrelated_donor,family_439fc19617b55d44,family_reference_longest_normalized_span,0.09843750000000001
transformer_l,same_family_donor,family_439fc19617b55d44,family_reference_longest_normalized_span,0.11041666666666666
transformer_l,clean,family_7b8c8789f38183da,family_reference_longest_normalized_span,0.035937500000000004
transformer_l,unrelated_donor,family_7b8c8789f38183da,family_reference_longest_normalized_span,0.034374999999999996
transformer_l,same_family_donor,family_7b8c8789f38183da,family_reference_longest_normalized_span,0.03697916666666667
transformer_l,clean,family_7c104874587dddcc,family_reference_longest_normalized_span,0.06614583333333333
transformer_l,unrelated_donor,family_7c104874587dddcc,family_reference_longest_normalized_span,0.06145833333333334
transformer_l,same_family_donor,family_7c104874587dddcc,family_reference_longest_normalized_span,0.07135416666666668
transformer_l,clean,family_2eec85a0fe915e64,family_reference_longest_normalized_span,0.05885416666666667
transformer_l,unrelated_donor,family_2eec85a0fe915e64,family_reference_longest_normalized_span,0.057812499999999996
transformer_l,same_family_donor,family_2eec85a0fe915e64,family_reference_longest_normalized_span,0.05781250000000001
transformer_l,clean,family_ac0566dd944bc201,family_reference_longest_normalized_span,0.06197916666666667
transformer_l,unrelated_donor,family_ac0566dd944bc201,family_reference_longest_normalized_span,0.05885416666666667
transformer_l,same_family_donor,family_ac0566dd944bc201,family_reference_longest_normalized_span,0.06197916666666667
transformer_l,clean,family_fe2836cc1cef695c,family_reference_longest_normalized_span,0.06614583333333333
transformer_l,unrelated_donor,family_fe2836cc1cef695c,family_reference_longest_normalized_span,0.06822916666666666
transformer_l,same_family_donor,family_fe2836cc1cef695c,family_reference_longest_normalized_span,0.0828125
transformer_l,clean,family_a03ac5414952d229,family_reference_longest_normalized_span,0.09947916666666667
transformer_l,unrelated_donor,family_a03ac5414952d229,family_reference_longest_normalized_span,0.10572916666666665
transformer_l,same_family_donor,family_a03ac5414952d229,family_reference_longest_normalized_span,0.09999999999999999
transformer_l,clean,family_9ccd2f467361ebab,family_reference_longest_normalized_span,0.05885416666666667
transformer_l,unrelated_donor,family_9ccd2f467361ebab,family_reference_longest_normalized_span,0.05885416666666667
transformer_l,same_family_donor,family_9ccd2f467361ebab,family_reference_longest_normalized_span,0.057812499999999996
transformer_l,clean,family_6f0024d47bda9a44,family_reference_longest_normalized_span,0.059895833333333336
transformer_l,unrelated_donor,family_6f0024d47bda9a44,family_reference_longest_normalized_span,0.06197916666666666
transformer_l,same_family_donor,family_6f0024d47bda9a44,family_reference_longest_normalized_span,0.059895833333333336
transformer_l,clean,family_b88eee6ecd7ef6bc,family_reference_longest_normalized_span,0.09270833333333334
transformer_l,unrelated_donor,family_b88eee6ecd7ef6bc,family_reference_longest_normalized_span,0.0984375
transformer_l,same_family_donor,family_b88eee6ecd7ef6bc,family_reference_longest_normalized_span,0.11041666666666666
transformer_l,clean,family_3dffb074803c8f80,family_reference_longest_normalized_span,0.11666666666666665
transformer_l,unrelated_donor,family_3dffb074803c8f80,family_reference_longest_normalized_span,0.0984375
transformer_l,same_family_donor,family_3dffb074803c8f80,family_reference_longest_normalized_span,0.13125
transformer_l,clean,family_39849966d6043c11,family_reference_longest_normalized_span,0.04583333333333334
transformer_l,unrelated_donor,family_39849966d6043c11,family_reference_longest_normalized_span,0.049999999999999996
transformer_l,same_family_donor,family_39849966d6043c11,family_reference_longest_normalized_span,0.05052083333333333
transformer_l,clean,family_f19aa9a5e722eb61,family_reference_longest_normalized_span,0.2203125
transformer_l,unrelated_donor,family_f19aa9a5e722eb61,family_reference_longest_normalized_span,0.2354166666666667
transformer_l,same_family_donor,family_f19aa9a5e722eb61,family_reference_longest_normalized_span,0.20572916666666666
transformer_l,clean,family_a95aeca85317a04d,family_reference_longest_normalized_span,0.0625
transformer_l,unrelated_donor,family_a95aeca85317a04d,family_reference_longest_normalized_span,0.06666666666666667
transformer_l,same_family_donor,family_a95aeca85317a04d,family_reference_longest_normalized_span,0.078125
transformer_l,clean,family_39f58e2fd604c61e,family_reference_longest_normalized_span,0.03802083333333334
transformer_l,unrelated_donor,family_39f58e2fd604c61e,family_reference_longest_normalized_span,0.035937500000000004
transformer_l,same_family_donor,family_39f58e2fd604c61e,family_reference_longest_normalized_span,0.0375
transformer_l,clean,family_af212e596b07120e,family_reference_longest_normalized_span,0.07395833333333333
transformer_l,unrelated_donor,family_af212e596b07120e,family_reference_longest_normalized_span,0.06666666666666667
transformer_l,same_family_donor,family_af212e596b07120e,family_reference_longest_normalized_span,0.08229166666666667
transformer_l,clean,family_961cefc620e3d5ab,family_reference_longest_normalized_span,0.10677083333333333
transformer_l,unrelated_donor,family_961cefc620e3d5ab,family_reference_longest_normalized_span,0.13541666666666666
transformer_l,same_family_donor,family_961cefc620e3d5ab,family_reference_longest_normalized_span,0.11979166666666667
transformer_l,clean,family_2dbafe5054d4bee7,family_reference_longest_normalized_span,0.059375000000000004
transformer_l,unrelated_donor,family_2dbafe5054d4bee7,family_reference_longest_normalized_span,0.0625
transformer_l,same_family_donor,family_2dbafe5054d4bee7,family_reference_longest_normalized_span,0.057812499999999996
transformer_l,clean,family_0a0ff01b239a934a,family_reference_longest_normalized_span,0.0625
transformer_l,unrelated_donor,family_0a0ff01b239a934a,family_reference_longest_normalized_span,0.06874999999999999
transformer_l,same_family_donor,family_0a0ff01b239a934a,family_reference_longest_normalized_span,0.05885416666666667
transformer_l,clean,family_6a42731481dda124,family_reference_longest_normalized_span,0.08177083333333333
transformer_l,unrelated_donor,family_6a42731481dda124,family_reference_longest_normalized_span,0.08177083333333333
transformer_l,same_family_donor,family_6a42731481dda124,family_reference_longest_normalized_span,0.1265625
transformer_l,clean,family_e4e4467ef74cc720,family_reference_longest_normalized_span,0.03229166666666667
transformer_l,unrelated_donor,family_e4e4467ef74cc720,family_reference_longest_normalized_span,0.03125
transformer_l,same_family_donor,family_e4e4467ef74cc720,family_reference_longest_normalized_span,0.03125
transformer_l,clean,family_b324bd83d2be3825,family_reference_longest_normalized_span,0.11614583333333334
transformer_l,unrelated_donor,family_b324bd83d2be3825,family_reference_longest_normalized_span,0.11875000000000001
transformer_l,same_family_donor,family_b324bd83d2be3825,family_reference_longest_normalized_span,0.13749999999999998
transformer_l,clean,family_59add5a121b9a616,family_reference_longest_normalized_span,0.09218749999999999
transformer_l,unrelated_donor,family_59add5a121b9a616,family_reference_longest_normalized_span,0.10260416666666666
transformer_l,same_family_donor,family_59add5a121b9a616,family_reference_longest_normalized_span,0.09479166666666666
transformer_l,clean,family_4da27be0a15493fc,family_reference_longest_normalized_span,0.05677083333333333
transformer_l,unrelated_donor,family_4da27be0a15493fc,family_reference_longest_normalized_span,0.05885416666666667
transformer_l,same_family_donor,family_4da27be0a15493fc,family_reference_longest_normalized_span,0.05572916666666666
transformer_l,clean,family_0ecded087f80d73b,family_reference_longest_normalized_span,0.0609375
transformer_l,unrelated_donor,family_0ecded087f80d73b,family_reference_longest_normalized_span,0.05520833333333333
transformer_l,same_family_donor,family_0ecded087f80d73b,family_reference_longest_normalized_span,0.06354166666666666
transformer_l,clean,family_746d1e0c3274827f,family_reference_longest_normalized_span,0.14583333333333334
transformer_l,unrelated_donor,family_746d1e0c3274827f,family_reference_longest_normalized_span,0.1338541666666667
transformer_l,same_family_donor,family_746d1e0c3274827f,family_reference_longest_normalized_span,0.13072916666666667
transformer_l,clean,family_6d17de7e325f25f8,family_reference_longest_normalized_span,0.1395833333333333
transformer_l,unrelated_donor,family_6d17de7e325f25f8,family_reference_longest_normalized_span,0.15208333333333335
transformer_l,same_family_donor,family_6d17de7e325f25f8,family_reference_longest_normalized_span,0.13489583333333333
transformer_l,clean,family_67cf34a836b9cd6c,family_reference_longest_normalized_span,0.10052083333333334
transformer_l,unrelated_donor,family_67cf34a836b9cd6c,family_reference_longest_normalized_span,0.0984375
transformer_l,same_family_donor,family_67cf34a836b9cd6c,family_reference_longest_normalized_span,0.09791666666666667
transformer_l,clean,family_3bd7e5ca43f02666,family_reference_longest_normalized_span,0.16718749999999996
transformer_l,unrelated_donor,family_3bd7e5ca43f02666,family_reference_longest_normalized_span,0.15156250000000002
transformer_l,same_family_donor,family_3bd7e5ca43f02666,family_reference_longest_normalized_span,0.2489583333333333
transformer_l,clean,family_e2c30beb0d4abeae,family_reference_longest_normalized_span,0.057291666666666664
transformer_l,unrelated_donor,family_e2c30beb0d4abeae,family_reference_longest_normalized_span,0.05572916666666666
transformer_l,same_family_donor,family_e2c30beb0d4abeae,family_reference_longest_normalized_span,0.05260416666666667
transformer_l,clean,family_3fbe0e330aecdc00,family_reference_longest_normalized_span,0.033854166666666664
transformer_l,unrelated_donor,family_3fbe0e330aecdc00,family_reference_longest_normalized_span,0.035937500000000004
transformer_l,same_family_donor,family_3fbe0e330aecdc00,family_reference_longest_normalized_span,0.033854166666666664
transformer_l,clean,family_83b27a32aa56f9dc,family_reference_longest_normalized_span,0.06614583333333333
transformer_l,unrelated_donor,family_83b27a32aa56f9dc,family_reference_longest_normalized_span,0.06510416666666667
transformer_l,same_family_donor,family_83b27a32aa56f9dc,family_reference_longest_normalized_span,0.06041666666666667
transformer_l,clean,family_58c32a6b58cc329f,family_reference_longest_normalized_span,0.12343749999999999
transformer_l,unrelated_donor,family_58c32a6b58cc329f,family_reference_longest_normalized_span,0.10052083333333334
transformer_l,same_family_donor,family_58c32a6b58cc329f,family_reference_longest_normalized_span,0.0984375
transformer_l,clean,family_853b6705e7d7e7a9,family_reference_longest_normalized_span,0.05833333333333333
transformer_l,unrelated_donor,family_853b6705e7d7e7a9,family_reference_longest_normalized_span,0.05885416666666667
transformer_l,same_family_donor,family_853b6705e7d7e7a9,family_reference_longest_normalized_span,0.06510416666666666
transformer_l,clean,family_5405158fe7a3977d,family_reference_longest_normalized_span,0.05260416666666667
transformer_l,unrelated_donor,family_5405158fe7a3977d,family_reference_longest_normalized_span,0.05260416666666667
transformer_l,same_family_donor,family_5405158fe7a3977d,family_reference_longest_normalized_span,0.057812499999999996
transformer_l,clean,family_e0f7e5849dbe9388,family_reference_longest_normalized_span,0.11562499999999999
transformer_l,unrelated_donor,family_e0f7e5849dbe9388,family_reference_longest_normalized_span,0.109375
transformer_l,same_family_donor,family_e0f7e5849dbe9388,family_reference_longest_normalized_span,0.11770833333333335
transformer_l,clean,family_6fbe37a0a6611f64,family_reference_longest_normalized_span,0.09947916666666667
transformer_l,unrelated_donor,family_6fbe37a0a6611f64,family_reference_longest_normalized_span,0.07708333333333334
transformer_l,same_family_donor,family_6fbe37a0a6611f64,family_reference_longest_normalized_span,0.07968750000000001
transformer_l,clean,family_3835425eafb00035,family_reference_longest_normalized_span,0.08177083333333333
transformer_l,unrelated_donor,family_3835425eafb00035,family_reference_longest_normalized_span,0.06666666666666667
transformer_l,same_family_donor,family_3835425eafb00035,family_reference_longest_normalized_span,0.07656249999999999
transformer_l,clean,family_4f1b63b3eef9f7d0,family_reference_longest_normalized_span,0.06145833333333333
transformer_l,unrelated_donor,family_4f1b63b3eef9f7d0,family_reference_longest_normalized_span,0.0625
transformer_l,same_family_donor,family_4f1b63b3eef9f7d0,family_reference_longest_normalized_span,0.06874999999999999
transformer_l,clean,family_8f08581ca21b6c6f,family_reference_longest_normalized_span,0.07395833333333333
transformer_l,unrelated_donor,family_8f08581ca21b6c6f,family_reference_longest_normalized_span,0.06145833333333334
transformer_l,same_family_donor,family_8f08581ca21b6c6f,family_reference_longest_normalized_span,0.0703125
transformer_l,clean,family_db6398f302f77cb4,family_reference_longest_normalized_span,0.10208333333333335
transformer_l,unrelated_donor,family_db6398f302f77cb4,family_reference_longest_normalized_span,0.10416666666666667
transformer_l,same_family_donor,family_db6398f302f77cb4,family_reference_longest_normalized_span,0.1265625
transformer_l,clean,family_aad2d66dec95dc7a,family_reference_longest_normalized_span,0.1265625
transformer_l,unrelated_donor,family_aad2d66dec95dc7a,family_reference_longest_normalized_span,0.16145833333333334
transformer_l,same_family_donor,family_aad2d66dec95dc7a,family_reference_longest_normalized_span,0.1546875
transformer_l,clean,family_04795413b15e0b98,family_reference_longest_normalized_span,0.09531250000000001
transformer_l,unrelated_donor,family_04795413b15e0b98,family_reference_longest_normalized_span,0.09114583333333333
transformer_l,same_family_donor,family_04795413b15e0b98,family_reference_longest_normalized_span,0.0625
transformer_l,clean,family_d4c8efafc098f593,family_reference_longest_normalized_span,0.06614583333333333
transformer_l,unrelated_donor,family_d4c8efafc098f593,family_reference_longest_normalized_span,0.07031250000000001
transformer_l,same_family_donor,family_d4c8efafc098f593,family_reference_longest_normalized_span,0.07135416666666666
transformer_l,clean,family_30fbd9977a220042,family_reference_longest_normalized_span,0.10104166666666665
transformer_l,unrelated_donor,family_30fbd9977a220042,family_reference_longest_normalized_span,0.10781249999999999
transformer_l,same_family_donor,family_30fbd9977a220042,family_reference_longest_normalized_span,0.15625
transformer_l,clean,family_2d3e3d92f30c4369,family_reference_longest_normalized_span,0.159375
transformer_l,unrelated_donor,family_2d3e3d92f30c4369,family_reference_longest_normalized_span,0.17447916666666666
transformer_l,same_family_donor,family_2d3e3d92f30c4369,family_reference_longest_normalized_span,0.203125
transformer_l,clean,family_6342008bae187399,family_reference_longest_normalized_span,0.11666666666666665
transformer_l,unrelated_donor,family_6342008bae187399,family_reference_longest_normalized_span,0.12916666666666668
transformer_l,same_family_donor,family_6342008bae187399,family_reference_longest_normalized_span,0.1625
transformer_l,clean,family_f60bd4cc83d02add,family_reference_longest_normalized_span,0.09427083333333335
transformer_l,unrelated_donor,family_f60bd4cc83d02add,family_reference_longest_normalized_span,0.096875
transformer_l,same_family_donor,family_f60bd4cc83d02add,family_reference_longest_normalized_span,0.09375
transformer_l,clean,family_08157e0ead630e5c,family_reference_longest_normalized_span,0.07604166666666666
transformer_l,unrelated_donor,family_08157e0ead630e5c,family_reference_longest_normalized_span,0.08802083333333333
transformer_l,same_family_donor,family_08157e0ead630e5c,family_reference_longest_normalized_span,0.08802083333333333
transformer_l,clean,family_0f71c7e0830e1d85,family_reference_longest_normalized_span,0.04270833333333333
transformer_l,unrelated_donor,family_0f71c7e0830e1d85,family_reference_longest_normalized_span,0.04270833333333333
transformer_l,same_family_donor,family_0f71c7e0830e1d85,family_reference_longest_normalized_span,0.0484375
transformer_l,clean,family_be459453ebdfa1da,family_reference_longest_normalized_span,0.0859375
transformer_l,unrelated_donor,family_be459453ebdfa1da,family_reference_longest_normalized_span,0.09895833333333333
transformer_l,same_family_donor,family_be459453ebdfa1da,family_reference_longest_normalized_span,0.10208333333333335
transformer_l,clean,family_a534382ff42b71fb,family_reference_longest_normalized_span,0.09010416666666667
transformer_l,unrelated_donor,family_a534382ff42b71fb,family_reference_longest_normalized_span,0.0828125
transformer_l,same_family_donor,family_a534382ff42b71fb,family_reference_longest_normalized_span,0.09895833333333333
transformer_l,clean,family_e97b637c75aac2b5,family_reference_longest_normalized_span,0.05364583333333334
transformer_l,unrelated_donor,family_e97b637c75aac2b5,family_reference_longest_normalized_span,0.03958333333333333
transformer_l,same_family_donor,family_e97b637c75aac2b5,family_reference_longest_normalized_span,0.05364583333333334
transformer_l,clean,family_f0c0dd7c2f3b6a3f,family_reference_longest_normalized_span,0.09999999999999999
transformer_l,unrelated_donor,family_f0c0dd7c2f3b6a3f,family_reference_longest_normalized_span,0.10572916666666665
transformer_l,same_family_donor,family_f0c0dd7c2f3b6a3f,family_reference_longest_normalized_span,0.0984375
transformer_l,clean,family_c3ae851031cec2bb,family_reference_longest_normalized_span,0.05260416666666667
transformer_l,unrelated_donor,family_c3ae851031cec2bb,family_reference_longest_normalized_span,0.057291666666666664
transformer_l,same_family_donor,family_c3ae851031cec2bb,family_reference_longest_normalized_span,0.06302083333333333
transformer_l,clean,family_d0b38ee50d018148,family_reference_longest_normalized_span,0.20000000000000004
transformer_l,unrelated_donor,family_d0b38ee50d018148,family_reference_longest_normalized_span,0.171875
transformer_l,same_family_donor,family_d0b38ee50d018148,family_reference_longest_normalized_span,0.196875
transformer_l,clean,family_c64269798048b60f,family_reference_longest_normalized_span,0.16302083333333334
transformer_l,unrelated_donor,family_c64269798048b60f,family_reference_longest_normalized_span,0.13489583333333333
transformer_l,same_family_donor,family_c64269798048b60f,family_reference_longest_normalized_span,0.18489583333333334
transformer_l,clean,family_1cfa4116628ae42e,family_reference_longest_normalized_span,0.0328125
transformer_l,unrelated_donor,family_1cfa4116628ae42e,family_reference_longest_normalized_span,0.0375
transformer_l,same_family_donor,family_1cfa4116628ae42e,family_reference_longest_normalized_span,0.0453125
transformer_l,clean,family_101bf32d18499c7d,family_reference_longest_normalized_span,0.08802083333333333
transformer_l,unrelated_donor,family_101bf32d18499c7d,family_reference_longest_normalized_span,0.07916666666666666
transformer_l,same_family_donor,family_101bf32d18499c7d,family_reference_longest_normalized_span,0.07239583333333334
transformer_l,clean,family_52885ec61f0240b9,family_reference_longest_normalized_span,0.10364583333333333
transformer_l,unrelated_donor,family_52885ec61f0240b9,family_reference_longest_normalized_span,0.09218750000000002
transformer_l,same_family_donor,family_52885ec61f0240b9,family_reference_longest_normalized_span,0.234375
