paradigm,seed,condition,metric,token_count,family_id,family_order
conditional_vae,202608040,clean,0.5532522797584534,166,family_5ebcadebe538bd59,31
conditional_vae,202608040,clean,0.5453997254371643,533,family_2fe71bb032cb85fe,20
conditional_vae,202608040,clean,0.8934849367521697,6626,family_e0f7e5849dbe9388,72
conditional_vae,202608040,clean,0.9144553377641301,3859,family_c3abd4306e03adf2,34
conditional_vae,202608040,clean,0.5162762999534607,1559,family_83b27a32aa56f9dc,68
conditional_vae,202608040,clean,1.0003399079603086,2535,family_fa3341292470541d,22
conditional_vae,202608040,clean,0.4942507743835449,548,family_15b8f6d235825863,2
conditional_vae,202608040,clean,0.7726741621693675,10236,family_a95aeca85317a04d,50
conditional_vae,202608040,clean,0.5347715711802395,7309,family_3dffb074803c8f80,47
conditional_vae,202608040,clean,0.7237368226051331,1026,family_1cfa4116628ae42e,94
conditional_vae,202608040,clean,1.0142364501953125,1238,family_f53ae103dc0def58,26
conditional_vae,202608040,clean,0.49658381938934326,1287,family_3db848c291e71542,14
conditional_vae,202608040,clean,0.9501938427622478,3583,family_76f3986b08ecfc19,10
conditional_vae,202608040,clean,0.8230176946751303,13214,family_121eefce620403f7,36
conditional_vae,202608040,clean,1.070465712249066,20977,family_8aff46e64d1c8360,33
conditional_vae,202608040,clean,0.7577006408466276,4952,family_debbecc1e7f77f3e,4
conditional_vae,202608040,clean,0.517119288444519,1779,family_f19aa9a5e722eb61,49
conditional_vae,202608040,clean,0.9146373867988586,1815,family_d0b38ee50d018148,92
conditional_vae,202608040,clean,0.6611382365226746,1036,family_aad2d66dec95dc7a,78
conditional_vae,202608040,clean,0.746435284614563,985,family_59add5a121b9a616,59
conditional_vae,202608040,clean,1.0910062934849303,12091,family_c2d4ffa1539bdafe,27
conditional_vae,202608040,clean,0.6566770672798157,1157,family_58a5b18cf3751bf1,6
conditional_vae,202608040,clean,0.6047122478485107,638,family_8f08581ca21b6c6f,76
conditional_vae,202608040,clean,0.6724003887556848,5203,family_5d6a15b20dff7233,5
conditional_vae,202608040,clean,0.4215596914291382,1312,family_eacebc389812585f,98
conditional_vae,202608040,clean,0.35048946738243103,578,family_3bd7e5ca43f02666,65
conditional_vae,202608040,clean,0.5429030060768127,377,family_da2cbb03fa208ffc,7
conditional_vae,202608040,clean,0.6384975333760198,15281,family_5fe0b889b5279fed,32
conditional_vae,202608040,clean,0.5569708347320557,654,family_58c32a6b58cc329f,69
conditional_vae,202608040,clean,1.129119967065315,4931,family_d4c8efafc098f593,80
conditional_vae,202608040,clean,0.6957915120994044,6166,family_853b6705e7d7e7a9,70
conditional_vae,202608040,clean,1.0737024545669556,1558,family_7c104874587dddcc,39
conditional_vae,202608040,clean,1.2160650491714478,3893,family_2eec85a0fe915e64,40
conditional_vae,202608040,clean,0.7646271586418152,1189,family_08157e0ead630e5c,85
conditional_vae,202608040,clean,1.3717930610505238,12275,family_67cf34a836b9cd6c,64
conditional_vae,202608040,clean,0.9493720455181643,3188,family_a03ac5414952d229,43
conditional_vae,202608040,clean,1.306451719715815,5109,family_4da27be0a15493fc,60
conditional_vae,202608041,clean,0.7329753288126593,3093,family_d1a92696717aa9c2,19
conditional_vae,202608041,clean,1.0055826902389526,1216,family_3835425eafb00035,74
conditional_vae,202608041,clean,0.7068248987197876,412,family_a534382ff42b71fb,88
conditional_vae,202608041,clean,0.5873430542841337,4197,family_6d17de7e325f25f8,63
conditional_vae,202608041,clean,0.5769578814506531,779,family_56b1bf9100abf79a,25
conditional_vae,202608041,clean,1.3884625012767822,15674,family_9edbfcdbf27d8472,9
conditional_vae,202608041,clean,0.37572408200747015,3153,family_db6398f302f77cb4,77
conditional_vae,202608041,clean,0.7783108892469304,10203,family_776fb0c74fb6af96,24
conditional_vae,202608041,clean,0.889853835105896,1748,family_be459453ebdfa1da,87
conditional_vae,202608041,clean,0.7157554252967008,3230,family_439fc19617b55d44,37
conditional_vae,202608041,clean,0.662498147576116,2560,family_328dc279bafe7f69,28
conditional_vae,202608041,clean,0.9127070307731628,3803,family_ac0566dd944bc201,41
conditional_vae,202608041,clean,0.9245519638061523,477,family_3fbe0e330aecdc00,67
conditional_vae,202608041,clean,0.8561868071556091,704,family_04795413b15e0b98,79
conditional_vae,202608041,clean,1.1713265180587769,1108,family_348b29b5f47eda18,21
conditional_vae,202608041,clean,1.2076032534045407,8731,family_f77d449f1658a159,35
conditional_vae,202608041,clean,1.2966883182525635,242,family_39849966d6043c11,48
conditional_vae,202608041,clean,1.0846353785477816,3169,family_af212e596b07120e,52
conditional_vae,202608041,clean,0.552611395093937,9069,family_2d3e3d92f30c4369,82
conditional_vae,202608041,clean,0.7115764617919922,1674,family_f0c0dd7c2f3b6a3f,90
conditional_vae,202608041,clean,0.9410565495491028,2491,family_5aaa5f6f546aa704,11
conditional_vae,202608041,clean,0.9274306616283866,5759,family_78031f033e192cce,3
conditional_vae,202608041,clean,0.7426128387451172,467,family_961cefc620e3d5ab,53
conditional_vae,202608041,clean,0.8323528645004679,3303,family_fe2836cc1cef695c,42
conditional_vae,202608041,clean,1.108470521151941,9124,family_0f71c7e0830e1d85,86
conditional_vae,202608041,clean,0.3986034253781061,6286,family_2dbafe5054d4bee7,54
conditional_vae,202608041,clean,0.6698814330476769,14987,family_52885ec61f0240b9,96
conditional_vae,202608041,clean,0.8997611277815186,5460,family_b88eee6ecd7ef6bc,46
conditional_vae,202608041,clean,1.151971069047156,20432,family_de67cf52f9a2ce89,29
conditional_vae,202608041,clean,1.1014493703842163,854,family_7b8c8789f38183da,38
conditional_vae,202608041,clean,0.8355911606251215,10665,family_774f10d6c3d75980,17
conditional_vae,202608041,clean,0.7636914355192839,29458,family_6fbe37a0a6611f64,73
conditional_vae,202608041,clean,0.7659927658076935,12501,family_c64269798048b60f,93
conditional_vae,202608041,clean,0.8451697204847931,8558,family_f60bd4cc83d02add,84
conditional_vae,202608041,clean,1.404604196548462,61,family_39f58e2fd604c61e,51
conditional_vae,202608041,clean,0.6433748006820679,1918,family_101bf32d18499c7d,95
conditional_vae,202608041,clean,1.145443081855774,156,family_e97b637c75aac2b5,89
conditional_vae,202608041,clean,1.281284410726937,12995,family_e2c30beb0d4abeae,66
conditional_vae,202608041,clean,1.013713296035322,3028,family_581cf690b70ed77f,30
conditional_vae,202608041,clean,1.1240885413645898,1789,family_9ccd2f467361ebab,44
conditional_vae,202608041,clean,0.5461655253140155,8256,family_6342008bae187399,83
conditional_vae,202608041,clean,1.020106554031372,266,family_8661140073b6a2ab,97
conditional_vae,202608041,clean,0.7004794854966421,1890,family_1a8ff9e18d3eabea,16
conditional_vae,202608041,clean,0.7964766804220711,8479,family_b324bd83d2be3825,58
conditional_vae,202608041,clean,0.7728862762451172,725,family_23e85181dd747797,99
conditional_vae,202608041,clean,1.3870581969089946,9580,family_b3ba3218de08f591,8
conditional_vae,202608041,clean,0.5806189020308922,6949,family_38ddaabf01adae92,12
conditional_vae,202608041,clean,0.7224652767181396,945,family_5405158fe7a3977d,71
conditional_vae,202608041,clean,0.6685303449630737,336,family_e4e4467ef74cc720,57
conditional_vae,202608041,clean,1.1308726072311401,1037,family_4f1b63b3eef9f7d0,75
conditional_vae,202608041,clean,0.9647451043128967,522,family_7a300c986fbfa9f2,18
conditional_vae,202608041,clean,1.1569644212722778,463,family_6f0024d47bda9a44,45
conditional_vae,202608041,clean,0.5052528381347656,1191,family_746d1e0c3274827f,62
conditional_vae,202608041,clean,1.0384678840637207,1084,family_6a42731481dda124,56
conditional_vae,202608041,clean,1.5727299219135602,15697,family_0ecded087f80d73b,61
conditional_vae,202608041,clean,0.6914117330542979,5721,family_5facacfb4d33d062,1
conditional_vae,202608041,clean,0.6908116340637207,251,family_5cc4efa05e4dc250,13
conditional_vae,202608041,clean,1.0779295369250619,17077,family_4731a6d05dff34ce,15
conditional_vae,202608041,clean,1.0191521025915198,5610,family_c3ae851031cec2bb,91
conditional_vae,202608041,clean,0.8712045932081097,48674,family_30fbd9977a220042,81
conditional_vae,202608041,clean,0.9076986908912659,508,family_e3c89d0945320ec5,0
conditional_vae,202608041,clean,1.260774850845337,639,family_f99e7467cfd91d72,23
conditional_vae,202608041,clean,1.051458477973938,3294,family_0a0ff01b239a934a,55
conditional_vae,202608041,clean,0.5598475933074951,166,family_5ebcadebe538bd59,31
conditional_vae,202608041,clean,0.539229691028595,533,family_2fe71bb032cb85fe,20
conditional_vae,202608041,clean,0.9082610583938647,6626,family_e0f7e5849dbe9388,72
conditional_vae,202608041,clean,0.9171869905386048,3859,family_c3abd4306e03adf2,34
conditional_vae,202608041,clean,0.5543040633201599,1559,family_83b27a32aa56f9dc,68
conditional_vae,202608041,clean,1.051166537010223,2535,family_fa3341292470541d,22
conditional_vae,202608041,clean,0.5303804874420166,548,family_15b8f6d235825863,2
conditional_vae,202608041,clean,0.7831293491005386,10236,family_a95aeca85317a04d,50
conditional_vae,202608041,clean,0.5574275344337023,7309,family_3dffb074803c8f80,47
conditional_vae,202608041,clean,0.776380181312561,1026,family_1cfa4116628ae42e,94
conditional_vae,202608041,clean,1.0224711894989014,1238,family_f53ae103dc0def58,26
conditional_vae,202608041,clean,0.49301040172576904,1287,family_3db848c291e71542,14
conditional_vae,202608041,clean,0.9679480828687927,3583,family_76f3986b08ecfc19,10
conditional_vae,202608041,clean,0.8388737405331607,13214,family_121eefce620403f7,36
conditional_vae,202608041,clean,1.0938426232652783,20977,family_8aff46e64d1c8360,33
conditional_vae,202608041,clean,0.7516821232385127,4952,family_debbecc1e7f77f3e,4
conditional_vae,202608041,clean,0.49543583393096924,1779,family_f19aa9a5e722eb61,49
conditional_vae,202608041,clean,0.9180238246917725,1815,family_d0b38ee50d018148,92
conditional_vae,202608041,clean,0.6544964909553528,1036,family_aad2d66dec95dc7a,78
conditional_vae,202608041,clean,0.7639620900154114,985,family_59add5a121b9a616,59
conditional_vae,202608041,clean,1.1512837943067702,12091,family_c2d4ffa1539bdafe,27
conditional_vae,202608041,clean,0.6729174256324768,1157,family_58a5b18cf3751bf1,6
conditional_vae,202608041,clean,0.6256644129753113,638,family_8f08581ca21b6c6f,76
conditional_vae,202608041,clean,0.6935850650719352,5203,family_5d6a15b20dff7233,5
conditional_vae,202608041,clean,0.4625978171825409,1312,family_eacebc389812585f,98
conditional_vae,202608041,clean,0.4430217146873474,578,family_3bd7e5ca43f02666,65
conditional_vae,202608041,clean,0.6037492156028748,377,family_da2cbb03fa208ffc,7
conditional_vae,202608041,clean,0.6586715639257734,15281,family_5fe0b889b5279fed,32
conditional_vae,202608041,clean,0.5416784286499023,654,family_58c32a6b58cc329f,69
conditional_vae,202608041,clean,1.13533119878767,4931,family_d4c8efafc098f593,80
conditional_vae,202608041,clean,0.7124204216086938,6166,family_853b6705e7d7e7a9,70
conditional_vae,202608041,clean,1.1114591360092163,1558,family_7c104874587dddcc,39
conditional_vae,202608041,clean,1.23783278465271,3893,family_2eec85a0fe915e64,40
conditional_vae,202608041,clean,0.7908523082733154,1189,family_08157e0ead630e5c,85
conditional_vae,202608041,clean,1.3847291676721358,12275,family_67cf34a836b9cd6c,64
conditional_vae,202608041,clean,0.9552303724635949,3188,family_a03ac5414952d229,43
conditional_vae,202608041,clean,1.3084291697808454,5109,family_4da27be0a15493fc,60
conditional_vae,202608042,clean,0.7084004173685808,3093,family_d1a92696717aa9c2,19
conditional_vae,202608042,clean,1.0050599575042725,1216,family_3835425eafb00035,74
conditional_vae,202608042,clean,0.6433861255645752,412,family_a534382ff42b71fb,88
conditional_vae,202608042,clean,0.5853717701759457,4197,family_6d17de7e325f25f8,63
conditional_vae,202608042,clean,0.6215901970863342,779,family_56b1bf9100abf79a,25
conditional_vae,202608042,clean,1.4229209043700672,15674,family_9edbfcdbf27d8472,9
conditional_vae,202608042,clean,0.38016519556338924,3153,family_db6398f302f77cb4,77
conditional_vae,202608042,clean,0.8050436409188289,10203,family_776fb0c74fb6af96,24
conditional_vae,202608042,clean,0.8702680468559265,1748,family_be459453ebdfa1da,87
conditional_vae,202608042,clean,0.7396313331444566,3230,family_439fc19617b55d44,37
conditional_vae,202608042,clean,0.67339518959634,2560,family_328dc279bafe7f69,28
conditional_vae,202608042,clean,0.9232450723648071,3803,family_ac0566dd944bc201,41
conditional_vae,202608042,clean,0.9222472906112671,477,family_3fbe0e330aecdc00,67
conditional_vae,202608042,clean,0.836564302444458,704,family_04795413b15e0b98,79
conditional_vae,202608042,clean,1.1946693658828735,1108,family_348b29b5f47eda18,21
conditional_vae,202608042,clean,1.2142033641137095,8731,family_f77d449f1658a159,35
conditional_vae,202608042,clean,1.3346242904663086,242,family_39849966d6043c11,48
conditional_vae,202608042,clean,1.1019804176000738,3169,family_af212e596b07120e,52
conditional_vae,202608042,clean,0.5663191855696441,9069,family_2d3e3d92f30c4369,82
conditional_vae,202608042,clean,0.7051949501037598,1674,family_f0c0dd7c2f3b6a3f,90
conditional_vae,202608042,clean,0.959692120552063,2491,family_5aaa5f6f546aa704,11
conditional_vae,202608042,clean,0.8933097013149602,5759,family_78031f033e192cce,3
conditional_vae,202608042,clean,0.8334830403327942,467,family_961cefc620e3d5ab,53
conditional_vae,202608042,clean,0.8657212695171715,3303,family_fe2836cc1cef695c,42
conditional_vae,202608042,clean,1.0822591119066554,9124,family_0f71c7e0830e1d85,86
conditional_vae,202608042,clean,0.4016373790765013,6286,family_2dbafe5054d4bee7,54
conditional_vae,202608042,clean,0.6931368826491476,14987,family_52885ec61f0240b9,96
conditional_vae,202608042,clean,0.8991626045096925,5460,family_b88eee6ecd7ef6bc,46
conditional_vae,202608042,clean,1.1793755334200295,20432,family_de67cf52f9a2ce89,29
conditional_vae,202608042,clean,1.122745394706726,854,family_7b8c8789f38183da,38
conditional_vae,202608042,clean,0.8383398738647367,10665,family_774f10d6c3d75980,17
conditional_vae,202608042,clean,0.7771001009504376,29458,family_6fbe37a0a6611f64,73
conditional_vae,202608042,clean,0.7570940501622587,12501,family_c64269798048b60f,93
conditional_vae,202608042,clean,0.89192954070046,8558,family_f60bd4cc83d02add,84
conditional_vae,202608042,clean,1.3323379755020142,61,family_39f58e2fd604c61e,51
conditional_vae,202608042,clean,0.6186498999595642,1918,family_101bf32d18499c7d,95
conditional_vae,202608042,clean,1.2161955833435059,156,family_e97b637c75aac2b5,89
conditional_vae,202608042,clean,1.3006808629353352,12995,family_e2c30beb0d4abeae,66
conditional_vae,202608042,clean,1.0646791682729948,3028,family_581cf690b70ed77f,30
conditional_vae,202608042,clean,1.1433741876437986,1789,family_9ccd2f467361ebab,44
conditional_vae,202608042,clean,0.5898441698315532,8256,family_6342008bae187399,83
conditional_vae,202608042,clean,1.1718955039978027,266,family_8661140073b6a2ab,97
conditional_vae,202608042,clean,0.7166626080634102,1890,family_1a8ff9e18d3eabea,16
conditional_vae,202608042,clean,0.8326902397751091,8479,family_b324bd83d2be3825,58
conditional_vae,202608042,clean,0.7556989192962646,725,family_23e85181dd747797,99
conditional_vae,202608042,clean,1.4071234767397163,9580,family_b3ba3218de08f591,8
conditional_vae,202608042,clean,0.5724641697615029,6949,family_38ddaabf01adae92,12
conditional_vae,202608042,clean,0.7638009786605835,945,family_5405158fe7a3977d,71
conditional_vae,202608042,clean,0.6431970596313477,336,family_e4e4467ef74cc720,57
conditional_vae,202608042,clean,1.1349436044692993,1037,family_4f1b63b3eef9f7d0,75
conditional_vae,202608042,clean,0.8979810476303101,522,family_7a300c986fbfa9f2,18
conditional_vae,202608042,clean,1.168094515800476,463,family_6f0024d47bda9a44,45
conditional_vae,202608042,clean,0.5211155414581299,1191,family_746d1e0c3274827f,62
conditional_vae,202608042,clean,0.9948739409446716,1084,family_6a42731481dda124,56
conditional_vae,202608042,clean,1.5835675397951785,15697,family_0ecded087f80d73b,61
conditional_vae,202608042,clean,0.7018155612701346,5721,family_5facacfb4d33d062,1
conditional_vae,202608042,clean,0.7989630699157715,251,family_5cc4efa05e4dc250,13
conditional_vae,202608042,clean,1.0853115081815032,17077,family_4731a6d05dff34ce,15
conditional_vae,202608042,clean,1.0413357883638663,5610,family_c3ae851031cec2bb,91
conditional_vae,202608042,clean,0.8820515897082299,48674,family_30fbd9977a220042,81
conditional_vae,202608042,clean,0.9112815260887146,508,family_e3c89d0945320ec5,0
conditional_vae,202608042,clean,1.2187353372573853,639,family_f99e7467cfd91d72,23
conditional_vae,202608042,clean,1.083693265914917,3294,family_0a0ff01b239a934a,55
conditional_vae,202608042,clean,0.49159035086631775,166,family_5ebcadebe538bd59,31
conditional_vae,202608042,clean,0.5544790625572205,533,family_2fe71bb032cb85fe,20
conditional_vae,202608042,clean,0.9348466928059912,6626,family_e0f7e5849dbe9388,72
conditional_vae,202608042,clean,0.9289835633994322,3859,family_c3abd4306e03adf2,34
conditional_vae,202608042,clean,0.5862558484077454,1559,family_83b27a32aa56f9dc,68
conditional_vae,202608042,clean,1.0049232119404117,2535,family_fa3341292470541d,22
conditional_vae,202608042,clean,0.5586831569671631,548,family_15b8f6d235825863,2
conditional_vae,202608042,clean,0.7784976542881105,10236,family_a95aeca85317a04d,50
conditional_vae,202608042,clean,0.6011029649880112,7309,family_3dffb074803c8f80,47
conditional_vae,202608042,clean,0.7668766379356384,1026,family_1cfa4116628ae42e,94
conditional_vae,202608042,clean,1.0108567476272583,1238,family_f53ae103dc0def58,26
conditional_vae,202608042,clean,0.5005437731742859,1287,family_3db848c291e71542,14
conditional_vae,202608042,clean,0.9699076672955129,3583,family_76f3986b08ecfc19,10
conditional_vae,202608042,clean,0.8344089120143803,13214,family_121eefce620403f7,36
conditional_vae,202608042,clean,1.1171011562404696,20977,family_8aff46e64d1c8360,33
conditional_vae,202608042,clean,0.8121932481140235,4952,family_debbecc1e7f77f3e,4
conditional_vae,202608042,clean,0.5395200252532959,1779,family_f19aa9a5e722eb61,49
conditional_vae,202608042,clean,0.9125714302062988,1815,family_d0b38ee50d018148,92
conditional_vae,202608042,clean,0.6653348803520203,1036,family_aad2d66dec95dc7a,78
conditional_vae,202608042,clean,0.7614431977272034,985,family_59add5a121b9a616,59
conditional_vae,202608042,clean,1.1652281271416538,12091,family_c2d4ffa1539bdafe,27
conditional_vae,202608042,clean,0.6763675212860107,1157,family_58a5b18cf3751bf1,6
conditional_vae,202608042,clean,0.6255249977111816,638,family_8f08581ca21b6c6f,76
conditional_vae,202608042,clean,0.6953719621457986,5203,family_5d6a15b20dff7233,5
conditional_vae,202608042,clean,0.4917958080768585,1312,family_eacebc389812585f,98
conditional_vae,202608042,clean,0.42936959862709045,578,family_3bd7e5ca43f02666,65
conditional_vae,202608042,clean,0.5652977824211121,377,family_da2cbb03fa208ffc,7
conditional_vae,202608042,clean,0.6770910873485481,15281,family_5fe0b889b5279fed,32
conditional_vae,202608042,clean,0.6156593561172485,654,family_58c32a6b58cc329f,69
conditional_vae,202608042,clean,1.1365970663259441,4931,family_d4c8efafc098f593,80
conditional_vae,202608042,clean,0.7177887919116941,6166,family_853b6705e7d7e7a9,70
conditional_vae,202608042,clean,1.1236329078674316,1558,family_7c104874587dddcc,39
conditional_vae,202608042,clean,1.2672542333602905,3893,family_2eec85a0fe915e64,40
conditional_vae,202608042,clean,0.7806451916694641,1189,family_08157e0ead630e5c,85
conditional_vae,202608042,clean,1.3869201775917939,12275,family_67cf34a836b9cd6c,64
conditional_vae,202608042,clean,0.9628893796592913,3188,family_a03ac5414952d229,43
conditional_vae,202608042,clean,1.3137040485909224,5109,family_4da27be0a15493fc,60
conditional_vae,202608040,unrelated_donor,0.7288951658331535,3093,family_d1a92696717aa9c2,19
conditional_vae,202608040,unrelated_donor,0.9625325202941895,1216,family_3835425eafb00035,74
conditional_vae,202608040,unrelated_donor,0.6851001977920532,412,family_a534382ff42b71fb,88
conditional_vae,202608040,unrelated_donor,0.5872779763792991,4197,family_6d17de7e325f25f8,63
conditional_vae,202608040,unrelated_donor,0.5677405595779419,779,family_56b1bf9100abf79a,25
conditional_vae,202608040,unrelated_donor,1.3780683561507363,15674,family_9edbfcdbf27d8472,9
conditional_vae,202608040,unrelated_donor,0.37415048671910545,3153,family_db6398f302f77cb4,77
conditional_vae,202608040,unrelated_donor,0.7779857713335182,10203,family_776fb0c74fb6af96,24
conditional_vae,202608040,unrelated_donor,0.8435584306716919,1748,family_be459453ebdfa1da,87
conditional_vae,202608040,unrelated_donor,0.7110217979079798,3230,family_439fc19617b55d44,37
conditional_vae,202608040,unrelated_donor,0.6586742334999144,2560,family_328dc279bafe7f69,28
conditional_vae,202608040,unrelated_donor,0.9144155979156494,3803,family_ac0566dd944bc201,41
conditional_vae,202608040,unrelated_donor,0.8768150806427002,477,family_3fbe0e330aecdc00,67
conditional_vae,202608040,unrelated_donor,0.8513457775115967,704,family_04795413b15e0b98,79
conditional_vae,202608040,unrelated_donor,1.1220394372940063,1108,family_348b29b5f47eda18,21
conditional_vae,202608040,unrelated_donor,1.1934601912969796,8731,family_f77d449f1658a159,35
conditional_vae,202608040,unrelated_donor,1.304438591003418,242,family_39849966d6043c11,48
conditional_vae,202608040,unrelated_donor,1.0544636510606442,3169,family_af212e596b07120e,52
conditional_vae,202608040,unrelated_donor,0.5328532000836234,9069,family_2d3e3d92f30c4369,82
conditional_vae,202608040,unrelated_donor,0.6849775910377502,1674,family_f0c0dd7c2f3b6a3f,90
conditional_vae,202608040,unrelated_donor,0.8995558023452759,2491,family_5aaa5f6f546aa704,11
conditional_vae,202608040,unrelated_donor,0.8957071362797803,5759,family_78031f033e192cce,3
conditional_vae,202608040,unrelated_donor,0.7742041349411011,467,family_961cefc620e3d5ab,53
conditional_vae,202608040,unrelated_donor,0.8316009860850088,3303,family_fe2836cc1cef695c,42
conditional_vae,202608040,unrelated_donor,1.045371261762977,9124,family_0f71c7e0830e1d85,86
conditional_vae,202608040,unrelated_donor,0.3818528149970352,6286,family_2dbafe5054d4bee7,54
conditional_vae,202608040,unrelated_donor,0.6295997895821884,14987,family_52885ec61f0240b9,96
conditional_vae,202608040,unrelated_donor,0.8692353880449093,5460,family_b88eee6ecd7ef6bc,46
conditional_vae,202608040,unrelated_donor,1.1484494153979055,20432,family_de67cf52f9a2ce89,29
conditional_vae,202608040,unrelated_donor,1.099820613861084,854,family_7b8c8789f38183da,38
conditional_vae,202608040,unrelated_donor,0.8223535977111867,10665,family_774f10d6c3d75980,17
conditional_vae,202608040,unrelated_donor,0.7429794717550489,29458,family_6fbe37a0a6611f64,73
conditional_vae,202608040,unrelated_donor,0.7270851816122899,12501,family_c64269798048b60f,93
conditional_vae,202608040,unrelated_donor,0.8727077515876357,8558,family_f60bd4cc83d02add,84
