condition,variant,seed,edge_recall_target,edge_recall_observed,fp_injection_ratio_target,fp_false_edge_count,fp_injection_ratio_observed,fp_formula,files_retained,reference_files,reference_families,reference_multi_member_families,residual_known_cross_split_family_count,residual_contaminated_test_family_rate,residual_contaminated_test_file_rate,split_train_ratio,split_validation_ratio,split_test_ratio,split_abs_ratio_error,split_ratio_l1_error,reassignment_fraction_vs_file_split,inferred_component_count,inferred_nontrivial_component_count,largest_inferred_component,component_size_median,component_size_p95,reference_family_recovery_rate,pairwise_relation_precision,pairwise_same_family_recall,pairwise_relation_f1,over_merge_component_count,over_merge_component_rate,under_split_reference_family_count,under_split_rate,runtime_s,peak_rss_mb_process
file_level_random,baseline,20260819025,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5024,0.2929616887282057,0.3131160394265233,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,1.8740029190666974e-06,110.6796875
file_level_random,baseline,20260819026,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5044,0.29385377221089426,0.31339605734767023,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.2940002963878214e-06,110.6796875
file_level_random,baseline,20260819027,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4990,0.29215456674473067,0.31468413978494625,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.2759999157860875e-06,110.6796875
file_level_random,baseline,20260819028,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4985,0.292684358853922,0.3180443548387097,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.4649998522363603e-06,110.6796875
file_level_random,baseline,20260819029,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5067,0.296211855489302,0.31709229390681004,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.6650013751350343e-06,110.6796875
file_level_random,baseline,20260819030,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5046,0.2949497311199439,0.3154121863799283,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,1.9130020518787205e-06,110.6796875
file_level_random,baseline,20260819031,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5057,0.2954372845708944,0.3153001792114695,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,4.56900306744501e-06,110.6796875
file_level_random,baseline,20260819032,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5051,0.2947251721321041,0.31518817204301075,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.535001840442419e-06,110.6796875
file_level_random,baseline,20260819033,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5066,0.29596307764211016,0.31810035842293904,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.926004526671022e-06,110.6796875
file_level_random,baseline,20260819034,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4975,0.2900029146021568,0.3111559139784946,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,5.560003046412021e-06,110.6796875
file_level_random,baseline,20260819035,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5094,0.29692235952436463,0.317372311827957,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,1.954002073034644e-06,110.6796875
file_level_random,baseline,20260819036,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5114,0.2979318380425284,0.31810035842293904,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.7550049708224833e-06,110.6796875
file_level_random,baseline,20260819037,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4951,0.28932912575970077,0.3100358422939068,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.435001078993082e-06,110.6796875
file_level_random,baseline,20260819038,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4897,0.28686075801066135,0.3094198028673835,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,7.023001671768725e-06,110.6796875
file_level_random,baseline,20260819039,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5045,0.2949602432179607,0.3166442652329749,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,1.863001671154052e-06,110.6796875
file_level_random,baseline,20260819040,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5088,0.29754385964912283,0.3201164874551971,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.8759968699887395e-06,110.6796875
file_level_random,baseline,20260819041,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5026,0.2940556985724315,0.31569220430107525,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,5.621004675049335e-06,110.6796875
file_level_random,baseline,20260819042,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5004,0.2923067936211227,0.3139000896057348,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.886998456437141e-06,110.6796875
file_level_random,baseline,20260819043,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4945,0.28874226322550506,0.309923835125448,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.116001607850194e-06,110.6796875
file_level_random,baseline,20260819044,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5075,0.2965581721498276,0.3177083333333333,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,4.0380036807619035e-06,110.6796875
file_level_random,baseline,20260819045,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4981,0.2919524060723287,0.3142361111111111,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.1760064302943647e-06,110.6796875
file_level_random,baseline,20260819046,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5055,0.29557946439012983,0.31709229390681004,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.0229999790899456e-06,110.6796875
file_level_random,baseline,20260819047,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4942,0.2890565596303445,0.30997983870967744,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.3670003176666796e-06,110.6796875
file_level_random,baseline,20260819048,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5032,0.2935993931968026,0.3138440860215054,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,4.7290013753809035e-06,110.6796875
file_level_random,baseline,20260819049,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5088,0.29747427502338636,0.31866039426523296,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.3050015443004668e-06,110.6796875
file_level_random,baseline,20260819050,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5120,0.29927519289221416,0.32112455197132617,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.507004294078797e-06,110.6796875
file_level_random,baseline,20260819051,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5025,0.2929516702617618,0.3138440860215054,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,4.918998456560075e-06,110.6796875
file_level_random,baseline,20260819052,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4925,0.28733955659276544,0.308915770609319,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.5769990063272417e-06,110.6796875
file_level_random,baseline,20260819053,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5050,0.29518353986439094,0.3173163082437276,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.2140011424198747e-06,110.6796875
file_level_random,baseline,20260819054,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5040,0.2945817990531299,0.31574820788530467,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.727000148501247e-06,110.6796875
file_level_random,baseline,20260819055,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5106,0.2983696604920236,0.31955645161290325,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.7569989217445254e-06,110.6796875
file_level_random,baseline,20260819056,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5025,0.2933278851205417,0.3142921146953405,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.6850029826164246e-06,110.6796875
file_level_random,baseline,20260819057,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5052,0.29524867044591196,0.317372311827957,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.1460003810934722e-06,110.6796875
file_level_random,baseline,20260819058,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5055,0.29526869158878505,0.3164762544802867,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.706998541019857e-06,110.6796875
file_level_random,baseline,20260819059,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4998,0.2924859550561798,0.3149641577060932,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,1.9139988580718637e-06,110.6796875
file_level_random,baseline,20260819060,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5114,0.29962502929458634,0.3213485663082437,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.043998392764479e-06,110.6796875
file_level_random,baseline,20260819061,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5105,0.2980325763325355,0.31950044802867383,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,3.50600021192804e-06,110.6796875
file_level_random,baseline,20260819062,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,4940,0.28789556500961594,0.3081317204301075,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,2.6650013751350343e-06,110.6796875
file_level_random,baseline,20260819063,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5000,0.2915621902151729,0.3114359318996416,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,1.9329963834024966e-06,110.6796875
file_level_random,baseline,20260819064,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5005,0.29178569346470007,0.31154793906810035,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,5.369998689275235e-06,110.6796875
file_level_random,baseline,20260819065,,0.0,,0,0.0,false_positive_edges / (reference_positive_edges + false_positive_edges),178561,178561,140427,20797,5045,0.29406621590114246,0.31451612903225806,0.8000011200654118,0.09999943996729409,0.09999943996729409,1.120065411752691e-06,2.2401308235886486e-06,0.0,178561,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,20797,1.0,1.8230057321488857e-06,110.6796875
