seed,condition,cohort,nll,token_count,family_id,family_order
0,clean,control,0.38937991309221887,5968,family_9dbf43a9d569c04f,181
0,clean,control,0.6330601594835051,5730,family_8ba71a11594a0b10,326
0,clean,control,0.6079531422237945,1530,family_e38bf4eb3506f212,56
0,clean,control,0.6093416968703548,4290,family_ca6161b56d80cab2,398
0,clean,control,0.7294726173845317,6255,family_b4dfbc9dfe23dd94,105
0,clean,control,0.9193002360173395,11668,family_44153237d3401d70,434
0,clean,control,0.581186287480743,11424,family_b1bfbd4df51d3281,5
0,clean,control,0.4163169339711748,903,family_489085f0784e16ac,167
0,clean,control,0.627213021240754,2129,family_960f71ee7da5de06,269
0,clean,control,0.2860290962453948,1607,family_15270847da98bf26,347
0,clean,control,0.5132780833000486,3960,family_58ec76f0444692f7,157
0,clean,control,0.5879308653233093,19897,family_8a0b900fe4ce844d,360
0,clean,control,0.5306011986944132,3999,family_95ae66ec7f1b9697,448
0,clean,control,0.9003235321044922,875,family_12b4e37d97465d0a,418
0,clean,control,0.35294082922409276,3670,family_c29fb15617d16c65,329
0,clean,control,0.46447654485749007,1282,family_531a64b78d3f6b6e,238
0,clean,control,0.7888924710208358,24927,family_cfb8414dd0ed5e61,156
0,clean,control,0.4424257402893909,1444,family_361226c27f4b583c,93
0,clean,control,0.9427637053397302,4346,family_3aec88616484d2b6,224
0,clean,control,0.5837704873031122,1327,family_cb615c986d58b9f8,299
0,clean,control,0.7903074297528886,7506,family_a5428498c7c08cf4,28
0,clean,control,0.6385325357981838,8080,family_4088ef571aaf36b5,104
0,clean,control,0.296999061835391,2842,family_6532a15861b5fee0,46
0,clean,control,0.5855003362521529,384,family_252435156f9ef851,443
0,clean,control,0.47030139553107425,5208,family_3fe46c2063150b43,439
0,clean,control,0.5972129523652508,18771,family_8b82200a19c5284b,42
0,clean,control,0.31814192388864126,1632,family_c5129a2465a145bd,145
0,clean,control,0.8383783620543843,8010,family_753059cc96813ec7,264
0,clean,control,0.6531363916249396,12591,family_5babdebfe8e80836,371
0,clean,control,0.4435560243714713,6411,family_7805857c4980d13c,427
0,clean,control,0.585616065877184,1611,family_b14e195ae596f5ca,184
0,clean,control,0.9308280944824219,266,family_45a9a446b545ce75,215
0,clean,control,0.4355054032629927,10771,family_1a517eb1bb640998,433
0,clean,control,0.8318560681586515,2233,family_2da4728a37224b1a,240
0,clean,control,0.5988714421459471,377,family_17644d105f6d79d5,458
0,clean,control,0.6460521964853206,8183,family_ddd2c37740ff58a2,86
0,clean,control,0.5519565389164396,2368,family_f7f3839ac58c1a58,447
0,clean,control,0.6059460988845407,13516,family_66b2e70bd2d3ce49,159
0,clean,control,0.5185021896025432,7541,family_ef81322fe4591b85,442
0,clean,control,0.44624346001985116,11874,family_31f5f0755be116cf,346
0,clean,control,0.31642649143903806,2937,family_c21274f2eb197439,197
0,clean,control,0.6021618450175316,7705,family_42a2837394ab47d1,405
0,clean,control,0.7488294716167861,8804,family_6efd47f4e7625286,8
0,clean,control,0.6946990242551397,6259,family_ca2717eac3411b29,389
0,clean,control,0.7857047654058869,18464,family_b4cc6bf90e9fe8d0,355
0,clean,control,0.5408521956069722,1494,family_5ac6bbfde7e41ea2,452
0,clean,control,0.9593229972702875,1691,family_5b702cf6ad770b44,258
0,clean,control,0.5858365908437981,4310,family_e8523609850692e2,309
0,clean,control,0.774803870182606,3891,family_c93045766e35cdce,131
0,clean,control,0.6738142744426953,1862,family_41d870642c85787c,286
0,clean,control,0.5159210246899634,8614,family_e92e73cc15be90fc,391
0,clean,control,0.5721223036962766,7992,family_a5be12c3425856ca,341
0,clean,control,0.638222155286497,9269,family_b4e54fd6b86765a7,100
0,clean,control,1.0200603473142986,2740,family_f6ec39a379c5708b,187
0,clean,control,0.9362570941932802,615,family_ce0fe6a313ad3fa7,72
0,clean,control,0.5087521517426713,9540,family_0d74725de98c4bb2,316
0,clean,control,0.4422381283223834,11933,family_db8a7f65a6428bf1,76
0,clean,control,0.5640140102102886,8118,family_7a299533cf0677c1,384
0,clean,control,0.49169682551499927,1538,family_6fdd03c196b1863d,369
0,clean,control,0.30913364289618417,1516,family_42c8e9672e12c968,397
0,clean,control,0.4510519236622969,703,family_7349598b33c049cb,70
0,clean,control,0.08218201349586085,5856,family_70735ae7b3233e96,212
0,clean,control,0.9754210612495215,7503,family_a0838daefd74be4b,19
0,clean,control,0.962364495277316,5376,family_28a333d9037bf992,420
0,clean,control,0.5955537374584928,8764,family_0ac37a6cf3e1a691,356
0,clean,control,0.43672643867029526,8953,family_c10f45db237bb96c,253
0,clean,control,0.705419854894853,2342,family_72340b299451623e,103
0,clean,control,0.5185937220260709,14896,family_69f22f7a30e471a2,214
0,clean,control,0.24848986898469833,1543,family_28bee39b5c21fe9d,311
0,clean,control,0.6118651755996373,1150,family_6a57cb9a85811216,283
0,clean,control,0.30051066994773584,1119,family_bbf9bd595ed0e3ae,294
0,clean,control,0.22870673945940592,2176,family_f6645dba4758639d,351
0,clean,control,0.8989608150064045,5556,family_90e4eeca3b9056bc,95
0,clean,control,0.6435392338351885,3659,family_226194ed4cf87102,249
0,clean,control,0.7637382880796858,12128,family_423d353537dce020,108
0,clean,control,0.7560134198727524,5546,family_e94c3b88439b9029,241
0,clean,control,0.20930362036954467,1556,family_9328bcf632c26907,229
0,clean,control,0.8483331197029755,3522,family_2d97c1fe9f1f35cb,295
0,clean,control,0.34253065628881224,8657,family_2daf31b4fc409af5,323
0,clean,control,0.48912242667265077,1611,family_4207ad52459ede8b,154
0,clean,control,1.031333848342121,3423,family_d17cfeb524a60ef8,327
0,clean,control,0.35538533484780943,924,family_2624676d2c88ea6d,171
0,clean,control,0.3746761391877542,814,family_cd6b8c017c692fc0,425
0,clean,control,0.6742034163904487,3220,family_7308f8408f102e02,365
0,clean,control,0.9161808973698194,6187,family_bbdb130f24f492f3,271
0,clean,control,0.7978355554719045,2895,family_8eb050e85c8cbe00,444
0,clean,control,0.7713972396950005,3789,family_8cf04bc28e56473d,81
0,clean,control,0.30644111413258607,3516,family_f0e97a3ae19f4883,445
0,clean,control,0.7968319788911289,3325,family_3c16cf85716dcecf,137
0,clean,control,0.554164108633995,860,family_0ae88fc74fe94e45,194
0,clean,control,0.4296516829737572,7721,family_adb9f960ea267631,333
0,clean,control,0.35224219778540333,1663,family_845dcb037dda9ca4,23
0,clean,control,0.6161411784313343,2835,family_824e732522aeff8c,188
0,clean,control,0.8932183812087223,2358,family_b45145574ef29d16,237
0,clean,control,0.8112262380201238,1679,family_3498095076b2c688,126
0,clean,control,0.4252047961340131,14516,family_7b0c7aa83467acba,246
0,clean,control,0.3512036687472841,1874,family_ef2744416d3c3898,59
0,clean,control,0.4782644485920759,9437,family_a120ee09300e50dd,203
0,clean,control,0.5525420936309017,13840,family_662a7ad6856a20ec,183
0,clean,control,0.32361160184110577,2842,family_ec8e45be3f13c228,162
0,clean,control,0.34453417360782623,2412,family_ea1251a92d0d608d,408
0,clean,control,0.43819064951971815,2665,family_ae10005ebef62f9a,431
0,clean,control,0.5448626009472312,2844,family_ba502bbadd80dbad,428
0,clean,control,0.7387555729642626,1413,family_0c4758d0d8c17e4c,464
0,clean,control,0.5458672143104626,2194,family_c8c5b3165dc3d00f,381
0,clean,control,1.3718897104263306,146,family_f8a4c4cf96d7d3a4,435
0,clean,control,0.6714275812106325,3326,family_c4c2d9a3593749d3,349
0,clean,control,0.3773635202151024,6740,family_a790cfe693f8277b,91
0,clean,control,0.49844270211220937,829,family_b80c0a0cc51e9cb0,115
0,clean,control,0.4823367223038722,6395,family_cab1c6011a1fdaa6,455
0,clean,control,0.5932716914266665,7047,family_e5d8b71a52363ad9,298
0,clean,control,0.4513198361937339,3802,family_c7dc176fdd0217ba,335
0,clean,control,0.466152320653347,16236,family_103aaa5d05f6ae8e,48
0,clean,control,0.3562356107608023,1521,family_bce72a81e9f7a75f,359
0,clean,control,0.6494398042697342,14066,family_88158f96b47c8463,190
0,clean,control,0.47498254241961235,4268,family_63a00abd27340f71,175
0,clean,control,0.7730996006759882,4927,family_16690ce1f5941cee,305
0,clean,control,0.5533737858735933,5038,family_48b38ab68cade6ec,407
0,clean,control,0.5806511277811465,4223,family_c3cdd4e1b48a655d,247
0,clean,control,0.5772204896800507,9569,family_4857774525078786,466
0,clean,control,0.7505632982294997,4772,family_106f59648a0c9c35,460
0,clean,control,0.4711129615704219,354,family_fc3f9109e95affd2,285
0,clean,control,0.3973854394084869,4794,family_94f7ed188c628e96,113
0,clean,control,0.32785647985028343,6520,family_37f9e97be389a23e,29
0,clean,control,0.5679713665645386,3755,family_a59a0356188b4355,243
0,clean,control,0.8887364498940937,858,family_71ce23a7f17005f8,26
0,clean,control,0.5832679945049574,7479,family_f758022272171098,82
0,clean,control,0.718457667660295,855,family_499863e15eed8232,189
0,clean,control,0.6596727794852768,15654,family_a6b1e6c8dc05d3fc,302
0,clean,control,0.39300238253090014,2887,family_aa6f2c9ac321af63,125
0,clean,control,0.6231956270877178,7731,family_4479ba395f10b6fa,172
0,clean,control,0.9284064356161623,392,family_cfd4d018d597a4a5,78
0,clean,control,0.45605364171802903,1258,family_28595fb1bc0f3fc9,11
0,clean,control,0.4504280418937115,2982,family_c199799f0010c2ba,437
0,clean,control,0.37330004053744675,4254,family_83cee363496e020d,109
0,clean,control,0.4556933000937782,1408,family_474f139056c4a4a8,415
0,clean,control,0.746900329643502,8931,family_f49521b3b9139607,376
0,clean,control,0.41429175597340534,1612,family_2299048dcdfc88ae,17
0,clean,control,0.6001733086358614,994,family_8ce450e0fd5b760b,206
0,clean,control,0.8159797999141912,13977,family_11716c30ab805b83,279
0,clean,control,0.5095593456720127,3297,family_c9107e559bc10df1,263
0,clean,control,0.223662503051072,2955,family_1cde6c60b123043d,312
0,clean,control,0.6829531585147043,2505,family_e1fdfc5d8014a775,296
0,clean,control,0.6813193006821557,2041,family_15f4d27f85125588,87
0,clean,control,1.1213878286627632,5874,family_8afe0a881f58daf3,50
0,clean,control,0.5128019216666193,5642,family_efea7bec2494faa6,94
0,clean,control,0.537753340099279,2259,family_5eb48950a52ed210,40
0,clean,control,1.223366322676391,3164,family_3c27a50068e49a53,461
0,clean,control,0.5063969965775807,1650,family_9f6868eefbbbed1e,106
0,clean,control,0.6589034341994369,3276,family_6f452079ad53f9e3,52
0,clean,control,0.5261267402103512,7753,family_90b698ed239c72f3,342
0,clean,control,0.449519361563056,7172,family_7a51865c49a891df,394
0,clean,control,0.4528489437262448,1378,family_c2ad44d60ca30de3,377
0,clean,control,0.7497608832876135,5152,family_7080c9dc9123eefa,380
0,clean,control,0.47596488005768806,1226,family_f1ec422e65e5e3a9,216
0,clean,control,0.9213357687013827,13728,family_b3a5b65ace87c66a,259
0,clean,control,0.6322849397341926,6160,family_ddc2b06f90b14767,440
0,clean,control,0.4354126854840588,2778,family_12c80f084ce84e4d,134
0,clean,control,0.53898858627439,1052,family_11b4c8394b81742f,74
0,clean,control,0.7779554762838443,5219,family_f4ef77025e9d585a,332
0,clean,control,0.5163920437032282,2484,family_dba84aa0b1e1bdf3,307
0,clean,clean_validation,0.7746641409855836,2157,family_9c8265b1eeaa3ea5,304
0,clean,clean_validation,0.764906530787323,6507,family_6a1661bec1a85809,379
0,clean,clean_validation,0.5578352153048595,3067,family_62ccf7e9625e13cf,166
0,clean,clean_validation,0.709495044225514,20162,family_cd21aac5ba3653c4,321
0,clean,clean_validation,0.22576102709647305,1455,family_30e6b27558fb2cfa,308
0,clean,clean_validation,0.7035640732268966,2139,family_589dd5dee42e0ba5,47
0,clean,clean_validation,0.5581326968823744,11111,family_44b8f32f06eed8e1,261
0,clean,clean_validation,1.1186103115126507,12902,family_6c0a1a049e992ced,301
0,clean,clean_validation,0.4474917163149237,1939,family_5e036e81da0eb73a,413
0,clean,clean_validation,0.6784950676066837,3955,family_656a111a8d37395f,372
0,clean,clean_validation,0.7360758280212228,2376,family_758bfda9a8447363,12
0,clean,clean_validation,0.6422488077131947,18218,family_da1dbdb1ef9b795a,454
0,clean,clean_validation,0.5279001811304045,12428,family_0e127a8896fec497,274
0,clean,clean_validation,0.5397425469043536,24324,family_c80507fcf9585b1a,63
0,clean,clean_validation,0.6817059997552233,17091,family_f40ceb541a7c4872,208
0,clean,clean_validation,0.6099538876489861,4938,family_8e6f7d5acf9b6927,450
0,clean,clean_validation,1.120801475836536,6350,family_a205b4830de0571b,35
0,clean,clean_validation,0.7425336822146842,7631,family_210dd87434e478ea,204
0,clean,clean_validation,0.7069476627040747,1737,family_6e5e431caa44724b,151
0,clean,clean_validation,1.0036067962646484,312,family_4ac111dfdda85e07,38
0,clean,clean_validation,0.48371079548141477,2989,family_2ff844206e33f622,15
0,clean,clean_validation,0.5367680112717057,9620,family_f24572f09d62eaf7,289
0,clean,clean_validation,0.6386609010598483,5697,family_4583de96403df727,330
0,clean,clean_validation,0.8759869054422507,6828,family_362a9e5c40bfd73b,129
0,clean,clean_validation,0.46008765645687105,4776,family_c7ff83fca90f3302,58
0,clean,clean_validation,0.40535563981064415,814,family_bb3044002b4e58d3,6
0,clean,clean_validation,0.7442080400558131,10581,family_9dbad3b7dfff2d80,257
0,clean,clean_validation,0.9261740944814767,2805,family_d5eeefd1295fe235,164
0,clean,clean_validation,0.05573916723487314,19313,family_8c6ad2ae9108308a,41
0,clean,clean_validation,0.8260788986248336,1015,family_ec7448c261485925,343
0,clean,clean_validation,0.92716756552013,1876,family_da99763bd9ab0129,170
0,clean,clean_validation,0.38119414223757286,11710,family_bce1d9194265651f,419
0,clean,clean_validation,0.39888652161030114,1902,family_ff7d06f50d504d40,430
0,clean,clean_validation,0.30596070923630336,2072,family_df37c270d2661cca,144
0,clean,clean_validation,0.5791580940826124,3561,family_9b9f0055f4a82932,64
0,clean,clean_validation,0.7421678833327101,2503,family_faee5ab013f7ff85,325
0,clean,clean_validation,0.785856008113471,2005,family_b45e27dc8b0341f7,57
0,clean,clean_validation,0.895327200491021,16528,family_f59f5e228f38301b,282
0,clean,clean_validation,0.6741441092274177,6659,family_c57c54f6ba0d776c,2
0,clean,clean_validation,0.5455324256270805,3273,family_f564283e7832e835,268
0,clean,clean_validation,0.794319267962831,7921,family_5d2bdbbdab0c254a,235
0,clean,clean_validation,0.49677434818438143,1579,family_d3608e2028ea88cd,223
0,clean,clean_validation,1.1581191048447022,1770,family_7027306433055f85,127
0,clean,clean_validation,0.7905847396607728,1826,family_2b1f911727bc0f28,292
0,clean,clean_validation,0.3508300783788504,10390,family_f93c07f1442fee3f,318
0,clean,clean_validation,0.3903438073228782,1562,family_461db8faf995097d,143
0,clean,clean_validation,0.4661190415398245,7697,family_82ec8fa32d7834d5,410
0,clean,clean_validation,0.6830146036250337,1562,family_749fba182099ed6d,71
0,clean,clean_validation,0.21953347555787886,944,family_8024beb4c78afab2,99
0,clean,clean_validation,0.9499414474436383,19290,family_f23f6749eb1b82cb,404
0,clean,clean_validation,0.5034389639792799,1764,family_edcd18dc1b4c2424,111
0,clean,clean_validation,0.6535958725618376,13384,family_c3461b971572611a,124
0,clean,clean_validation,0.6246384108891481,2948,family_958e7885cfed5eee,110
0,clean,clean_validation,0.7037523120461088,3300,family_857ac66271083d60,417
0,clean,clean_validation,0.7029232467923846,2499,family_34a64d8a4071e429,207
0,clean,clean_validation,0.4100695691831559,1349,family_6e62e1ee9b4413df,128
0,clean,clean_validation,0.2823214928309123,1341,family_714ef4d49b7733fe,320
0,clean,clean_validation,0.26445584951966866,1517,family_bdc5646a39fdf7df,4
0,clean,clean_validation,0.2747439421670285,1557,family_760ef99c05a28dc4,138
0,clean,clean_validation,0.588949623319261,2572,family_b29c451a4015599c,102
0,clean,clean_validation,0.24210367894837506,1291,family_3870744e242d6177,272
0,clean,clean_validation,0.6727619433840722,8116,family_27a4c5018af1ecf2,457
0,clean,clean_validation,0.3646323583832308,1904,family_6947476df68e3d6b,186
0,clean,clean_validation,0.3473120255841955,1578,family_825c369d9b6227f5,244
0,clean,clean_validation,0.5850529225043727,2842,family_d018701072ce56d1,375
0,clean,clean_validation,0.7100119925381845,969,family_af46046507aa5c4b,13
0,clean,clean_validation,0.49397540164347703,539,family_96b0ad618634da70,314
0,clean,clean_validation,1.2032630253080256,3348,family_5b29d45b1b74f69b,324
0,clean,clean_validation,0.7668258340780784,5779,family_90cefd12934f9e67,234
0,clean,clean_validation,0.5392405787461889,25228,family_98892bedb7f9d59b,54
0,clean,clean_validation,0.6762997532713975,4229,family_94351083126b6b1b,51
0,clean,clean_validation,0.26199647940573145,1525,family_ce89062820b48da8,122
0,clean,clean_validation,0.6152495812472267,6110,family_ea58f8138f27b5e0,374
0,clean,clean_validation,0.2996128718815401,1522,family_a95d783f29ff5f7c,255
0,clean,clean_validation,0.6051679758456463,1726,family_f0661de6bc71701f,185
0,clean,clean_validation,0.5362244661613497,8043,family_5d3d1daaec343597,193
0,clean,clean_validation,0.38293615097394873,1309,family_e8cb9897ff240a4d,88
0,clean,clean_validation,0.6467244030088969,1142,family_fef5119467f26a60,117
0,clean,clean_validation,0.4258812703615846,1495,family_b3fc875c4307367f,260
0,clean,clean_validation,0.898466759342728,6710,family_7928fb3bcf30fe40,387
0,clean,clean_validation,0.6933365034314629,1991,family_9464bde23ede34ad,92
0,clean,clean_validation,0.7370872416433862,8251,family_d523e2dc4868e3d0,432
0,clean,clean_validation,0.4318025012811025,1224,family_a867a9ff31d7e843,160
0,clean,clean_validation,0.4398755229157234,7981,family_91fe9ebe937e9a4f,89
0,clean,clean_validation,0.7525482159768436,4230,family_b64927abcac796eb,25
0,clean,clean_validation,0.4713841295757542,1689,family_7edc82a2252e2e6e,438
0,clean,clean_validation,0.517462943852175,1574,family_4b852dbf1e794923,357
0,clean,clean_validation,0.6665112020607913,1827,family_563fe3303eebd925,400
0,clean,clean_validation,0.4665942173430917,3676,family_825a5ea04144cdf5,97
0,clean,clean_validation,0.5082614618566145,27160,family_66fe0fff60f28bb8,395
0,clean,clean_validation,0.6603453428953909,7702,family_fff32f675df6e246,149
0,clean,clean_validation,0.6592627295583996,1347,family_bddc3df46e1612bd,328
0,clean,clean_validation,0.7641723267653822,1393,family_707a66a54d5d07f1,350
0,clean,clean_validation,0.7510329978401002,2603,family_4ff754452abfe1ad,37
0,clean,clean_validation,0.5129889365037282,1950,family_806c28890e83d1b7,217
0,clean,clean_validation,0.5519015623157071,9941,family_6e4b2298992c0064,396
0,clean,clean_validation,0.6579352408405872,13072,family_0c1eaf227312a9e3,388
0,clean,clean_validation,0.6804462311952385,4594,family_131dc61b0ead1e81,421
0,clean,clean_validation,0.3796793733009654,2706,family_6d8e82b92757700b,218
0,clean,clean_validation,0.3938978910446167,814,family_aa8223246d86399a,429
0,clean,clean_validation,0.853701769800331,8493,family_2610a466be6431bd,140
0,clean,clean_validation,0.1890326300494967,991,family_844bdfa71db6282e,463
0,clean,clean_validation,0.35407960694386614,1802,family_79c56d72187d17b4,66
0,clean,clean_validation,0.7444454071503024,8781,family_c21b420244a2f529,192
0,clean,clean_validation,0.5602332212314474,1445,family_ea4d93ae43323fc0,358
0,clean,clean_validation,0.7594034740138561,9400,family_98d33eafd0a315ec,211
0,clean,clean_validation,0.6103323670152058,15162,family_0747deadeb7f7b70,7
0,clean,clean_validation,0.8344199743842559,1835,family_c02706043ada877d,353
0,clean,clean_validation,0.7355458092036656,1899,family_8527ab32edd1926e,209
0,clean,clean_validation,0.5549816654874132,770,family_a6318d458c7ff0f0,68
0,clean,clean_validation,0.8459581562572163,9835,family_8d09b59dc4c3c92c,133
0,clean,clean_validation,0.6702782303020213,10779,family_a835909477e34760,191
0,clean,clean_validation,0.5966362711483664,1561,family_ae2839615ac6b954,177
0,clean,clean_validation,0.664764200065945,3330,family_604fb05b51791b98,344
0,clean,clean_validation,0.6755410435999722,3931,family_eb03af6100c4cc53,179
0,clean,clean_validation,0.34605227907498676,1548,family_1e497d5fdffc2861,61
0,clean,clean_validation,0.9863543896226358,1562,family_9426b994e131f361,456
0,clean,clean_validation,0.58222364020565,1974,family_f316d9b341fbcc19,44
0,clean,clean_validation,0.4907940178343447,1556,family_7cfa6c1d3b3b22dc,201
0,clean,clean_validation,0.7551413327982995,9040,family_740827909b2759df,364
0,clean,clean_validation,0.7434553997789918,2530,family_96434369b3f61fa2,176
