family_id,pair_class,token_count,clean_nll,unrelated_nll,same_family_nll,leakage_gain_unrelated_minus_same,same_gain_clean_minus_same,generic_gain_clean_minus_unrelated,same_interval_4gram_jaccard,same_interval_8gram_jaccard,same_token_8gram_jaccard,same_token_16gram_jaccard,same_token_32gram_jaccard,same_normalized_lcs,same_pitch_class_cosine
family_1a8ff9e18d3eabea,structurally_nonexact,1890,0.6228262353300839,0.6195399152643887,0.5460233106814995,0.07351660458288922,0.0768029246485844,0.0032863200656951808,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_774f10d6c3d75980,structurally_nonexact,10665,0.7918474877121895,0.7697385896205119,0.5363267491452115,0.2334118404753004,0.255520738566978,0.022108898091677598,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
family_7a300c986fbfa9f2,structurally_nonexact,522,0.8655941019341405,0.8695858270500811,0.8034028060743789,0.06618302097570228,0.062191295859761686,-0.003991725115940592,0.22044728434504793,0.18354430379746836,0.12197928653624857,0.05280348394120849,0.012779552715654952,0.04261954261954262,0.9163205278777666
family_d1a92696717aa9c2,structurally_nonexact,3093,0.6218763665207913,0.6197237656642964,0.45448672750898317,0.16523703815531326,0.1673896390118081,0.002152600856494824,1.0,1.0,0.9125,0.8724279835390947,0.8282208588957055,0.5437837837837838,1.0
family_2fe71bb032cb85fe,structurally_nonexact,533,0.5415519625414454,0.5304864935013113,0.40061685530523566,0.1298696381960756,0.14093510723620978,0.011065469040134168,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_348b29b5f47eda18,structurally_nonexact,1108,1.0696846875759956,1.0709516875329288,1.0205559319178839,0.050395755615044946,0.0491287556581117,-0.0012669999569332457,0.3684210526315789,0.35877862595419846,0.36556776556776555,0.35384615384615387,0.3304029304029304,0.3314794215795328,0.955020220849216
family_fa3341292470541d,structurally_nonexact,2535,0.966435119927047,0.9756721689621136,0.6372513278192159,0.3384208411428977,0.3291837921078311,-0.009237049035066613,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_f99e7467cfd91d72,structurally_nonexact,639,1.183093713171854,1.191227848354453,1.0290146432447758,0.16221320510967718,0.1540790699270782,-0.008134135182598978,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_776fb0c74fb6af96,canonical_event_equivalent,10203,0.6983237232823175,0.685582410524319,0.20290924391194967,0.48267316661236936,0.49541447937036787,0.012741312757998502,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_56b1bf9100abf79a,structurally_nonexact,779,0.49664232695923943,0.49014022315114697,0.3826939840830948,0.10744623906805217,0.11394834287614464,0.006502103808092463,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_f53ae103dc0def58,structurally_nonexact,1238,0.9472611926548188,0.9518244288817618,0.7885575254533519,0.16326690342840988,0.1587036672014669,-0.0045632362269429905,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_c2d4ffa1539bdafe,structurally_nonexact,12091,1.1121746667350383,1.0957031622009359,0.5381041833718999,0.557598978829036,0.5740704833631384,0.0164715045341024,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_328dc279bafe7f69,structurally_nonexact,2560,0.5752079198680197,0.565482075632705,0.4879775116646973,0.0775045639680077,0.08723040820332234,0.00972584423531464,1.0,1.0,0.32196162046908317,0.19973975276512687,0.14321766561514196,0.2529348986125934,0.9999999999999999
family_de67cf52f9a2ce89,structurally_nonexact,20432,1.1327462850682606,1.1222155679263326,0.7876236320516283,0.33459193587470426,0.34512265301663225,0.010530717141927992,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_581cf690b70ed77f,structurally_nonexact,3028,0.9652326346782271,0.9593796654190592,0.8260845919830692,0.13329507343599,0.1391480426951579,0.005852969259167895,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
family_5ebcadebe538bd59,structurally_nonexact,166,0.5049842794736227,0.5276167591412863,0.45008275906244916,0.0775340000788371,0.05490152041117352,-0.022632479667663574,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
family_5fe0b889b5279fed,structurally_nonexact,15281,0.6285538337301569,0.6271646220607652,0.2841104148821824,0.34305420717858276,0.3444434188479745,0.0013892116693917655,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
family_8aff46e64d1c8360,structurally_nonexact,20977,1.0325290361424557,1.0169968404038856,0.6002469711896358,0.41674986921424984,0.43228206495281996,0.01553219573857012,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_c3abd4306e03adf2,structurally_nonexact,3859,0.8222348376177976,0.8412677268604236,0.7574893734435957,0.08377835341682793,0.0647454641742019,-0.019032889242626028,0.7122641509433962,0.7067307692307693,0.7306616961789375,0.7109665427509294,0.7066037735849057,0.8496732026143791,0.9940848211914501
family_f77d449f1658a159,structurally_nonexact,8731,1.1256473904890651,1.127529858923885,0.8528390081801812,0.2746908507437037,0.27280838230888393,-0.0018824684348197618,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_121eefce620403f7,structurally_nonexact,13214,0.7383221354333479,0.7357941750446607,0.6338045932290521,0.10198958181560858,0.10451754220429577,0.0025279603886871893,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_439fc19617b55d44,structurally_nonexact,3230,0.6173957461758418,0.620551633914804,0.5237086634594712,0.09684297045533274,0.0936870827163706,-0.0031558877389621376,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_7b8c8789f38183da,structurally_nonexact,854,1.013520632890125,1.013684611200449,0.9482739663607994,0.06541064483964953,0.06524666652932554,-0.0001639783103239978,1.0,1.0,0.11029411764705882,0.03575547866205306,0.0,0.02628696604600219,1.0
family_7c104874587dddcc,canonical_event_equivalent,1558,1.130308830819683,1.0729536841096252,0.4395249717170273,0.6334287123925979,0.6907838591026556,0.0573551467100577,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_2eec85a0fe915e64,structurally_nonexact,3893,1.124675984629234,1.1264967505823045,0.884863498179469,0.2416332524028355,0.23981248644976505,-0.0018207659530704579,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_ac0566dd944bc201,structurally_nonexact,3803,0.8940209919861547,0.8916398566583568,0.7221458160403902,0.16949404061796658,0.1718751759457645,0.002381135327797934,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
family_fe2836cc1cef695c,canonical_event_equivalent,3303,0.7986675993394559,0.789321056473615,0.5846570433780155,0.20466401309559945,0.21401055596144036,0.009346542865840912,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_a03ac5414952d229,structurally_nonexact,3188,0.8831059482059235,0.8773924300095768,0.7658443170666246,0.1115481129429522,0.11726163113929888,0.00571351819634669,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_9ccd2f467361ebab,structurally_nonexact,1789,1.039084504930938,1.0431703890149588,1.0415114729635893,0.0016589160513695855,-0.002426968032651189,-0.004085884084020774,0.24013157894736842,0.2098360655737705,0.2581699346405229,0.24364820846905538,0.22280130293159608,0.3733195449844881,0.9204213144599928
family_6f0024d47bda9a44,structurally_nonexact,463,1.0601014367876678,1.0674590121249314,0.9418634556453807,0.12559555647955079,0.11823798114228712,-0.0073575753372636665,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
family_b88eee6ecd7ef6bc,structurally_nonexact,5460,0.8390868952350011,0.829252352135231,0.560668542186965,0.2685838099482659,0.2784183530480361,0.009834543099770165,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_3dffb074803c8f80,structurally_nonexact,7309,0.44791729406963743,0.44120914490152147,0.19465234352419036,0.2465568013773311,0.25326495054544707,0.006708149168115962,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_39849966d6043c11,structurally_nonexact,242,1.1053173144658406,1.1022558609644573,0.9922468066215515,0.11000905434290575,0.11307050784428907,0.0030614535013833155,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_f19aa9a5e722eb61,structurally_nonexact,1779,0.4384735717221952,0.4078850577207949,0.1753562119961656,0.2325288457246293,0.26311735972602956,0.03058851400140028,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_a95aeca85317a04d,structurally_nonexact,10236,0.8008315941621911,0.7987196335526079,0.4596856116309085,0.3390340219216994,0.3411459825312826,0.0021119606095831855,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
family_39f58e2fd604c61e,structurally_nonexact,61,1.1702326933542888,0.9249502023061117,0.8408011396725973,0.0841490626335144,0.3294315536816915,0.24528249104817712,1.0,1.0,0.0,0.0,0.0,0.0062047569803516025,1.0
family_af212e596b07120e,structurally_nonexact,3169,0.9621671942853522,0.9577366627076453,0.6988027876479475,0.2589338750596979,0.2633644066374048,0.004430531577706898,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_961cefc620e3d5ab,structurally_nonexact,467,0.7497955759366354,0.7602739334106445,0.5754491488138834,0.1848247845967611,0.17434642712275195,-0.010478357474009159,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_2dbafe5054d4bee7,structurally_nonexact,6286,0.33923341301034254,0.3318228344342633,0.2224673277518988,0.10935550668236449,0.11676608525844373,0.007410578576079241,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_0a0ff01b239a934a,structurally_nonexact,3294,1.07489294393949,1.0551025755153063,0.6044510574119821,0.45065151810332416,0.47044188652750796,0.019790368424183802,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_6a42731481dda124,structurally_nonexact,1084,0.8790134180515894,0.8986878217659605,0.7138376919985697,0.1848501297673908,0.16517572605301967,-0.019674403714371125,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_e4e4467ef74cc720,structurally_nonexact,336,0.49514859914779663,0.45986494421958923,0.35883161425590515,0.10103332996368408,0.13631698489189148,0.0352836549282074,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_b324bd83d2be3825,structurally_nonexact,8479,0.7683538691579589,0.7610276886238383,0.44157704305699413,0.31945064556684416,0.32677682610096476,0.0073261805341205966,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_59add5a121b9a616,structurally_nonexact,985,0.6937275957738486,0.6781305627572758,0.5930750196254394,0.08505554313183639,0.10065257614840917,0.015597033016572781,0.8454106280193237,0.8155339805825242,0.9288537549407114,0.8723404255319149,0.8307692307692308,0.9033570701932858,1.0000000000000002
family_4da27be0a15493fc,structurally_nonexact,5109,1.1959594642454112,1.1924129182083574,0.9981954304829902,0.19421748772536718,0.19776403376242102,0.0035465460370538437,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_0ecded087f80d73b,structurally_nonexact,15697,1.456384721864713,1.4513615034174923,1.2045333644360612,0.24682813898143108,0.25185135742865183,0.005023218447220756,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_746d1e0c3274827f,structurally_nonexact,1191,0.4034757738082709,0.4327559468377848,0.3248564423948918,0.10789950444289298,0.07861933141337907,-0.029280173029513912,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_6d17de7e325f25f8,structurally_nonexact,4197,0.4621545614000253,0.46094461695601247,0.3806327660793289,0.08031185087668358,0.08152179532069642,0.0012099444440128448,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_67cf34a836b9cd6c,structurally_nonexact,12275,1.3069653424064238,1.306009461162694,1.0852357691740877,0.2207736919886063,0.2217295732323361,0.0009558812437298059,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_3bd7e5ca43f02666,structurally_nonexact,578,0.4428785390713636,0.44424124099872797,0.19556501828297335,0.24867622271575462,0.24731352078839025,-0.0013627019273643737,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_e2c30beb0d4abeae,structurally_nonexact,12995,1.124933051214442,1.1222237467261267,1.049444713452787,0.07277903327333979,0.07548833776165509,0.0027093044883153006,0.7181818181818181,0.7129629629629629,0.717948717948718,0.715939447907391,0.7118337850045167,0.8768736616702355,0.9958550831984491
family_3fbe0e330aecdc00,canonical_event_equivalent,477,0.7990366021792094,0.8000583251317342,0.7115367849667867,0.08852154016494751,0.08749981721242261,-0.001021722952524895,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_83b27a32aa56f9dc,structurally_nonexact,1559,0.46850743558140734,0.45665999388998074,0.26655907547891916,0.19010091841106158,0.20194836010248818,0.011847441691426597,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_58c32a6b58cc329f,structurally_nonexact,654,0.5446865414625278,0.5544032311706855,0.33204842446168753,0.22235480670899793,0.2126381170008403,-0.009716689708157644,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_853b6705e7d7e7a9,structurally_nonexact,6166,0.6985540240229704,0.7085376537394583,0.4057727508695593,0.30276490286989904,0.2927812731534111,-0.009983629716487918,0.7860696517412935,0.7817258883248731,0.7844080846968239,0.7827352085354026,0.7793103448275862,0.8905742145178764,0.9723848719351411
family_5405158fe7a3977d,structurally_nonexact,945,0.6514498562198888,0.6398323504172095,0.5446117777778148,0.09522057263939476,0.10683807844207405,0.011617505802679284,1.0,1.0,0.05088377075522228,0.019381875327396544,0.0,0.029352226720647773,0.9999999999999999
family_e0f7e5849dbe9388,structurally_nonexact,6626,0.8296189642921638,0.8430066484178692,0.7076556287081456,0.13535101970972363,0.12196333558401817,-0.013387684125705457,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
family_6fbe37a0a6611f64,structurally_nonexact,29458,0.6808684345349185,0.6677086103563301,0.23784325218056757,0.42986535817576255,0.44302518235435095,0.013159824178588408,0.915,0.9132653061224489,0.04840425531914894,0.00565843621399177,0.0,0.020618556701030927,0.9971007697890006
family_3835425eafb00035,structurally_nonexact,1216,0.8838512534929212,0.8807810565228001,0.8831498766514031,-0.0023688201286029553,0.0007013768415180532,0.0030701969701210086,0.058011049723756904,0.0,0.007209062821833162,0.0,0.0,0.013584117032392894,0.9391218597706462
family_4f1b63b3eef9f7d0,structurally_nonexact,1037,1.0426596677100226,1.0366895099576743,0.9381217841395455,0.09856772581812878,0.10453788357047711,0.005970157752348326,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_8f08581ca21b6c6f,structurally_nonexact,638,0.6308538504217361,0.6190901690920817,0.5641474278805273,0.0549427412115544,0.06670642254120884,0.01176368132965444,0.49603174603174605,0.4819277108433735,0.5273592386994449,0.48985959438377535,0.4834123222748815,0.6891747052518756,0.9879490767105398
family_db6398f302f77cb4,structurally_nonexact,3153,0.35446182735211523,0.37553578957667977,0.22275764143202922,0.15277814814465054,0.131704185920086,-0.021073962224564535,0.6198347107438017,0.4600760456273764,0.37637362637362637,0.12379875635952516,0.056155507559395246,0.05550049554013875,1.0
family_aad2d66dec95dc7a,structurally_nonexact,1036,0.5745868861598552,0.551592880023339,0.3989753848471543,0.15261749517618467,0.17561150131270092,0.022994006136516254,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
family_04795413b15e0b98,structurally_nonexact,704,0.8439940462509791,0.8337643942936803,0.6418019976805557,0.19196239661312464,0.2021920485704234,0.010229651957298747,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
family_d4c8efafc098f593,structurally_nonexact,4931,1.0682377934633158,1.0714596524881976,0.855827239095935,0.21563241339226258,0.21241055436738077,-0.0032218590248818124,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_30fbd9977a220042,structurally_nonexact,48674,0.7529551954318622,0.7374115380298205,0.3805923100521462,0.3568192279776743,0.37236288537971596,0.015543657402041666,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
family_2d3e3d92f30c4369,structurally_nonexact,9069,0.5227639717400594,0.494883374412114,0.2742593389433178,0.22062403546879622,0.24850463279674162,0.0278805973279454,0.8877551020408163,0.8854166666666666,0.8875621890547264,0.8866599799398195,0.8848114169215087,0.9988888888888889,0.9989670141344104
family_6342008bae187399,structurally_nonexact,8256,0.4832032747092616,0.47846933373656775,0.2477425302358378,0.23072680350072994,0.2354607444734238,0.004733940972693862,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
family_f60bd4cc83d02add,structurally_nonexact,8558,0.7587184527539349,0.7415115201460235,0.25417314103640637,0.48733837910961714,0.5045453117175285,0.017206932607911396,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
family_08157e0ead630e5c,structurally_nonexact,1189,0.7544323435710664,0.7443001036520996,0.587360826750446,0.15693927690165366,0.16707151682062038,0.010132239918966723,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_0f71c7e0830e1d85,structurally_nonexact,9124,1.1063077011637377,1.1099397388843395,0.6590784703244309,0.4508612685599086,0.44722923083930677,-0.003632037720601833,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_be459453ebdfa1da,structurally_nonexact,1748,0.7841846237966434,0.7708607238385624,0.7372647489781238,0.03359597486043864,0.04691987481851967,0.013323899958081031,0.10030395136778116,0.02608695652173913,0.2525389302640487,0.06876456876456877,0.01807909604519774,0.06759656652360516,0.9999999999999999
family_a534382ff42b71fb,structurally_nonexact,412,0.5520872789582775,0.5657297523517438,0.46015286156274743,0.1055768907889964,0.09193441739553004,-0.013642473393466359,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_e97b637c75aac2b5,structurally_nonexact,156,1.0759015878041585,1.091368834177653,0.9707934061686198,0.12057542800903331,0.1051081816355387,-0.015467246373494614,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_f0c0dd7c2f3b6a3f,structurally_nonexact,1674,0.5516718239933311,0.5418458181588786,0.5188902582556353,0.022955559903243272,0.03278156573769586,0.009826005834452589,1.0,1.0,0.025614754098360656,0.0,0.0,0.013888888888888888,0.6748721832986176
family_c3ae851031cec2bb,structurally_nonexact,5610,0.9376074225011498,0.9276628122256048,0.7362820908807958,0.191380721344809,0.20132533162035404,0.009944610275545052,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_d0b38ee50d018148,structurally_nonexact,1815,0.8446954119960796,0.8592155318067531,0.7453008881066236,0.11391464370012949,0.09939452388945591,-0.014520119810673582,1.0,1.0,0.9478827361563518,0.8975453575240128,0.8018575851393189,0.5553097345132744,1.0000000000000002
family_c64269798048b60f,structurally_nonexact,12501,0.7164913531484896,0.697405763499893,0.17714093230279118,0.5202648311971019,0.5393504208456984,0.019085589648596524,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_1cfa4116628ae42e,structurally_nonexact,1026,0.6669320174437826,0.6337914672124069,0.4824586078437448,0.1513328593686621,0.18447340960003783,0.03314055023137574,0.5798319327731093,0.5726495726495726,0.582716049382716,0.579950289975145,0.5743073047858942,0.7386363636363636,0.9501449720607044
family_101bf32d18499c7d,structurally_nonexact,1918,0.6040273941729605,0.6004424423269402,0.3700069359008082,0.23043550642613203,0.2340204582721523,0.0035849518460202567,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_52885ec61f0240b9,structurally_nonexact,14987,0.7781109319997452,0.7591182751219531,0.18846678018943794,0.5706514949325151,0.5896441518103073,0.01899265687779217,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_8661140073b6a2ab,structurally_nonexact,266,0.9030176003774008,0.9047278165817261,0.7089515328407288,0.19577628374099731,0.194066067536672,-0.001710216204325321,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
family_eacebc389812585f,structurally_nonexact,1312,0.4362268193579483,0.43533950329311494,0.35182389845632445,0.08351560483679049,0.08440292090162388,0.0008873160648333878,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
family_23e85181dd747797,structurally_nonexact,725,0.6454629444801945,0.6602282618106097,0.4371425972587761,0.2230856645518336,0.2083203472214184,-0.014765317330415195,1.0,1.0,1.0,1.0,1.0,1.0,1.0
