file_id,work_id,component_id
633,134,172
634,134,172
635,134,172
636,134,172
637,134,172
638,135,175
639,135,173
640,135,174
641,135,175
642,135,175
643,135,175
644,135,175
645,135,175
646,135,175
647,135,175
648,135,175
649,135,176
650,135,175
651,135,175
652,135,175
653,135,175
654,135,175
655,135,174
656,135,175
657,135,177
658,135,175
659,135,178
660,135,175
661,135,175
662,136,179
663,136,179
664,136,179
665,136,179
666,136,179
667,136,179
668,136,179
669,136,179
670,136,179
671,137,180
672,138,181
673,138,181
674,139,182
675,139,183
676,140,184
677,140,184
678,140,184
679,140,184
680,141,185
681,141,185
682,142,186
683,142,186
684,142,186
685,142,186
686,143,187
687,143,189
688,143,189
689,143,188
690,143,188
691,143,189
692,143,189
693,143,189
694,143,190
695,143,189
696,143,189
697,143,189
698,144,191
699,144,191
700,145,192
701,145,192
702,145,192
703,145,192
704,146,193
705,146,193
706,146,193
707,147,194
708,147,194
709,147,194
710,148,195
711,148,195
712,148,195
713,149,196
714,149,196
715,149,196
716,149,196
717,149,196
718,149,196
719,149,196
720,149,196
721,149,196
722,150,197
723,150,197
724,150,197
725,150,197
726,150,197
727,150,197
728,150,197
729,150,197
730,150,197
731,151,198
732,151,198
733,151,198
734,151,198
735,151,198
736,151,198
737,151,198
738,151,198
739,151,198
740,152,199
741,152,200
742,153,201
743,154,202
744,154,203
745,155,204
746,155,204
747,155,204
748,155,204
749,156,205
750,156,205
751,156,205
752,156,205
753,156,205
754,157,206
755,157,206
756,158,207
757,159,208
758,160,209
759,160,209
760,160,209
761,160,209
762,160,209
763,161,210
764,161,211
765,162,212
766,162,212
767,163,213
768,163,213
769,163,213
770,164,214
771,164,214
772,164,214
773,164,214
774,164,214
775,164,214
776,164,214
777,164,214
778,164,214
779,164,214
780,164,214
781,164,214
782,164,214
783,164,214
784,164,214
785,164,214
786,164,214
787,164,214
788,165,215
789,166,216
790,166,216
791,167,217
792,167,219
793,167,218
794,167,219
795,167,219
796,167,220
797,168,221
798,168,221
799,168,221
800,168,221
801,168,221
802,168,221
803,169,222
804,169,222
805,169,222
806,169,222
807,170,223
808,170,225
809,170,224
810,170,225
811,170,225
812,170,225
813,170,225
814,170,225
815,170,225
816,170,225
817,170,226
818,170,227
819,170,225
820,170,225
821,170,225
822,170,225
823,170,225
824,170,228
825,170,225
826,170,229
827,170,230
828,170,225
829,170,225
830,170,225
831,170,226
832,170,231
833,170,225
834,170,225
835,170,225
836,171,232
837,171,233
838,171,233
839,171,234
840,171,233
841,172,235
842,172,235
843,172,235
844,173,236
845,173,236
846,173,236
847,173,237
848,173,236
849,173,236
850,173,238
851,173,239
852,173,236
853,173,236
854,173,236
855,173,236
856,173,238
857,173,236
858,174,240
859,174,240
860,174,240
861,174,240
862,174,240
863,174,240
864,174,240
865,175,241
866,175,242
867,176,243
868,176,243
869,176,243
870,176,243
871,176,243
872,176,243
873,176,243
874,176,243
875,176,243
876,176,243
877,176,243
878,176,243
879,176,243
880,176,243
881,176,243
882,176,243
883,177,244
884,178,245
885,179,246
886,179,247
887,179,248
888,179,249
889,179,250
890,179,251
891,179,248
892,179,252
893,179,253
894,179,254
895,179,255
896,180,256
897,180,256
898,180,256
899,180,256
900,180,256
901,180,256
902,180,256
903,180,256
904,180,256
905,180,256
906,180,256
907,181,257
908,181,257
909,181,257
910,182,258
911,183,259
912,184,260
913,184,260
914,184,260
915,184,260
916,185,261
917,185,261
918,186,262
919,186,262
920,186,262
921,187,263
922,187,263
923,187,263
924,187,263
925,187,263
926,188,264
927,188,264
928,188,264
929,188,264
930,188,264
931,188,264
932,188,264
933,188,264
934,189,265
935,189,265
936,189,265
937,190,266
938,191,267
939,191,268
940,192,269
941,192,269
942,193,270
943,193,271
944,193,271
945,193,270
946,193,271
947,193,272
948,193,271
949,194,273
950,194,273
951,194,273
952,195,278
953,195,274
954,195,275
955,195,276
956,195,276
957,195,277
958,195,278
959,195,278
960,195,278
961,195,279
962,196,280
963,196,280
964,197,281
965,197,281
966,197,281
967,197,281
968,198,282
969,198,282
970,198,282
971,198,282
972,198,282
973,198,282
974,198,282
975,199,283
976,199,283
977,199,283
978,199,283
979,199,283
980,199,283
981,199,283
982,199,283
983,199,283
984,199,283
985,199,283
986,199,283
987,200,284
988,200,284
989,200,284
990,200,284
991,200,284
992,201,285
993,201,285
994,201,285
995,201,285
996,202,286
997,202,286
998,202,286
999,202,286
1000,202,286
1001,202,286
1002,202,286
1003,202,286
1004,203,287
1005,204,288
1006,205,289
1007,205,289
1008,205,289
1009,205,289
1010,206,290
1011,206,290
1012,207,291
1013,207,291
1014,208,292
1015,208,292
1016,208,292
1017,208,292
1018,208,292
1019,208,292
1020,208,292
1021,208,292
1022,208,292
1023,209,293
1024,209,293
1025,209,293
1026,210,294
1027,210,294
1028,211,295
1029,211,295
1030,211,295
1031,212,296
1032,212,296
1033,212,296
1034,213,297
1035,213,297
1036,213,297
1037,214,298
1038,214,299
1039,215,300
1040,215,300
1041,215,300
1042,216,301
1043,216,302
1044,216,302
1045,217,303
1046,217,304
1047,217,305
1048,218,306
1049,218,306
1050,218,306
1051,218,306
1052,219,306
1053,219,306
1054,220,307
1055,220,307
1056,220,307
1057,221,308
1058,221,308
1059,221,308
1060,221,308
1061,221,308
1062,221,308
1063,221,308
1064,221,308
1065,221,308
1066,221,308
