condition,variant,edge_recall_target,fp_injection_ratio_target,n_seeds,residual_known_cross_split_family_count_mean,residual_known_cross_split_family_count_median,residual_known_cross_split_family_count_q025,residual_known_cross_split_family_count_q975,residual_contaminated_test_family_rate_mean,residual_contaminated_test_family_rate_median,residual_contaminated_test_family_rate_q025,residual_contaminated_test_family_rate_q975,residual_contaminated_test_file_rate_mean,residual_contaminated_test_file_rate_median,residual_contaminated_test_file_rate_q025,residual_contaminated_test_file_rate_q975,split_abs_ratio_error_mean,split_abs_ratio_error_median,split_abs_ratio_error_q025,split_abs_ratio_error_q975,reassignment_fraction_vs_file_split_mean,reassignment_fraction_vs_file_split_median,reassignment_fraction_vs_file_split_q025,reassignment_fraction_vs_file_split_q975,inferred_nontrivial_component_count_mean,inferred_nontrivial_component_count_median,inferred_nontrivial_component_count_q025,inferred_nontrivial_component_count_q975,largest_inferred_component_mean,largest_inferred_component_median,largest_inferred_component_q025,largest_inferred_component_q975,component_size_median_mean,component_size_median_median,component_size_median_q025,component_size_median_q975,component_size_p95_mean,component_size_p95_median,component_size_p95_q025,component_size_p95_q975,reference_family_recovery_rate_mean,reference_family_recovery_rate_median,reference_family_recovery_rate_q025,reference_family_recovery_rate_q975,pairwise_relation_precision_mean,pairwise_relation_precision_median,pairwise_relation_precision_q025,pairwise_relation_precision_q975,pairwise_same_family_recall_mean,pairwise_same_family_recall_median,pairwise_same_family_recall_q025,pairwise_same_family_recall_q975,pairwise_relation_f1_mean,pairwise_relation_f1_median,pairwise_relation_f1_q025,pairwise_relation_f1_q975,over_merge_component_count_mean,over_merge_component_count_median,over_merge_component_count_q025,over_merge_component_count_q975,under_split_reference_family_count_mean,under_split_reference_family_count_median,under_split_reference_family_count_q025,under_split_reference_family_count_q975,runtime_s_mean,runtime_s_median,runtime_s_q025,runtime_s_q975
false_negative,edge_drop,0.7,,100,1858.42,1855.5,1783.425,1942.7749999999999,0.10496529644199563,0.10486606495082951,0.10078736016041973,0.10973067937112832,0.10856294802867383,0.10853494623655914,0.10440888216845878,0.11335265456989246,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33997087829929273,0.3400434585379786,0.33909168295428455,0.34094931143978807,16453.24,16452.0,16358.725,16533.675,47.95,48.0,43.0,54.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,0.5783911141029957,0.5784728566620185,0.5753594268404097,0.5817990575563784,1.0,1.0,1.0,1.0,0.5812445035279681,0.581120541750463,0.5746906636670416,0.5879353149038189,0.7351673022864829,0.7350743050964386,0.729909257863341,0.7405028103805104,0.0,0.0,0.0,0.0,8768.2,8766.5,8697.325,8831.25,0.14192427679015965,0.1393872664993978,0.12322456489637261,0.17209866447356034
false_negative,edge_drop,0.8,,100,1288.87,1289.5,1228.475,1342.05,0.07255069129837717,0.07256814031491593,0.06913060636097969,0.07553408850334842,0.07441924283154122,0.07440076164874551,0.07070032482078853,0.07746135752688171,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33994662888312666,0.3399650539591512,0.33875678339615034,0.3413431544402193,17999.61,17993.5,17931.75,18079.925,53.97,54.0,50.0,59.52499999999999,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,0.6976592777804492,0.69762465740251,0.6950521709862,0.7004447756888013,1.0,1.0,1.0,1.0,0.7095992546386245,0.7094908590971583,0.7012427423844747,0.7159815250366431,0.8301301083809208,0.8300610152752598,0.824388809073651,0.8344862849592906,0.0,0.0,0.0,0.0,6287.78,6288.5,6229.85,6342.0,0.159384847670226,0.1582262414995057,0.13604633192444454,0.19391402907149308
false_negative,edge_drop,0.9,,100,675.26,676.5,635.475,716.625,0.03789872807463665,0.037971481418923037,0.03567328103018401,0.040221056699248005,0.03844926075268817,0.03853046594982079,0.0362315188172043,0.04074680779569892,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.3399563734522096,0.3399818549403285,0.33875216312632656,0.3409978942770258,19443.14,19443.5,19389.9,19485.05,60.35,60.0,56.475,64.0,2.0,2.0,2.0,2.0,5.99,6.0,6.0,6.0,0.8353897196711064,0.8353127854979083,0.8340145213251912,0.8372361398278598,1.0,1.0,1.0,1.0,0.8494424560566293,0.8498596766313302,0.8437536217063776,0.8546979922964175,0.9185901007545325,0.9188369121502584,0.9152563654367802,0.9216573202373219,0.0,0.0,0.0,0.0,3423.4,3425.0,3385.0,3452.0,0.17607114081998587,0.17467433149795397,0.15457227832503123,0.2063090405981711
false_negative,edge_drop,0.95,,100,343.92,343.5,311.425,376.0,0.019278245739284876,0.01925232065741863,0.017457158472200876,0.021079896434659868,0.019418122759856632,0.01940524193548387,0.017608926971326166,0.02128136200716846,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33999680781357633,0.34005745935562637,0.33890085180974566,0.341117601267914,20130.05,20128.5,20092.475,20169.1,63.33,63.0,61.0,66.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,0.9134769437899698,0.9134009712939366,0.9125558974852143,0.9145345482521517,1.0,1.0,1.0,1.0,0.9233779868425539,0.9235720534933134,0.9185241049414278,0.9272909068184659,0.9601613564746055,0.9602676965082881,0.9575319919278494,0.962273930378064,0.0,0.0,0.0,0.0,1799.42,1801.0,1777.425,1818.575,0.18275842557945,0.1804918944981182,0.1569659953704104,0.21520589442843624
false_negative,edge_drop,1.0,,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33995262123308,0.3398922497073829,0.3387626637395624,0.3413750763044562,20797.0,20797.0,20797.0,20797.0,66.0,66.0,66.0,66.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19110662617036722,0.18962936149910092,0.16968999805085333,0.218461350304824
false_positive,bounded,1.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33995262123308,0.3398922497073829,0.3387626637395624,0.3413750763044562,20797.0,20797.0,20797.0,20797.0,66.0,66.0,66.0,66.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17531421352039614,0.17319897799825412,0.15631915985140948,0.20598261372488194
false_positive,bounded,1.0,0.001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.34005740335235585,0.3400602595191559,0.3390600411064006,0.34115806363091605,20809.77,20809.5,20801.475,20816.525,66.07,66.0,66.0,67.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.9982618229428845,0.9984231423709586,0.996851543654873,0.9990929828762442,1.0,1.0,1.0,1.0,0.9991300283322037,0.999210949074994,0.9984232868429473,0.999546285546306,37.97,38.0,37.475,38.0,0.0,0.0,0.0,0.0,0.18386586786065892,0.18194206149928505,0.1627131508996172,0.21072060460537614
false_positive,bounded,1.0,0.005,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.34002391339654237,0.3399986559215058,0.33889525148268657,0.3410153952990855,20862.21,20862.0,20839.95,20881.1,66.42,66.0,66.0,73.04999999999998,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.991558780957756,0.9919750233873967,0.986552608612352,0.9935338084277551,1.0,1.0,1.0,1.0,0.9957607308555961,0.9959713467697218,0.9932304437571416,0.9967564168938329,191.31,191.0,190.0,192.0,0.0,0.0,0.0,0.0,0.18318264075991464,0.18192798200107063,0.1616153855515222,0.21286593949917004
false_positive,bounded,1.0,0.01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.34005230705473194,0.3400238573932718,0.3390290992993991,0.3411869053152704,20926.87,20929.0,20900.85,20949.625,66.6,66.0,66.0,69.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.9830859641367217,0.9833631286143831,0.9790760181969731,0.9857374343260742,1.0,1.0,1.0,1.0,0.9914695069374772,0.9916117874699946,0.9894273887467627,0.9928174966306549,381.77,382.0,379.0,384.0,0.0,0.0,0.0,0.0,0.1856094823499734,0.1834804109967081,0.1640677953735576,0.21251988270305444
false_positive,bounded,1.0,0.02,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33998163092724615,0.3399566534685626,0.3389161127009817,0.34121490695056594,21055.41,21055.5,21021.425,21088.525,67.57,67.0,66.0,74.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.9657658377121109,0.966277825310788,0.9582659421496859,0.9707825470274928,1.0,1.0,1.0,1.0,0.9825819330141534,0.9828497405676242,0.9786882551568044,0.9851746944143436,764.29,765.0,757.475,771.0,0.0,0.0,0.0,0.0,0.1908164208297967,0.18842932549887337,0.17082371510059602,0.21996662657129487
false_positive,bounded,1.0,0.05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33988261714484125,0.339841846763851,0.33863763643796796,0.3412370282424494,21454.02,21455.5,21397.325,21502.05,70.16,69.0,66.0,81.04999999999998,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.9144479293376686,0.9150226907909103,0.9053458363889858,0.9213792817904295,1.0,1.0,1.0,1.0,0.9553073238228963,0.9556259517811077,0.950321793602759,0.9590811009548641,1921.82,1920.5,1906.0,1942.1,0.0,0.0,0.0,0.0,0.20030900609053787,0.1981681254983414,0.18201800274728158,0.23509564562609736
false_positive,global_chain,1.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33995262123308,0.3398922497073829,0.3387626637395624,0.3413750763044562,20797.0,20797.0,20797.0,20797.0,66.0,66.0,66.0,66.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17883558595051,0.17570850900301593,0.15874499102683332,0.20338490967660616
false_positive,global_chain,1.0,0.001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.34012046303504123,0.3401442644250424,0.3389170927582171,0.34132103314833584,20810.21,20810.0,20803.475,20817.0,66.01,66.0,66.0,66.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.99836153944785,0.9984797777676294,0.997044738438755,0.9990589591929732,1.0,1.0,1.0,1.0,0.9991800108600174,0.9992393106432507,0.9985201584271248,0.9995292579743452,37.96,38.0,37.0,38.0,0.0,0.0,0.0,0.0,0.18126482626976212,0.17882872750487877,0.16270935817228746,0.21031958304665746
false_positive,global_chain,1.0,0.005,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.3400079524644238,0.33993145199679664,0.3390397399208114,0.34104773718785175,20862.19,20863.0,20845.475,20878.525,66.89,66.0,66.0,75.52499999999999,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.9911708327659209,0.9917402867931949,0.9843246324659356,0.9937896419110909,1.0,1.0,1.0,1.0,0.9955644043843594,0.9958530169196576,0.9921004016098193,0.9968851361067284,191.26,191.0,189.0,192.0,0.0,0.0,0.0,0.0,0.1917361849603185,0.18636328849970596,0.16896057617850602,0.23332717612338455
false_positive,global_chain,1.0,0.01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.3401187829369235,0.3401666657332788,0.3389981574923976,0.34133153376157166,20926.04,20926.0,20897.95,20950.0,66.76,66.0,66.0,70.52499999999999,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.9830070827719847,0.983165398866441,0.9789583864439966,0.9856444284071605,1.0,1.0,1.0,1.0,0.9914298118391734,0.9915112465533015,0.9893673229617946,0.9927703208377442,381.57,382.0,378.0,384.0,0.0,0.0,0.0,0.0,0.18501625537996005,0.1837577819969738,0.162270856502073,0.21197826005172826
false_positive,global_chain,1.0,0.02,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.3400739243171802,0.34011066246268784,0.3388784505015093,0.3410345764192629,21057.61,21057.0,21021.425,21092.05,67.41,67.0,66.0,74.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.9660928452210937,0.9668244884777804,0.9569380500485608,0.9706832463717873,1.0,1.0,1.0,1.0,0.9827509486408352,0.9831324494000908,0.977995230152674,0.9851235570231918,764.88,765.0,757.475,771.525,0.0,0.0,0.0,0.0,0.1887234825702035,0.18698810300338664,0.16730004822602496,0.21481880525007
false_positive,global_chain,1.0,0.05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.34012533531958267,0.34015826524269016,0.3389681957426314,0.3413221532137477,21446.04,21445.0,21404.475,21504.525,69.31,68.0,66.0,76.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.9144912801191585,0.9147041103074187,0.9032934980840562,0.9228410298976769,1.0,1.0,1.0,1.0,0.9553295963454537,0.9554521820488413,0.9491892431692619,0.9598724052717507,1920.4,1920.5,1901.475,1937.525,0.0,0.0,0.0,0.0,0.19726965452973672,0.19559417399796075,0.17542742377481774,0.22566953655241376
file_level_random,baseline,,,100,5033.34,5036.5,4932.375,5120.525,0.2940007476552151,0.29420188205038283,0.288065594947595,0.29945885700345953,0.3151316084229391,0.3153001792114695,0.30904877912186385,0.3212421594982079,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20797.0,20797.0,20797.0,20797.0,3.1754902738612145e-06,2.8050017135683447e-06,1.5730000086477958e-06,7.468523654097221e-06
perfect_reference,upper_bound,1.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,1.120065411752691e-06,0.33995262123308,0.3398922497073829,0.3387626637395624,0.3413750763044562,20797.0,20797.0,20797.0,20797.0,66.0,66.0,66.0,66.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04335153608997643,0.04252419100157567,0.0408086750718212,0.048586817701470865
