model,metric,contrast,mean_effect,median_effect,ci95_low,ci95_high,raw_p,standardized_paired_effect,relative_effect
transformer_l,self_similarity_high_fraction,same_minus_unrelated,0.0014419804959020636,0.0,-0.0013488477798526818,0.004749189490611053,0.3471652834716528,0.11798541599865267,
transformer_l,self_similarity_high_fraction,same_minus_clean,-0.002294089925668871,0.0,-0.010987072381809222,0.005016504937557568,0.5985401459854015,-0.07386473431084611,
transformer_l,self_similarity_high_fraction,unrelated_minus_clean,-0.0038119641318815696,0.0,-0.01340993126145344,0.003536154520287639,0.40275972402759724,-0.1131305486532899,
transformer_l,groove_consistency,same_minus_unrelated,-0.010896568867898993,0.0,-0.03630878373870799,0.014609316304203526,0.39936006399360063,-0.10785949108682032,
transformer_l,groove_consistency,same_minus_clean,-0.014144346307991145,-0.010185185185185186,-0.03370345232595603,0.0051597554995629555,0.15978402159784022,-0.18525846386869294,
transformer_l,groove_consistency,unrelated_minus_clean,0.0029846546504801266,0.00803490490990491,-0.01563463985418291,0.0222088009294137,0.7581241875812419,0.040178795479480035,
transformer_l,grooving_pattern_similarity,same_minus_unrelated,-0.010928842659731907,-0.0004960317460317304,-0.036342300871643855,0.014623564749977993,0.40115988401159886,-0.10812841218710377,
transformer_l,grooving_pattern_similarity,same_minus_clean,-0.015906169330570222,-0.011163096163096214,-0.035528917961303315,0.004170521820346504,0.12318768123187682,-0.206826248908074,
transformer_l,grooving_pattern_similarity,unrelated_minus_clean,0.0012568040403567412,0.0016912238995571982,-0.017852760987224443,0.02054615722594262,0.8859114088591141,0.017096408859352027,
transformer_l,ioi_mean,same_minus_unrelated,-0.032369862535684274,0.0,-0.10945767188668847,0.03476434564817728,0.37976202379762025,-0.08765206438225139,
transformer_l,ioi_mean,same_minus_clean,0.04690749272252497,0.0,-0.006149018942434577,0.10906913995674195,0.08739126087391261,0.1611892627477651,
transformer_l,ioi_mean,unrelated_minus_clean,0.07927735525820927,0.0,0.008177379380327652,0.1735484698574741,0.020597940205979402,0.18819725902761272,
transformer_l,ioi_variance,same_minus_unrelated,-0.1507922797759456,0.0,-0.4478010152520155,0.0482346543432774,0.19638036196380362,-0.11618815270586899,
transformer_l,ioi_variance,same_minus_clean,0.22985340431737267,0.003976003550588726,0.057487223031897995,0.4316876254003277,0.005599440055994401,0.23795790304859427,
transformer_l,ioi_variance,unrelated_minus_clean,0.3806456840933183,0.010450055819991463,0.0826338575282539,0.7796427715856131,0.004399560043995601,0.2124987728355407,
transformer_l,ioi_entropy,same_minus_unrelated,-0.015086782857912878,0.0,-0.04543377652635851,0.01604536912877659,0.3371662833716628,-0.09562105289489381,
transformer_l,ioi_entropy,same_minus_clean,0.023369767414986933,0.0,-0.007122167671266661,0.05505874947072555,0.1337866213378662,0.143975236898927,
transformer_l,ioi_entropy,unrelated_minus_clean,0.03845655027289982,0.01355258357286841,0.012044182217642554,0.06539201813960643,0.004999500049995001,0.2867295823126346,
transformer_l,ioi_jsd_to_receiver,same_minus_unrelated,-0.003918087591212663,0.0,-0.014729373519432768,0.007150338127188914,0.48655134486551344,-0.06967234242180723,
transformer_l,ioi_jsd_to_receiver,same_minus_clean,-0.0008655111655602067,-0.00017853800023924504,-0.011189431803035037,0.00947605647621824,0.8581141885811419,-0.01660818794072076,
transformer_l,ioi_jsd_to_receiver,unrelated_minus_clean,0.003052576425652457,0.0,-0.007830222435431843,0.013976609003355494,0.5989401059894011,0.053838750821957215,
transformer_l,duration_jsd_to_receiver,same_minus_unrelated,-0.007312348735425995,-0.0036140259110614276,-0.015714636478568033,0.0008482676185010805,0.07979202079792021,-0.1726856170747381,
transformer_l,duration_jsd_to_receiver,same_minus_clean,-0.003920573818209621,-0.001466242023234074,-0.012236401185178982,0.004728712253662429,0.3671632836716328,-0.09060600767109848,
transformer_l,duration_jsd_to_receiver,unrelated_minus_clean,0.003391774917216371,-0.00014776613104693082,-0.005756560413134283,0.013280475615634467,0.48995100489951005,0.06912321851580358,
transformer_l,duration_entropy,same_minus_unrelated,-0.009204911767516501,0.00971052189409427,-0.04191362443018251,0.02334531779557456,0.5705429457054294,-0.05538724731458485,
transformer_l,duration_entropy,same_minus_clean,0.008275684817256239,0.0021760915394552494,-0.02607790618453528,0.042198018776852024,0.6183381661833817,0.04746796318128089,
transformer_l,duration_entropy,unrelated_minus_clean,0.01748059658477274,0.020328720421112556,-0.010917857215411993,0.044841603332780165,0.21397860213978603,0.12441273754614789,
transformer_l,onset_pattern_entropy,same_minus_unrelated,-0.0017957904946588276,0.0,-0.027131697151222687,0.023361626361546862,0.8913108689131087,-0.013834019023236957,
transformer_l,onset_pattern_entropy,same_minus_clean,0.011597904869699274,0.0,-0.01921977848982385,0.04308297939857307,0.48795120487951205,0.0721557526825884,
transformer_l,onset_pattern_entropy,unrelated_minus_clean,0.013393695364358105,0.0,-0.01201118777878126,0.03857425385972707,0.29957004299570045,0.10056393373492532,
transformer_l,rhythmic_density,same_minus_unrelated,0.0809898328824025,0.0,-0.22592550835588007,0.3882524435425828,0.5985401459854015,0.05179529286532934,
transformer_l,rhythmic_density,same_minus_clean,-0.1666791245791245,0.0,-0.5191527020202017,0.18627406565656568,0.34756524347565243,-0.09196260526234305,
transformer_l,rhythmic_density,unrelated_minus_clean,-0.24766895746152698,0.0,-0.5425611796837491,0.052762663238034795,0.10878912108789121,-0.1622419145906219,
transformer_l,pitch_class_entropy,same_minus_unrelated,-0.0019861445975953985,0.004812728164541924,-0.02898486854627314,0.02388082851135805,0.8863113688631137,-0.014487825395932203,
transformer_l,pitch_class_entropy,same_minus_clean,-0.0014238468517251768,-0.01610287236575214,-0.031528589359466896,0.028165676463075526,0.92010798920108,-0.009288240199210665,
transformer_l,pitch_class_entropy,unrelated_minus_clean,0.0005622977458702216,-0.01433994906017877,-0.023152042741857136,0.0246455751441334,0.9697030296970303,0.004568165167661148,
transformer_l,pitch_class_histogram_jsd_to_receiver,same_minus_unrelated,-0.028544026255266027,-0.019723447254470464,-0.039387417715362645,-0.0185557291539834,0.00019998000199980003,-0.5416049503947987,
transformer_l,pitch_class_histogram_jsd_to_receiver,same_minus_clean,-0.031457521273184325,-0.021540607884616578,-0.042753197508407975,-0.020992115359906787,0.00019998000199980003,-0.5644435071171829,
transformer_l,pitch_class_histogram_jsd_to_receiver,unrelated_minus_clean,-0.0029134950179182818,0.0036143511240551013,-0.010657901027868327,0.004916122841084663,0.45395460453954606,-0.07304892120893844,
transformer_l,scale_consistency,same_minus_unrelated,0.002124869735739303,0.0,-0.002649680612463215,0.00679391497069758,0.38716128387161286,0.08875912076550556,
transformer_l,scale_consistency,same_minus_clean,0.0007257618870662319,0.0,-0.0041559106163562695,0.0055348872713437795,0.787921207879212,0.0288415581554041,
transformer_l,scale_consistency,unrelated_minus_clean,-0.0013991078486730712,0.0005472739820566175,-0.005593590015057402,0.00252160825647781,0.48475152484751527,-0.06754163196476401,
transformer_l,pitch_interval_mean,same_minus_unrelated,-0.026475467764712626,-0.03611111111111111,-0.07431356864569327,0.022190283784699373,0.27517248275172485,-0.10884802309592961,
transformer_l,pitch_interval_mean,same_minus_clean,-0.004638048126175737,0.004044556384373288,-0.05336463302635903,0.04398977273301897,0.8321167883211679,-0.018529964104188133,
transformer_l,pitch_interval_mean,unrelated_minus_clean,0.021837419638536894,-0.0027777777777777124,-0.024379645882657876,0.06720692686155144,0.35596440355964404,0.09267358986182786,
transformer_l,pitch_interval_variance,same_minus_unrelated,1.808030047966521,1.13324551843494,-7.3121543246809635,12.529682480692326,0.7287271272872713,0.03607659520223375,
transformer_l,pitch_interval_variance,same_minus_clean,7.747733524059178,2.3713666269369895,-0.9706587138772651,16.96287945019956,0.0801919808019198,0.1688984725041105,
transformer_l,pitch_interval_variance,unrelated_minus_clean,5.939703476092657,3.8027571769372486,-3.4164069276556375,15.396926099616964,0.22077792220777923,0.12290075820081388,
transformer_l,pitch_interval_jsd_to_receiver,same_minus_unrelated,-0.027211489578421188,-0.02332569860964942,-0.0366894728077388,-0.017804658077926642,0.00019998000199980003,-0.5655631231173355,
transformer_l,pitch_interval_jsd_to_receiver,same_minus_clean,-0.03472922392199039,-0.03556424214481743,-0.04466931684400742,-0.025189980354281463,0.00019998000199980003,-0.7014318031735518,
transformer_l,pitch_interval_jsd_to_receiver,unrelated_minus_clean,-0.0075177343435692025,-0.005838743860218321,-0.015279832628763241,-0.00012565261893625804,0.043995600439956005,-0.19484179115581016,
transformer_l,pitch_range,same_minus_unrelated,0.2886666666666668,0.36666666666666714,-0.28400000000000003,0.9033666666666662,0.3307669233076692,0.09434321990722548,
transformer_l,pitch_range,same_minus_clean,0.5033333333333334,0.23333333333333428,-0.10201666666666691,1.1713333333333336,0.09859014098590141,0.15721698607134002,
transformer_l,pitch_range,unrelated_minus_clean,0.21466666666666662,0.20000000000000284,-0.3346666666666666,0.7686833333333333,0.4373562643735626,0.07667080246019883,
transformer_l,used_pitch_classes,same_minus_unrelated,-0.04333333333333332,-0.06666666666666643,-0.14934999999999998,0.05866666666666671,0.41675832416758324,-0.08053658004252907,
transformer_l,used_pitch_classes,same_minus_clean,-0.015333333333333336,-0.06666666666666643,-0.12200000000000001,0.08999999999999998,0.7785221477852214,-0.028376893443075268,
transformer_l,used_pitch_classes,unrelated_minus_clean,0.027999999999999983,0.033333333333333215,-0.05800000000000005,0.11601666666666646,0.53994600539946,0.06294023515143753,
transformer_l,tonal_key_consistency,same_minus_unrelated,0.002124869735739303,0.0,-0.002453951190918577,0.0068181279095300956,0.3655634436556344,0.08875912076550556,
transformer_l,tonal_key_consistency,same_minus_clean,0.0007257618870662319,0.0,-0.004195827686805929,0.005655186523621309,0.7729227077292271,0.0288415581554041,
transformer_l,tonal_key_consistency,unrelated_minus_clean,-0.0013991078486730712,0.0005472739820566175,-0.005578874615722449,0.0026291002729154746,0.5043495650434956,-0.06754163196476401,
transformer_l,note_density,same_minus_unrelated,0.0809898328824025,0.0,-0.23023405600648644,0.3816245315047868,0.5965403459654035,0.05179529286532934,
transformer_l,note_density,same_minus_clean,-0.1666791245791245,0.0,-0.5234268265993263,0.18824968855218874,0.3581641835816418,-0.09196260526234305,
transformer_l,note_density,unrelated_minus_clean,-0.24766895746152698,0.0,-0.537519616254059,0.05779943314167776,0.10918908109189081,-0.1622419145906219,
transformer_l,polyphony,same_minus_unrelated,0.053859695714390136,-0.0077200577200573495,-0.0161374909290579,0.12811813575991848,0.13638636136386362,0.14537726121433048,
transformer_l,polyphony,same_minus_clean,-0.10222478505600727,-0.004665473415473631,-0.2822427288036512,0.02794381244127606,0.1685831416858314,-0.12588344982529495,
transformer_l,polyphony,unrelated_minus_clean,-0.15608448077039738,-0.03439153439153464,-0.3063903807363511,-0.042080176844681225,0.0021997800219978004,-0.22539694032742622,
transformer_l,polyphony_rate,same_minus_unrelated,0.0050241207840683,0.004942780531015878,-0.006756833772086829,0.01639075922750803,0.39776022397760225,0.08339380469396608,
transformer_l,polyphony_rate,same_minus_clean,0.007684882201250495,5.551115123125783e-17,-0.0074968799748558156,0.023260377919913783,0.3227677232276772,0.09830264295738679,
transformer_l,polyphony_rate,unrelated_minus_clean,0.0026607614171821944,0.002940115440115465,-0.010026679031547138,0.015754236299924475,0.6957304269573042,0.0402741625492686,
transformer_l,empty_beat_rate,same_minus_unrelated,0.0005945526065495116,0.0,-0.00751737847222222,0.008473738046994141,0.8865113488651135,0.014601939190267324,
transformer_l,empty_beat_rate,same_minus_clean,0.0009080838143338121,0.005277777777777826,-0.008267541636604134,0.0096535701509139,0.8243175682431757,0.019726052186548205,
transformer_l,empty_beat_rate,unrelated_minus_clean,0.00031353120778430054,0.0,-0.007809436025360953,0.008442281207784305,0.9315068493150684,0.007459037405304571,
transformer_l,empty_measure_rate,same_minus_unrelated,-0.0017743034055727558,0.0,-0.006774303405572756,0.003336807705538355,0.4861513848615138,-0.06917850913792027,
transformer_l,empty_measure_rate,same_minus_clean,-0.0005137806637806635,0.0,-0.006111111111111111,0.004875452741702736,0.8615138486151385,-0.0181345578126606,
transformer_l,empty_measure_rate,unrelated_minus_clean,0.0012605227417920922,0.0,-0.0038678434053047057,0.006444444444444444,0.6451354864513549,0.04694328721152157,
transformer_l,qualified_note_ratio,same_minus_unrelated,0.000863284123284116,0.0,-0.0016248689458689474,0.0029351801994301884,0.4323567643235676,0.07293528160828049,
transformer_l,qualified_note_ratio,same_minus_clean,3.792518270779755e-05,0.0,-0.002058711693298642,0.0018185357673727225,0.9345065493450655,0.003807365635320771,
transformer_l,qualified_note_ratio,unrelated_minus_clean,-0.0008253589405763184,0.0,-0.0028364739282456483,0.0008615650231411205,0.39376062393760625,-0.08564355519878256,
transformer_l,average_note_duration,same_minus_unrelated,-0.0015817390172034916,0.014777777777778334,-0.21819448013652923,0.17311195537318713,0.9491050894910509,-0.0015974521913946118,
transformer_l,average_note_duration,same_minus_clean,0.1852746101811769,-0.013055555555556153,0.02763700597765441,0.3830184666592055,0.017598240175982403,0.19903942158874915,
transformer_l,average_note_duration,unrelated_minus_clean,0.1868563491983804,0.0187053140096618,-0.026031514962266637,0.5189301637438567,0.1341865813418658,0.12101404099534945,
transformer_l,duration_variance,same_minus_unrelated,0.16238417861457882,-0.03263999999999989,-2.931929890005947,3.520510481216375,0.9355064493550644,0.009869592433191698,
transformer_l,duration_variance,same_minus_clean,2.2991505249918767,0.12959999999999944,-0.40072974237487985,5.750815882893993,0.11998800119988001,0.1430274871445339,
transformer_l,duration_variance,unrelated_minus_clean,2.1367663463772972,0.06378666666666814,-0.07836612964340002,4.5357052970747285,0.062193780621937804,0.17991693277187937,
transformer_l,pitch_range,same_minus_unrelated,0.2886666666666668,0.36666666666666714,-0.29333333333333295,0.9040166666666665,0.34256574342565743,0.09434321990722548,
transformer_l,pitch_range,same_minus_clean,0.5033333333333334,0.23333333333333428,-0.07533333333333281,1.172049999999999,0.0927907209279072,0.15721698607134002,
transformer_l,pitch_range,unrelated_minus_clean,0.21466666666666662,0.20000000000000284,-0.32001666666666656,0.7706999999999998,0.4353564643535646,0.07667080246019883,
transformer_l,used_pitch_classes,same_minus_unrelated,-0.04333333333333332,-0.06666666666666643,-0.15066666666666667,0.06,0.4203579642035796,-0.08053658004252907,
transformer_l,used_pitch_classes,same_minus_clean,-0.015333333333333336,-0.06666666666666643,-0.11933333333333321,0.09133333333333332,0.7897210278972103,-0.028376893443075268,
transformer_l,used_pitch_classes,unrelated_minus_clean,0.027999999999999983,0.033333333333333215,-0.05800000000000003,0.1133333333333334,0.5171482851714828,0.06294023515143753,
transformer_l,notes_per_bar,same_minus_unrelated,0.0809898328824025,0.0,-0.23149538143487072,0.3831453954410454,0.6015398460153984,0.05179529286532934,
transformer_l,notes_per_bar,same_minus_clean,-0.1666791245791245,0.0,-0.5219342003367003,0.17809824915824918,0.34336566343365665,-0.09196260526234305,
transformer_l,notes_per_bar,unrelated_minus_clean,-0.24766895746152698,0.0,-0.5452967465420718,0.051813877586122124,0.10138986101389862,-0.1622419145906219,
transformer_l,onset_density,same_minus_unrelated,-0.0005945526065495107,0.0,-0.008553787426274852,0.007583311976783819,0.8745125487451255,-0.014601939190267303,
transformer_l,onset_density,same_minus_clean,-0.0009080838143338155,-0.00527777777777777,-0.009650108149951903,0.008123732638888884,0.825917408259174,-0.019726052186548274,
transformer_l,onset_density,unrelated_minus_clean,-0.00031353120778430417,0.0,-0.008563643793534467,0.007960034722222217,0.9561043895610439,-0.007459037405304659,
transformer_l,pitch_class_jsd,same_minus_unrelated,-0.028544026255266027,-0.019723447254470464,-0.03931930033759856,-0.018666202562037097,0.00019998000199980003,-0.5416049503947987,
transformer_l,pitch_class_jsd,same_minus_clean,-0.031457521273184325,-0.021540607884616578,-0.04260887630005025,-0.021105560853082062,0.00019998000199980003,-0.5644435071171829,
transformer_l,pitch_class_jsd,unrelated_minus_clean,-0.0029134950179182818,0.0036143511240551013,-0.010712423656660678,0.004884518458096034,0.4467553244675532,-0.07304892120893844,
transformer_l,pitch_interval_jsd,same_minus_unrelated,-0.027211489578421188,-0.02332569860964942,-0.0368095880233262,-0.01795600548853326,0.00019998000199980003,-0.5655631231173355,
transformer_l,pitch_interval_jsd,same_minus_clean,-0.03472922392199039,-0.03556424214481743,-0.0446726022265129,-0.025210925382270613,0.00019998000199980003,-0.7014318031735518,
transformer_l,pitch_interval_jsd,unrelated_minus_clean,-0.0075177343435692025,-0.005838743860218321,-0.015191061906547204,-0.00011095786286242339,0.0461953804619538,-0.19484179115581016,
transformer_l,ioi_jsd,same_minus_unrelated,-0.003918087591212663,0.0,-0.014588789261199832,0.0071608456764676014,0.49035096490350966,-0.06967234242180723,
transformer_l,ioi_jsd,same_minus_clean,-0.0008655111655602067,-0.00017853800023924504,-0.010873537766983545,0.009190364516437574,0.8457154284571543,-0.01660818794072076,
transformer_l,ioi_jsd,unrelated_minus_clean,0.003052576425652457,0.0,-0.007878588663200247,0.014160519684278347,0.5923407659234077,0.053838750821957215,
transformer_l,duration_jsd,same_minus_unrelated,-0.007312348735425995,-0.0036140259110614276,-0.015897768693908,0.000678185357156007,0.0745925407459254,-0.1726856170747381,
transformer_l,duration_jsd,same_minus_clean,-0.003920573818209621,-0.001466242023234074,-0.012031567189495987,0.004800784155935449,0.3575642435756424,-0.09060600767109848,
transformer_l,duration_jsd,unrelated_minus_clean,0.003391774917216371,-0.00014776613104693082,-0.005788568381840952,0.013525980211535206,0.4931506849315068,0.06912321851580358,
transformer_l,density_wasserstein,same_minus_unrelated,-0.06284514851485136,0.0,-0.2854564323432342,0.159982805280528,0.5773422657734226,-0.05538146024748861,
transformer_l,density_wasserstein,same_minus_clean,-0.03973293729372923,0.0,-0.3183648217821778,0.23087098019801963,0.7963203679632037,-0.028200113001809055,
transformer_l,density_wasserstein,unrelated_minus_clean,0.02311221122112216,0.0,-0.21964819801980176,0.2564038085808578,0.8183181681831817,0.01877064441646142,
transformer_l,ioi_wasserstein,same_minus_unrelated,-0.07641030645921734,-0.0024092409240924137,-0.14541086822253654,-0.021240577086280094,0.0021997800219978004,-0.23654669727925812,
transformer_l,ioi_wasserstein,same_minus_clean,-0.008654622275414348,-0.0040462046204620475,-0.06131162868567078,0.050448045452072716,0.7387261273872613,-0.0304279310805506,
transformer_l,ioi_wasserstein,unrelated_minus_clean,0.06775568418380301,0.0,0.008031548444130144,0.15569101032713162,0.0187981201879812,0.17605253292443204,
transformer_l,duration_wasserstein,same_minus_unrelated,-0.09479478547854792,-0.024818481848184887,-0.27954456600660077,0.0367059735973597,0.21957804219578042,-0.11422666590801653,
transformer_l,duration_wasserstein,same_minus_clean,0.07621887788778874,-0.02274257425742579,-0.03561773927392742,0.23489133828382824,0.2653734626537346,0.10916694479752596,
transformer_l,duration_wasserstein,unrelated_minus_clean,0.17101366336633672,0.0018184818481848941,-0.006322998349834957,0.4738747046204618,0.0705929407059294,0.12557455783789756,
transformer_l,pitch_interval_wasserstein,same_minus_unrelated,-0.09567782178217817,-0.09769636963696438,-0.21471111056105605,0.02625724257425743,0.12418758124187582,-0.15535173435488545,
transformer_l,pitch_interval_wasserstein,same_minus_clean,-0.2848359735973598,-0.19124752475247608,-0.4014625115511551,-0.1732425759075908,0.00019998000199980003,-0.49446922483354605,
transformer_l,pitch_interval_wasserstein,unrelated_minus_clean,-0.18915815181518159,-0.2045907590759075,-0.3302595775577558,-0.04961498679867984,0.008599140085991401,-0.2620297505157221,
conditional_vae,bar_pair_similarity,same_minus_unrelated,-0.006277291846652242,-0.001968580754540216,-0.014790682478592715,0.002228044345290263,0.14538546145385461,-0.17919310806611882,
conditional_vae,bar_pair_similarity,same_minus_clean,-0.0013925100451741299,0.00033198063745580207,-0.00894755134206708,0.006106159172351476,0.7153284671532847,-0.04528952314253399,
conditional_vae,bar_pair_similarity,unrelated_minus_clean,0.005435427141109677,0.0,-0.0032440551565252745,0.014195901380657424,0.22697730226977303,0.1503566364184044,
conditional_vae,si_short,same_minus_unrelated,0.001673768254771544,0.0,0.0,0.004736425398431977,0.2763723627637236,0.1480301670490406,
conditional_vae,si_short,same_minus_clean,0.0006648813083845976,0.0,0.0,0.0018505959501025284,0.2705729427057294,0.15442879770849058,
conditional_vae,si_short,unrelated_minus_clean,-0.0009933656087502242,0.0,-0.002841432072201303,0.0,0.25377462253774624,-0.14265008078427585,
conditional_vae,si_medium,same_minus_unrelated,0.010240883390393193,0.0,0.0,0.02258656240273887,0.16398360163983602,0.705871454711843,
conditional_vae,si_medium,same_minus_clean,0.009468735410830998,0.0,-0.01326046043417367,0.041666666666666664,0.6387361263873612,0.29743188797921105,
conditional_vae,si_medium,unrelated_minus_clean,-0.0033323688271604934,0.0,-0.028515624999999996,0.018518518518518517,0.8427157284271573,-0.12871412446848143,
conditional_vae,si_long,same_minus_unrelated,0.022138278388278393,0.022138278388278393,0.022138278388278393,0.022138278388278393,0.00019998000199980003,,
conditional_vae,si_long,same_minus_clean,-0.03163156288156287,-0.03163156288156287,-0.03163156288156287,-0.03163156288156287,0.00019998000199980003,,
conditional_vae,si_long,unrelated_minus_clean,-0.053769841269841266,-0.053769841269841266,-0.053769841269841266,-0.053769841269841266,0.00019998000199980003,,
conditional_vae,motif_repetition_rate,same_minus_unrelated,0.0011808777623019111,0.0,0.0,0.0033617555246038223,0.253974602539746,0.11640832292530989,
conditional_vae,motif_repetition_rate,same_minus_clean,0.0009406516141810262,0.0,0.0,0.002377510398098634,0.2673732626737326,0.1419219661119264,
conditional_vae,motif_repetition_rate,unrelated_minus_clean,-0.0002402261481208849,0.0,-0.0016666666666666663,0.0009459882223040117,0.9265073492650735,-0.03744340950103741,
conditional_vae,repeated_pattern_count,same_minus_unrelated,0.005333333333333334,0.0,0.0,0.014666666666666668,0.2675732426757324,0.12687616393795076,
conditional_vae,repeated_pattern_count,same_minus_clean,0.006000000000000001,0.0,0.0,0.017333333333333336,0.2755724427557244,0.11177030058773446,
conditional_vae,repeated_pattern_count,unrelated_minus_clean,0.000666666666666667,0.0,-0.002,0.004000000000000001,0.7827217278272173,0.04454175497072095,
conditional_vae,mean_repeated_pattern_length,same_minus_unrelated,0.13204099821746873,0.13204099821746873,0.0,0.26408199643493746,0.4851514848515148,0.7071067811865476,
conditional_vae,mean_repeated_pattern_length,same_minus_clean,-0.10367328749681692,-0.10367328749681692,-0.20734657499363385,0.0,0.49775022497750226,-0.7071067811865475,
conditional_vae,mean_repeated_pattern_length,unrelated_minus_clean,-0.23571428571428565,-0.23571428571428565,-0.4714285714285713,0.0,0.5011498850114988,-0.7071067811865476,
conditional_vae,longest_repeated_pattern_length,same_minus_unrelated,0.004,0.0,0.0,0.010666666666666666,0.2605739426057394,0.1347094633320229,
conditional_vae,longest_repeated_pattern_length,same_minus_clean,0.0033333333333333335,0.0,0.0,0.009333333333333334,0.26417358264173585,0.12155706233281995,
conditional_vae,longest_repeated_pattern_length,unrelated_minus_clean,-0.0006666666666666666,0.0,-0.002,0.0,0.7359264073592641,-0.09999999999999999,
conditional_vae,self_similarity_offdiag_mean,same_minus_unrelated,-0.005386008475561126,-0.0008955558507988161,-0.014143777826277716,0.003445097147889997,0.22797720227977203,-0.14945638920890178,
conditional_vae,self_similarity_offdiag_mean,same_minus_clean,-0.0012083571208542248,0.00025284196479848607,-0.008468789676694632,0.006363546921170498,0.7685231476852314,-0.03928723656660991,
conditional_vae,self_similarity_offdiag_mean,unrelated_minus_clean,0.004739175624288793,0.0,-0.004102773736737494,0.013881452974087407,0.30456954304569545,0.1259164131641664,
conditional_vae,self_similarity_high_fraction,same_minus_unrelated,-0.0004148754454737166,0.0,-0.0031495122398924285,0.0020611359034712743,0.7383261673832616,-0.03838360695300152,
