model,condition,metric,mean,median,n_families,null
transformer_l,unrelated_donor,pitch_interval_jsd_to_receiver,0.45270259761041076,0.4400001245798619,100,False
transformer_l,unrelated_donor,pitch_range,35.11333333333334,36.86666666666667,100,False
transformer_l,unrelated_donor,used_pitch_classes,6.166666666666666,6.2,100,False
transformer_l,unrelated_donor,tonal_key_consistency,0.9350912165129557,0.9511328502415459,100,False
transformer_l,unrelated_donor,chord_progression_irregularity,,,0,True
transformer_l,unrelated_donor,chord_ngram_distribution,,,0,True
transformer_l,unrelated_donor,chord_transition_entropy,,,0,True
transformer_l,unrelated_donor,harmonic_tonal_distance,,,0,True
transformer_l,unrelated_donor,chord_diversity,,,0,True
transformer_l,unrelated_donor,note_density,19.623658315265747,22.5,100,False
transformer_l,unrelated_donor,polyphony,3.4566624992881017,3.1604136604136603,100,False
transformer_l,unrelated_donor,polyphony_rate,0.7311131942129453,0.7579006179006179,100,False
transformer_l,unrelated_donor,empty_beat_rate,0.6023663270230801,0.6229166666666667,100,False
transformer_l,unrelated_donor,empty_measure_rate,0.013629858961128312,0.0,100,False
transformer_l,unrelated_donor,qualified_note_ratio,0.988450077700078,1.0,100,False
transformer_l,unrelated_donor,average_note_duration,3.869929444567138,3.104111111111111,100,False
transformer_l,unrelated_donor,duration_variance,19.311844371983323,6.888746666666666,100,False
transformer_l,unrelated_donor,pitch_range,35.11333333333334,36.86666666666667,100,False
transformer_l,unrelated_donor,used_pitch_classes,6.166666666666666,6.2,100,False
transformer_l,unrelated_donor,notes_per_bar,19.623658315265747,22.5,100,False
transformer_l,unrelated_donor,onset_density,0.39763367297691987,0.3770833333333333,100,False
transformer_l,unrelated_donor,pitch_class_jsd,0.22262635227151992,0.20076598610300778,100,False
transformer_l,unrelated_donor,pitch_interval_jsd,0.45270259761041076,0.4400001245798619,100,False
transformer_l,unrelated_donor,ioi_jsd,0.15341814813079055,0.12826582553831267,100,False
transformer_l,unrelated_donor,duration_jsd,0.19132951582511115,0.1629646652329326,100,False
transformer_l,unrelated_donor,density_wasserstein,10.827654719471946,8.890808580858087,100,False
transformer_l,unrelated_donor,ioi_wasserstein,0.5653649599245639,0.3185016501650165,100,False
transformer_l,unrelated_donor,duration_wasserstein,1.7165181518151815,1.1747194719471947,100,False
transformer_l,unrelated_donor,pitch_interval_wasserstein,3.9647499009900984,3.531333333333333,100,False
transformer_l,same_family_donor,bar_pair_similarity,0.05457846173197005,0.032583599974904315,64,False
transformer_l,same_family_donor,si_short,0.000390625,0.0,64,False
transformer_l,same_family_donor,si_medium,0.0032123960695389264,0.0,7,False
transformer_l,same_family_donor,si_long,0.017857142857142856,0.017857142857142856,1,False
transformer_l,same_family_donor,motif_repetition_rate,0.0004148148148148148,0.0,100,False
transformer_l,same_family_donor,repeated_pattern_count,0.0013333333333333333,0.0,100,False
transformer_l,same_family_donor,mean_repeated_pattern_length,1.0,1.0,2,False
transformer_l,same_family_donor,longest_repeated_pattern_length,0.0013333333333333333,0.0,100,False
transformer_l,same_family_donor,self_similarity_offdiag_mean,0.051276623609036995,0.032583599974904315,64,False
transformer_l,same_family_donor,self_similarity_high_fraction,0.009632936507936507,0.0,64,False
transformer_l,same_family_donor,groove_consistency,0.2378750362254488,0.2045647804576376,64,False
transformer_l,same_family_donor,grooving_pattern_similarity,0.2446691760376318,0.20515164399092972,64,False
transformer_l,same_family_donor,ioi_mean,2.0662589347298628,1.9538888888888888,100,False
transformer_l,same_family_donor,ioi_variance,0.857630903702239,0.21669236583522294,100,False
transformer_l,same_family_donor,ioi_entropy,0.5841112215419971,0.5867202652312354,100,False
transformer_l,same_family_donor,ioi_jsd_to_receiver,0.14950006053957787,0.11697541375719137,100,False
transformer_l,same_family_donor,duration_jsd_to_receiver,0.18401716708968516,0.16458536377556132,100,False
transformer_l,same_family_donor,duration_entropy,1.521321281577266,1.5573056836329398,100,False
transformer_l,same_family_donor,onset_pattern_entropy,0.4054518725399048,0.16666666666666669,100,False
transformer_l,same_family_donor,rhythmic_density,19.70464814814815,22.416666666666664,100,False
transformer_l,same_family_donor,syncopation,,,0,True
transformer_l,same_family_donor,pitch_class_entropy,2.2735803931045804,2.330307457192371,100,False
transformer_l,same_family_donor,pitch_class_histogram_jsd_to_receiver,0.19408232601625386,0.17100754723942302,100,False
transformer_l,same_family_donor,scale_consistency,0.9372160862486949,0.9638333333333334,100,False
transformer_l,same_family_donor,pitch_interval_mean,0.21827943489695073,0.23194444444444445,100,False
transformer_l,same_family_donor,pitch_interval_variance,229.33521824064064,201.05468750000003,100,False
transformer_l,same_family_donor,pitch_interval_jsd_to_receiver,0.4254911080319896,0.425411521117106,100,False
transformer_l,same_family_donor,pitch_range,35.402,35.46666666666667,100,False
transformer_l,same_family_donor,used_pitch_classes,6.123333333333332,6.166666666666667,100,False
transformer_l,same_family_donor,tonal_key_consistency,0.9372160862486949,0.9638333333333334,100,False
transformer_l,same_family_donor,chord_progression_irregularity,,,0,True
transformer_l,same_family_donor,chord_ngram_distribution,,,0,True
transformer_l,same_family_donor,chord_transition_entropy,,,0,True
transformer_l,same_family_donor,harmonic_tonal_distance,,,0,True
transformer_l,same_family_donor,chord_diversity,,,0,True
transformer_l,same_family_donor,note_density,19.70464814814815,22.416666666666664,100,False
transformer_l,same_family_donor,polyphony,3.5105221950024914,3.086619399119399,100,False
transformer_l,same_family_donor,polyphony_rate,0.7361373149970136,0.7620238095238095,100,False
transformer_l,same_family_donor,empty_beat_rate,0.6029608796296296,0.6236111111111111,100,False
transformer_l,same_family_donor,empty_measure_rate,0.011855555555555555,0.0,100,False
transformer_l,same_family_donor,qualified_note_ratio,0.9893133618233618,1.0,100,False
transformer_l,same_family_donor,average_note_duration,3.8683477055499362,3.1439999999999997,100,False
transformer_l,same_family_donor,duration_variance,19.474228550597903,7.002346666666667,100,False
transformer_l,same_family_donor,pitch_range,35.402,35.46666666666667,100,False
transformer_l,same_family_donor,used_pitch_classes,6.123333333333332,6.166666666666667,100,False
transformer_l,same_family_donor,notes_per_bar,19.70464814814815,22.416666666666664,100,False
transformer_l,same_family_donor,onset_density,0.39703912037037037,0.3763888888888889,100,False
transformer_l,same_family_donor,pitch_class_jsd,0.19408232601625386,0.17100754723942302,100,False
transformer_l,same_family_donor,pitch_interval_jsd,0.4254911080319896,0.425411521117106,100,False
transformer_l,same_family_donor,ioi_jsd,0.14950006053957787,0.11697541375719137,100,False
transformer_l,same_family_donor,duration_jsd,0.18401716708968516,0.16458536377556132,100,False
transformer_l,same_family_donor,density_wasserstein,10.764809570957095,8.652145214521452,100,False
transformer_l,same_family_donor,ioi_wasserstein,0.48895465346534656,0.2730594059405941,100,False
transformer_l,same_family_donor,duration_wasserstein,1.6217233663366333,1.1996435643564354,100,False
transformer_l,same_family_donor,pitch_interval_wasserstein,3.8690720792079207,3.48013201320132,100,False
conditional_vae,clean,bar_pair_similarity,0.0507744350965139,0.034330546283071854,70,False
conditional_vae,clean,si_short,0.0013131313131313133,0.0,70,False
conditional_vae,clean,si_medium,0.011145833333333332,0.0,5,False
conditional_vae,clean,si_long,0.07638888888888888,0.07638888888888888,1,False
conditional_vae,clean,motif_repetition_rate,0.0013308080808080809,0.0,100,False
conditional_vae,clean,repeated_pattern_count,0.004666666666666667,0.0,100,False
conditional_vae,clean,mean_repeated_pattern_length,1.2857142857142856,1.2857142857142856,2,False
conditional_vae,clean,longest_repeated_pattern_length,0.004666666666666667,0.0,100,False
conditional_vae,clean,self_similarity_offdiag_mean,0.048072996911746727,0.033635311692449564,70,False
conditional_vae,clean,self_similarity_high_fraction,0.011418264275407132,0.0,70,False
conditional_vae,clean,groove_consistency,0.23031796888018344,0.1875,70,False
conditional_vae,clean,grooving_pattern_similarity,0.23699824359756388,0.1875,70,False
conditional_vae,clean,ioi_mean,2.011134209643117,1.9123941798941801,100,False
conditional_vae,clean,ioi_variance,0.606526095030436,0.17496957671957675,100,False
conditional_vae,clean,ioi_entropy,0.541461199221436,0.474477978559561,100,False
conditional_vae,clean,ioi_jsd_to_receiver,0.1505846319179537,0.10855441153029169,100,False
conditional_vae,clean,duration_jsd_to_receiver,0.20332467117316588,0.17364028619735478,100,False
conditional_vae,clean,duration_entropy,1.4212523284373615,1.4056612337751022,100,False
conditional_vae,clean,onset_pattern_entropy,0.3774110290531049,0.2,100,False
conditional_vae,clean,rhythmic_density,19.486716666666663,21.666666666666668,100,False
conditional_vae,clean,syncopation,,,0,True
conditional_vae,clean,pitch_class_entropy,2.2197557063460582,2.284725398994512,100,False
conditional_vae,clean,pitch_class_histogram_jsd_to_receiver,0.23606708315137934,0.20601555326040927,100,False
conditional_vae,clean,scale_consistency,0.941115012060299,0.9492777777777778,100,False
conditional_vae,clean,pitch_interval_mean,0.2705066690516511,0.234211682037769,100,False
conditional_vae,clean,pitch_interval_variance,231.50350542360408,193.51927885900596,100,False
conditional_vae,clean,pitch_interval_jsd_to_receiver,0.469984900003808,0.4588034453406682,100,False
conditional_vae,clean,pitch_range,35.656285714285715,35.333333333333336,100,False
conditional_vae,clean,used_pitch_classes,6.213333333333334,6.233333333333333,100,False
conditional_vae,clean,tonal_key_consistency,0.941115012060299,0.9492777777777778,100,False
conditional_vae,clean,chord_progression_irregularity,,,0,True
conditional_vae,clean,chord_ngram_distribution,,,0,True
conditional_vae,clean,chord_transition_entropy,,,0,True
conditional_vae,clean,harmonic_tonal_distance,,,0,True
conditional_vae,clean,chord_diversity,,,0,True
conditional_vae,clean,note_density,19.486716666666663,21.666666666666668,100,False
conditional_vae,clean,polyphony,3.6785516515751793,3.472275132275132,100,False
conditional_vae,clean,polyphony_rate,0.7362877686351799,0.7887962962962963,100,False
conditional_vae,clean,empty_beat_rate,0.6139284406565657,0.6256944444444444,100,False
conditional_vae,clean,empty_measure_rate,0.020453030303030303,0.0,100,False
conditional_vae,clean,qualified_note_ratio,0.9684553846153848,0.9973333333333334,100,False
conditional_vae,clean,average_note_duration,3.8493069276901095,3.0874251207729477,100,False
conditional_vae,clean,duration_variance,15.646199363119749,5.726613333333334,100,False
conditional_vae,clean,pitch_range,35.656285714285715,35.333333333333336,100,False
conditional_vae,clean,used_pitch_classes,6.213333333333334,6.233333333333333,100,False
conditional_vae,clean,notes_per_bar,19.486716666666663,21.666666666666668,100,False
conditional_vae,clean,onset_density,0.3860715593434343,0.37430555555555556,100,False
conditional_vae,clean,pitch_class_jsd,0.23606708315137934,0.20601555326040927,100,False
conditional_vae,clean,pitch_interval_jsd,0.469984900003808,0.4588034453406682,100,False
conditional_vae,clean,ioi_jsd,0.1505846319179537,0.10855441153029169,100,False
conditional_vae,clean,duration_jsd,0.20332467117316588,0.17364028619735478,100,False
conditional_vae,clean,density_wasserstein,11.090368448844883,9.337458745874587,100,False
conditional_vae,clean,ioi_wasserstein,0.47322497708012556,0.29226402640264026,100,False
conditional_vae,clean,duration_wasserstein,1.8943261197548322,1.206818481848185,100,False
conditional_vae,clean,pitch_interval_wasserstein,4.392723950966524,3.989683168316832,100,False
conditional_vae,unrelated_donor,bar_pair_similarity,0.05831604211944336,0.038631658196875585,73,False
conditional_vae,unrelated_donor,si_short,0.00037466338836201845,0.0,73,False
conditional_vae,unrelated_donor,si_medium,0.005299961419753086,0.0,8,False
conditional_vae,unrelated_donor,si_long,0.022619047619047615,0.022619047619047615,1,False
conditional_vae,unrelated_donor,motif_repetition_rate,0.0010905819326871957,0.0,100,False
conditional_vae,unrelated_donor,repeated_pattern_count,0.005333333333333333,0.0,100,False
conditional_vae,unrelated_donor,mean_repeated_pattern_length,1.05,1.05,2,False
conditional_vae,unrelated_donor,longest_repeated_pattern_length,0.004,0.0,100,False
conditional_vae,unrelated_donor,self_similarity_offdiag_mean,0.05510567196153843,0.037316784128378334,73,False
conditional_vae,unrelated_donor,self_similarity_high_fraction,0.009320274189665792,0.0,73,False
conditional_vae,unrelated_donor,groove_consistency,0.2206226974556204,0.18807944192559575,73,False
conditional_vae,unrelated_donor,grooving_pattern_similarity,0.227737156752505,0.19192176870748298,73,False
conditional_vae,unrelated_donor,ioi_mean,2.0355627923677067,1.9351655751655752,100,False
conditional_vae,unrelated_donor,ioi_variance,0.8131331421729938,0.16241424280154304,100,False
conditional_vae,unrelated_donor,ioi_entropy,0.53683641858042,0.4546127271317595,100,False
conditional_vae,unrelated_donor,ioi_jsd_to_receiver,0.15285994726378305,0.11676579654708003,100,False
conditional_vae,unrelated_donor,duration_jsd_to_receiver,0.20185781036540898,0.16393491157600903,100,False
conditional_vae,unrelated_donor,duration_entropy,1.4176301975956564,1.4224994311443475,100,False
conditional_vae,unrelated_donor,onset_pattern_entropy,0.396223471520451,0.2,100,False
conditional_vae,unrelated_donor,rhythmic_density,19.43068727198727,21.666666666666668,100,False
conditional_vae,unrelated_donor,syncopation,,,0,True
conditional_vae,unrelated_donor,pitch_class_entropy,2.2214619997795024,2.30507849353865,100,False
conditional_vae,unrelated_donor,pitch_class_histogram_jsd_to_receiver,0.23064387337069303,0.21209974759107786,100,False
conditional_vae,unrelated_donor,scale_consistency,0.9372801840921425,0.9571062801932366,100,False
conditional_vae,unrelated_donor,pitch_interval_mean,0.2862577302182868,0.23303689064558633,100,False
conditional_vae,unrelated_donor,pitch_interval_variance,245.52579489189563,198.60973283361338,100,False
conditional_vae,unrelated_donor,pitch_interval_jsd_to_receiver,0.4679114630024745,0.46596856101994516,100,False
conditional_vae,unrelated_donor,pitch_range,35.81333333333333,35.5,100,False
conditional_vae,unrelated_donor,used_pitch_classes,6.177333333333333,6.266666666666667,100,False
conditional_vae,unrelated_donor,tonal_key_consistency,0.9372801840921425,0.9571062801932366,100,False
conditional_vae,unrelated_donor,chord_progression_irregularity,,,0,True
conditional_vae,unrelated_donor,chord_ngram_distribution,,,0,True
conditional_vae,unrelated_donor,chord_transition_entropy,,,0,True
conditional_vae,unrelated_donor,harmonic_tonal_distance,,,0,True
conditional_vae,unrelated_donor,chord_diversity,,,0,True
conditional_vae,unrelated_donor,note_density,19.43068727198727,21.666666666666668,100,False
conditional_vae,unrelated_donor,polyphony,3.7317229907475795,3.3845238095238095,100,False
conditional_vae,unrelated_donor,polyphony_rate,0.7258828226740529,0.7667412217412217,100,False
conditional_vae,unrelated_donor,empty_beat_rate,0.613210742376532,0.6256944444444444,100,False
conditional_vae,unrelated_donor,empty_measure_rate,0.016853022124074756,0.0,100,False
conditional_vae,unrelated_donor,qualified_note_ratio,0.9718651444207967,0.9973333333333334,100,False
conditional_vae,unrelated_donor,average_note_duration,3.935062404454054,3.1305,100,False
conditional_vae,unrelated_donor,duration_variance,16.06955530873208,5.3710492081958385,100,False
conditional_vae,unrelated_donor,pitch_range,35.81333333333333,35.5,100,False
conditional_vae,unrelated_donor,used_pitch_classes,6.177333333333333,6.266666666666667,100,False
conditional_vae,unrelated_donor,notes_per_bar,19.43068727198727,21.666666666666668,100,False
conditional_vae,unrelated_donor,onset_density,0.38678925762346805,0.37430555555555556,100,False
conditional_vae,unrelated_donor,pitch_class_jsd,0.23064387337069303,0.21209974759107786,100,False
conditional_vae,unrelated_donor,pitch_interval_jsd,0.4679114630024745,0.46596856101994516,100,False
conditional_vae,unrelated_donor,ioi_jsd,0.15285994726378305,0.11676579654708003,100,False
conditional_vae,unrelated_donor,duration_jsd,0.20185781036540898,0.16393491157600903,100,False
conditional_vae,unrelated_donor,density_wasserstein,11.27774125412541,9.206666666666667,100,False
conditional_vae,unrelated_donor,ioi_wasserstein,0.4925644169416942,0.30105280528052814,100,False
conditional_vae,unrelated_donor,duration_wasserstein,1.9668374917491747,1.2671485148514852,100,False
conditional_vae,unrelated_donor,pitch_interval_wasserstein,4.581013135313531,4.126455445544554,100,False
conditional_vae,same_family_donor,bar_pair_similarity,0.051374983893734114,0.031059108875314406,68,False
conditional_vae,same_family_donor,si_short,0.001977523465526561,0.0,68,False
conditional_vae,same_family_donor,si_medium,0.010400456478887852,0.0,9,False
conditional_vae,same_family_donor,si_long,0.04475732600732601,0.04475732600732601,1,False
conditional_vae,same_family_donor,motif_repetition_rate,0.002271459694989107,0.0,100,False
conditional_vae,same_family_donor,repeated_pattern_count,0.010666666666666666,0.0,100,False
conditional_vae,same_family_donor,mean_repeated_pattern_length,1.1820409982174689,1.1820409982174689,2,False
conditional_vae,same_family_donor,longest_repeated_pattern_length,0.008,0.0,100,False
conditional_vae,same_family_donor,self_similarity_offdiag_mean,0.04876741204406899,0.031059108875314406,68,False
conditional_vae,same_family_donor,self_similarity_high_fraction,0.009615117460813016,0.0,68,False
conditional_vae,same_family_donor,groove_consistency,0.23401321076169654,0.18399084381227238,68,False
conditional_vae,same_family_donor,grooving_pattern_similarity,0.24158869664354185,0.18631192881192882,68,False
conditional_vae,same_family_donor,ioi_mean,2.034183041164148,1.9121428571428571,100,False
conditional_vae,same_family_donor,ioi_variance,1.1690571110424826,0.18819104308390025,100,False
conditional_vae,same_family_donor,ioi_entropy,0.5711625642193354,0.5409237963516987,100,False
conditional_vae,same_family_donor,ioi_jsd_to_receiver,0.14602129548750012,0.11124997405071982,100,False
conditional_vae,same_family_donor,duration_jsd_to_receiver,0.20524387404257982,0.17276126234862837,100,False
conditional_vae,same_family_donor,duration_entropy,1.4165028012797305,1.3869187526683988,100,False
conditional_vae,same_family_donor,onset_pattern_entropy,0.40071845838350695,0.2,100,False
conditional_vae,same_family_donor,rhythmic_density,19.37967755991285,21.666666666666668,100,False
conditional_vae,same_family_donor,syncopation,,,0,True
conditional_vae,same_family_donor,pitch_class_entropy,2.2072752799000197,2.3043080118321497,100,False
conditional_vae,same_family_donor,pitch_class_histogram_jsd_to_receiver,0.22942716026636828,0.21038964656960868,100,False
conditional_vae,same_family_donor,scale_consistency,0.9394753416281797,0.9594763630089718,100,False
conditional_vae,same_family_donor,pitch_interval_mean,0.3070004341771807,0.2742282817826296,100,False
conditional_vae,same_family_donor,pitch_interval_variance,220.60785755692737,198.5652782560453,100,False
conditional_vae,same_family_donor,pitch_interval_jsd_to_receiver,0.46258016048463707,0.4543716715262977,100,False
conditional_vae,same_family_donor,pitch_range,35.18066666666667,35.46666666666667,100,False
conditional_vae,same_family_donor,used_pitch_classes,6.144,6.266666666666667,100,False
conditional_vae,same_family_donor,tonal_key_consistency,0.9394753416281797,0.9594763630089718,100,False
conditional_vae,same_family_donor,chord_progression_irregularity,,,0,True
conditional_vae,same_family_donor,chord_ngram_distribution,,,0,True
conditional_vae,same_family_donor,chord_transition_entropy,,,0,True
conditional_vae,same_family_donor,harmonic_tonal_distance,,,0,True
conditional_vae,same_family_donor,chord_diversity,,,0,True
conditional_vae,same_family_donor,note_density,19.37967755991285,21.666666666666668,100,False
conditional_vae,same_family_donor,polyphony,3.726467153385867,3.4211071336071335,100,False
conditional_vae,same_family_donor,polyphony_rate,0.7249673023453813,0.76254588004588,100,False
conditional_vae,same_family_donor,empty_beat_rate,0.6132580814270152,0.628125,100,False
conditional_vae,same_family_donor,empty_measure_rate,0.015885660526836997,0.0,100,False
conditional_vae,same_family_donor,qualified_note_ratio,0.9719224019458802,0.9973333333333334,100,False
conditional_vae,same_family_donor,average_note_duration,3.8606589205177446,3.229333333333333,100,False
conditional_vae,same_family_donor,duration_variance,13.747859116370321,6.03783537037037,100,False
conditional_vae,same_family_donor,pitch_range,35.18066666666667,35.46666666666667,100,False
conditional_vae,same_family_donor,used_pitch_classes,6.144,6.266666666666667,100,False
conditional_vae,same_family_donor,notes_per_bar,19.37967755991285,21.666666666666668,100,False
conditional_vae,same_family_donor,onset_density,0.38674191857298473,0.371875,100,False
conditional_vae,same_family_donor,pitch_class_jsd,0.22942716026636828,0.21038964656960868,100,False
conditional_vae,same_family_donor,pitch_interval_jsd,0.46258016048463707,0.4543716715262977,100,False
conditional_vae,same_family_donor,ioi_jsd,0.14602129548750012,0.11124997405071982,100,False
conditional_vae,same_family_donor,duration_jsd,0.20524387404257982,0.17276126234862837,100,False
conditional_vae,same_family_donor,density_wasserstein,11.143069174917493,8.937933993399339,100,False
conditional_vae,same_family_donor,ioi_wasserstein,0.48048857251659227,0.3085907590759076,100,False
conditional_vae,same_family_donor,duration_wasserstein,1.9574353135313531,1.2933795379537956,100,False
conditional_vae,same_family_donor,pitch_interval_wasserstein,4.480589042904291,4.262587458745875,100,False
